year,tes_DET airs_NOUN,tes_DET pères_NOUN
1854,5.195664343204953e-09,1.1950028588891826e-07
1855,1.8043586180738203e-08,1.560239546449793e-07
1856,8.28350277259915e-09,1.9259144412586693e-07
1857,1.2203773158692144e-08,1.6011349224243077e-07
1858,1.0276719919488642e-08,1.3212925226158134e-07
1859,1.833182472488204e-08,1.4818224824963977e-07
1860,3.066713105681629e-08,1.2816114691727165e-07
1861,2.2165029811560544e-08,2.9474774287940875e-07
1862,2.5300723294208183e-08,1.7800865542705324e-07
1863,1.3984937929922836e-08,1.248655232544138e-07
1864,1.9658385475018747e-08,1.9658384164955578e-07
1865,1.1767110619231858e-08,1.6050338902395822e-07
1866,8.75810357570117e-09,1.664039570581366e-07
1867,9.220341823379385e-09,1.3490815931049838e-07
1868,1.0867722721741302e-08,9.237564646547014e-08
1869,1.3673853160867111e-08,1.543191994191062e-07
1870,1.9495765002375265e-08,1.03786279570528e-07
1871,3.292564798584863e-08,9.771483089338062e-08
1872,1.5118348239973045e-08,1.2941306459790525e-07
1873,1.616221290134945e-08,6.28530475443867e-08
1874,5.377148060148329e-09,9.141152057523527e-08
1875,1.6020276105699338e-08,7.609631119676052e-08
1876,6.04601479992084e-09,7.25521740463364e-08
1877,2.040989244278535e-08,8.906135018360573e-08
1878,1.5701630218245555e-08,1.0447623188802879e-07
1879,7.331190210457805e-09,1.1607717809170026e-07
1880,1.5402831010646878e-08,8.407378926378328e-08
1881,1.1156012114099667e-08,8.43673447215032e-08
1882,1.7969540300200038e-08,7.786800648723613e-08
1883,1.2006744321002571e-08,8.404720680532662e-08
1884,1.9144920315739e-08,7.393900602892245e-08
1885,1.9336907408629145e-08,5.607703101873085e-08
1886,1.0325542199041138e-08,1.600458980899333e-07
1887,1.3057849523878673e-08,6.528924800797142e-08
1888,1.268122939990235e-08,1.0652232851349197e-07
1889,2.5060547415023393e-08,1.3219438521616667e-07
1890,1.0487018642368895e-08,5.440140687928974e-08
1891,1.0198752065093686e-08,9.306361103966765e-08
1892,8.775917548220491e-09,6.01777181419294e-08
1893,1.0469308087124318e-08,7.390099915349779e-08
1894,5.041231432301174e-09,5.923446821931577e-08
1895,1.3842813118003505e-08,4.333402503498007e-08
1896,1.592197795829975e-08,5.4842367869234465e-08
1897,8.740070001067579e-09,6.292850474043377e-08
1898,1.1882545059016536e-08,3.564763695340645e-08
1899,1.713549302451156e-08,8.954676644634674e-08
1900,2.0245107479333058e-08,4.8276794561985525e-08
1901,1.2854099118442264e-08,5.5328513548502656e-08
1902,1.276673788908056e-08,3.928227132465878e-08
1903,1.836074847716418e-08,7.182292716123584e-08
1904,1.4511488011237361e-08,4.944654996563713e-08
1905,1.6514428768932277e-08,6.915417127828505e-08
1906,1.8519063615940468e-08,4.0639056453350975e-08
1907,1.1314255643490867e-08,5.811412928657944e-08
1908,1.964555629285769e-08,4.076453019585813e-08
1909,8.801573692096554e-09,5.060904850751058e-08
1910,2.4048677604859847e-08,4.275320675262151e-08
1911,6.916486494645824e-09,5.8524116108849e-08
1912,1.250261111307438e-08,8.751827768049836e-08
1913,1.5378670781274195e-08,5.674198977345668e-08
1914,2.142958016593255e-08,4.7546881098980975e-08
1915,5.890381071793627e-09,8.364341219646576e-08
1916,1.8678685265172135e-08,7.581348815399735e-08
1917,1.3159709100207806e-08,5.9218693615470386e-08
1918,3.790504266021344e-08,7.466144680279285e-08
1919,2.4861190051073123e-08,6.077179875996208e-08
1920,1.514446346106979e-08,7.723676098692067e-08
1921,2.1960968377143786e-08,6.739745528339114e-08
1922,2.360939327372691e-08,6.640141858582638e-08
1923,1.5923921736771263e-08,6.475728264732084e-08
1924,7.734974660777993e-09,1.0313299236841544e-07
1925,3.7393804941388e-08,5.4990888065376e-08
1926,3.4553027994377317e-08,8.136681195480833e-08
1927,4.2367055641534535e-08,1.0145794648863671e-07
1928,2.742249805010033e-08,5.8272808467485504e-08
1929,2.33948540540041e-08,4.79037471912136e-08
1930,1.2604324695075775e-08,5.882018117020493e-08
1931,1.1405356659111021e-08,6.501053295693282e-08
1932,1.753525868952721e-08,7.342889318806556e-08
1933,1.7205992852709073e-08,9.061823003087e-08
1934,1.9170528275935794e-08,4.07373743627204e-08
1935,2.5133396697185617e-08,6.103824823355808e-08
1936,1.33371855781661e-08,7.881064290060635e-08
1937,2.1404900962807005e-08,9.569249925789336e-08
1938,1.2965214124527336e-08,1.1927997556338e-07
1939,2.141167065872196e-08,6.270560959364957e-08
1940,2.5357829613881222e-08,4.057252622757801e-08
1941,2.6563523380929155e-08,1.2986611253040792e-07
1942,6.068423519245414e-08,7.58552971547033e-08
1943,2.9032351633873077e-08,8.709705690002068e-08
1944,1.927911696952833e-08,9.318239690969676e-08
1945,4.1391576388605245e-08,9.585417881652347e-08
1946,3.480275978517966e-08,7.378184907480545e-08
1947,4.053096236411591e-08,4.7683483384020064e-08
1948,2.3918154123947488e-08,5.3272251498981404e-08
1949,2.0615717910565934e-08,8.246286675728243e-08
1950,2.9779013033248702e-08,7.657460088239532e-08
1951,2.452122438434401e-08,5.437314953837813e-08
1952,3.0579932142060784e-08,6.010538111667074e-08
1953,3.5553629373907825e-08,5.2791755966730136e-08
1954,2.443134050622575e-08,4.886267901405006e-08
1955,1.3139851429144755e-08,7.414630021074231e-08
1956,2.3547082950159393e-08,5.5815304822459666e-08
1957,2.3854601516326568e-08,4.770920231100817e-08
1958,3.391619785020339e-08,7.775908950069521e-08
1959,2.4802393583378546e-08,5.2705086517335076e-08
1960,2.9759583741739704e-08,6.990041767629407e-08
1961,2.0844478476611528e-08,7.851419914217672e-08
1962,2.1562651220108364e-08,7.99086516956038e-08
1963,2.9097239950814924e-08,8.793832539932822e-08
1964,2.2510682873289056e-08,6.388166728932276e-08
1965,1.9699356812452606e-08,4.48707546674143e-08
1966,2.4371929474575893e-08,7.090015496924451e-08
1967,2.120044340081506e-08,6.902469595893024e-08
1968,2.5601070541281246e-08,5.659184110218263e-08
1969,2.452549263676218e-08,6.812636788033899e-08
1970,1.7475155905666284e-08,6.116304196446265e-08
1971,1.8498230724972586e-08,7.810364410776316e-08
1972,2.000757282072385e-08,6.310080458149514e-08
1973,1.2129048099218664e-08,6.064524016302641e-08
1974,1.9689500752040345e-08,7.313243399753588e-08
1975,5.711480177694739e-09,7.025120574155608e-08
1976,1.7711933197883667e-08,6.970502897107878e-08
1977,1.5279632892273298e-08,4.290050603650286e-08
1978,2.495048279094192e-08,7.128709622605811e-08
1979,1.872631405497316e-08,7.139407676159948e-08
1980,2.1035058139773355e-08,5.5145962019054195e-08
1981,1.3916208629893845e-08,7.084615405439365e-08
1982,1.489800538490016e-08,6.20750215674093e-08
1983,1.894594880980094e-08,8.273063778485579e-08
1984,1.9136728035551442e-08,6.436899691042441e-08
1985,1.804667348892508e-08,6.196024626703434e-08
1986,1.798345583559069e-08,8.452224176114242e-08
1987,1.5277042575423394e-08,7.332979889973501e-08
1988,1.9188972133488136e-08,5.75669182323324e-08
1989,1.5915554207879268e-08,7.408964941557628e-08
1990,9.262707045820662e-09,4.5223804256977473e-08
1991,2.1101273894874595e-08,6.213153025402818e-08
1992,1.3774860363469088e-08,6.336435881548752e-08
1993,1.8279383895425383e-08,6.813225272850332e-08
1994,1.318731612798274e-08,6.69915674045285e-08
1995,1.4640617329586547e-08,5.964695853899471e-08
1996,1.7615704006601618e-08,6.138805930255842e-08
1997,1.6302641236976e-08,5.849771289589967e-08
1998,1.764207879784152e-08,7.295237414162159e-08
1999,1.8280805230697084e-08,7.17521570214874e-08
2000,2.474097726690161e-08,7.996637152452024e-08
2001,1.708672597855454e-08,1.187308416028543e-07
2002,1.0953053575235572e-08,1.3231288664705687e-07
2003,2.083461492219385e-08,8.125500045030876e-08
2004,1.8059643919210444e-08,8.06076798642863e-08
2005,1.6213498099659773e-08,9.052536942277811e-08
2006,2.388376207917986e-08,5.929761393019817e-08
2007,2.995859560428471e-08,9.347082188804201e-08
2008,3.916844448781376e-08,7.024775458552845e-08
2009,3.862235842255757e-08,9.870158179658972e-08
2010,3.967986084152386e-08,5.9519791428819246e-08
2011,4.091650127047153e-08,1.2963264567344979e-07
2012,5.991484919309897e-08,1.3685095712201445e-07
2013,6.833356436253268e-08,1.4085082106207736e-07
2014,8.055455813504864e-08,7.990492598142218e-08
2015,8.13483167494411e-08,1.287830241614163e-07
2016,7.808952240395683e-08,1.663286074704562e-07
2017,7.446209449035734e-08,9.468761099640233e-07
2018,8.286508235144652e-08,1.0971233860290752e-07
2019,8.520298888647915e-08,1.5356945692879265e-07
