year,six_DET hommes_NOUN,six_DET pommes_NOUN
1860,7.149561316310837e-07,3.204028820036342e-09
1861,6.555189777657233e-07,4.715963619617014e-09
1862,5.96374203354344e-07,6.325180934574348e-09
1863,6.21330805472553e-07,1.098816559963467e-08
1864,5.25502210635409e-07,5.753673537611803e-09
1865,6.542513943941231e-07,2.8241067262513297e-09
1866,4.812091116690453e-07,7.298419202328432e-09
1867,5.299270249281562e-07,4.85281148598915e-09
1868,5.74507337702812e-07,4.93987406535723e-10
1869,5.122811437274777e-07,8.301982545866338e-09
1870,6.083825958569378e-07,1.7202146374017957e-09
1871,5.95848064222082e-07,1.274541272522356e-08
1872,6.071528417805894e-07,9.071008943983827e-09
1873,5.483179954524076e-07,3.11272230213433e-08
1874,6.727409882500979e-07,5.377148060148329e-09
1875,5.658590502832794e-07,1.0298748742698649e-08
1876,5.858588245644114e-07,3.627608879952504e-09
1877,4.892189444660744e-07,3.710889595609501e-09
1878,5.543883201397648e-07,6.0390887290928674e-09
1879,5.473955546619891e-07,1.9549841634436405e-08
1880,5.39099104912566e-07,4.492492600149944e-09
1881,5.285160540324796e-07,2.7890030285249168e-09
1882,4.612181889740441e-07,8.652000893505374e-09
1883,5.946497907416415e-07,1.0110942305630033e-08
1884,5.010688113316064e-07,5.941527270181268e-09
1885,5.504572850867362e-07,5.801072122668671e-09
1886,5.924280017666206e-07,7.744156427236248e-09
1887,5.732395944590962e-07,1.9586774424595887e-09
1888,6.048946374903608e-07,3.804368819970705e-09
1889,6.816468953729782e-07,5.012109394186837e-09
1890,6.42985337862001e-07,4.5880703680722945e-09
1891,5.290602480556572e-07,1.0836173736095134e-08
1892,4.933319281974491e-07,1.8805537127519756e-09
1893,5.191545273675047e-07,1.847525021858587e-09
1894,4.921502068100381e-07,1.3863386216783624e-08
1895,5.657497510469511e-07,1.2037228991346183e-09
1896,5.378090470742336e-07,8.845543852942228e-09
1897,4.690504269433404e-07,6.992056045262984e-09
1898,5.448995672452384e-07,5.658355006765703e-09
1899,4.925072225603344e-07,8.844125432005967e-09
1900,5.772451316943261e-07,1.453494924419374e-08
1901,4.6889520000092944e-07,1.8442838367604963e-08
1902,4.2228441543556983e-07,1.9150106222998176e-08
1903,4.768394443743773e-07,3.2401321625741275e-09
1904,4.450189692306594e-07,1.0749250378694342e-08
1905,4.3969666130294627e-07,5.6768351130997985e-09
1906,4.0381847909998214e-07,7.201858220895474e-09
1907,4.628558976094155e-07,6.685696440911215e-09
1908,3.825972072490913e-07,5.893666887857307e-09
1909,3.740668717000517e-07,1.1001967337165297e-08
1910,4.2058465687944135e-07,5.878565745298658e-09
1911,4.5861625608267786e-07,4.25629931299909e-09
1912,4.0581390692295827e-07,3.646594803896619e-09
1913,4.470420407187703e-07,2.121195885607108e-09
1914,4.212251667468081e-07,3.3483718020477227e-09
1915,5.760792625153499e-07,5.890380849749022e-09
1916,5.790392503257635e-07,1.5382446649780945e-08
1917,4.3975362018500164e-07,5.483212106582869e-09
1918,4.686441386070328e-07,2.2972752589112133e-09
1919,4.1711552967171883e-07,6.4454939163738345e-09
1920,3.3469265048324814e-07,4.543339038320937e-09
1921,3.445600178508812e-07,3.0290989716519334e-09
1922,4.124265977623054e-07,8.853522359686394e-09
1923,8.906780557538241e-07,0.0
1924,3.2873642474839926e-07,3.867487219366694e-09
1925,3.035497044834301e-07,3.299453377181294e-09
1926,5.361292387817684e-07,6.687683296036084e-09
1927,3.5008564580607526e-07,4.4596899506643695e-09
1928,2.490876944705178e-07,5.713020723163709e-09
1929,2.662557090360451e-07,5.570202965543558e-09
1930,3.5502180750768275e-07,2.100720708497761e-09
1931,4.710412255803931e-07,0.0
1932,3.4084157896074885e-07,3.287861094491973e-09
1933,3.074137477909744e-07,3.4411986593596566e-09
1934,3.7741978431427015e-07,0.0
1935,3.291278005690401e-07,3.590485242455088e-09
1936,3.297922379630336e-07,2.424942913137329e-09
1937,3.336646212659389e-07,0.0
1938,2.51525165140265e-07,1.2965214457594243e-09
1939,2.8141053842745123e-07,1.5294050470515685e-09
1940,3.854389909463407e-07,0.0
1941,3.6598632391360297e-07,8.854508237732261e-09
1942,3.185922494708393e-07,3.034211770724937e-09
1943,3.803238008970311e-07,1.161294105322952e-08
1944,4.88404289455957e-07,6.4263723231761105e-09
1945,4.87984898711602e-07,2.178504043826024e-09
1946,4.6635698680574933e-07,2.7842208538686464e-09
1947,3.8981248096092713e-07,9.536696765621855e-09
1948,3.6420823334992747e-07,2.174377566888097e-09
1949,3.5733910053181717e-07,5.890204768377316e-09
1950,2.712017170836134e-07,6.381216666184741e-09
1951,3.99802580375308e-07,5.330700769690111e-09
1952,3.458695641000986e-07,5.272402070488624e-09
1953,3.2321482024144643e-07,2.1547654771580937e-09
1954,2.5213143217683864e-07,9.772536113672459e-10
1955,3.1441785708352654e-07,4.6928039232341234e-09
1956,3.4710143026472906e-07,2.616342476002842e-09
1957,3.1894485097438974e-07,1.7670075402875796e-09
1958,2.986279916683543e-07,5.790570523078742e-09
1959,2.805770797920104e-07,4.650448914844674e-09
1960,2.8583042066543385e-07,5.536666680683311e-09
1961,3.661679812694274e-07,6.25334317660986e-09
1962,3.545153610673424e-07,3.170978146727066e-09
1963,3.737378904133948e-07,5.819447812527301e-09
1964,3.2731749044501157e-07,3.6503808864551957e-09
1965,3.2394497040399983e-07,4.924839203113152e-09
1966,3.533929771037947e-07,2.7695373772118614e-09
1967,3.8604527574648273e-07,1.479100675272349e-09
1968,3.5302529965974827e-07,3.1439910674890825e-09
1969,3.824159939824767e-07,1.3625273131978588e-09
1970,3.25129853706585e-07,7.817832603507213e-09
1971,3.062484914551078e-07,3.5968783507200897e-09
1972,3.262773411449871e-07,7.182205385980467e-09
1973,3.5008844534445416e-07,1.0475087075523248e-08
1974,3.229078124888929e-07,2.812785782069227e-09
1975,3.381196300722422e-07,5.711480177694739e-10
1976,3.1595802596484646e-07,3.9994687561772935e-09
1977,2.8208551938746496e-07,1.7630346071939584e-09
1978,3.6594042285287287e-07,3.5643548113029055e-09
1979,3.2127334215203973e-07,1.1703946700691858e-09
1980,3.20073986870284e-07,2.8425753417771205e-09
1981,3.308262463974643e-07,5.69299452024552e-09
1982,3.178241243517732e-07,3.1037510339615437e-09
1983,2.9745138618864075e-07,9.47297440490047e-09
1984,3.566390134324138e-07,4.639206629963866e-09
1985,3.0799655803548376e-07,3.007779025843149e-09
1986,3.0032372322352785e-07,4.7955883708539204e-09
1987,2.8415297848027876e-07,4.277571907795874e-09
1988,2.962297678266168e-07,4.797243047249822e-09
1989,3.545326840992402e-07,6.585746614717891e-09
1990,3.1220771035123107e-07,2.724325431913144e-09
1991,2.9248710831097924e-07,6.4476117778156095e-09
1992,3.405145356794037e-07,4.958949695321735e-09
1993,2.9967111103701427e-07,4.985286850001103e-09
1994,3.418152338952041e-07,2.1099706426497278e-09
1995,3.085374622457948e-07,3.253470381991974e-09
1996,2.6156652310760364e-07,2.6690460952494277e-09
1997,2.6180124024222096e-07,4.794894259418925e-09
1998,3.037298235142316e-07,3.337690568372409e-09
1999,2.988911660395388e-07,4.113180906983871e-09
2000,3.1765645047698854e-07,8.836062992401139e-10
2001,3.39105799440631e-07,3.943090742808408e-09
2002,3.1632420061100675e-07,5.257465740537981e-09
2003,3.504382171115594e-07,2.9168460979889232e-09
2004,3.369665328989413e-07,6.166707589017051e-09
2005,3.188654602581664e-07,6.305249322657858e-09
2006,3.879052172806041e-07,2.8825228870488218e-09
2007,3.4352522604308433e-07,3.994479413904628e-09
2008,3.410209288290389e-07,2.554463751636149e-09
2009,3.4283304728432995e-07,9.059565542202108e-09
2010,3.6278731485595017e-07,3.3066551718974324e-09
2011,4.0075227758507026e-07,3.059177577924288e-09
2012,5.011059869275414e-07,3.4042526575461807e-09
2013,5.675869445553872e-07,5.299337468844811e-09
2014,5.896507317970645e-07,9.744503204345278e-09
2015,6.015785629642778e-07,1.1747849804066846e-08
2016,6.336228963732538e-07,1.1599504023962481e-08
2017,4.666458934821094e-07,5.7859061153298086e-09
2018,5.268773577427055e-07,5.679226811050597e-09
2019,5.196361954062922e-07,7.397864432157064e-09
