year,les_DET oies_NOUN,les_DET pois_NOUN
1981,3.554958780682682e-07,3.207053725362563e-07
1982,3.401711134998209e-07,3.5755212535182324e-07
1983,3.5555230404327176e-07,3.4039552765374737e-07
1984,3.815747575686146e-07,4.708794802965599e-07
1985,3.332619105123058e-07,2.713016556965542e-07
1986,3.2909725256047295e-07,4.5378256230410585e-07
1987,3.7337091995937044e-07,3.8192605789078016e-07
1988,3.4240321689082975e-07,6.746123188960951e-07
1989,3.1227413765932965e-07,7.601049506478219e-07
1990,3.154768948299136e-07,2.6316984247376496e-07
1991,3.950627576188026e-07,2.684551069220831e-07
1992,3.845941041191736e-07,3.531874191442519e-07
1993,3.788817872774075e-07,3.1739657169183033e-07
1994,3.8559713733121725e-07,3.2493546681111596e-07
1995,3.3185399583857134e-07,2.770872468138563e-07
1996,3.763354907704297e-07,2.642355609872027e-07
1997,4.1331989386605983e-07,2.632397070323478e-07
1998,3.943242976589545e-07,2.479427168022852e-07
1999,3.934943126893131e-07,3.0346135715397793e-07
2000,3.088204154622076e-07,2.434335414358557e-07
2001,4.359305627588128e-07,2.9704615539527524e-07
2002,4.714194483668166e-07,2.571777090731864e-07
2003,3.7752320558581687e-07,3.204363627773432e-07
2004,3.255140867963746e-07,2.5063261724356245e-07
2005,3.5804809073169963e-07,2.5761447497441026e-07
2006,3.446673750850948e-07,2.7878114639001694e-07
2007,3.4592192310611836e-07,2.7601852506387026e-07
2008,3.533675041467177e-07,2.984465132249703e-07
2009,4.0672683043752045e-07,3.046875129975035e-07
2010,3.561739898572114e-07,4.133318795007668e-07
2011,7.32673059999911e-07,4.542878666302652e-07
2012,4.592336786402029e-07,5.39574068370019e-07
2013,5.667502041006856e-07,4.3900827467746595e-07
2014,5.31833337813481e-07,4.7379940229519413e-07
2015,5.257716888529274e-07,5.738713881320301e-07
2016,7.146123239820668e-07,6.249233117650022e-07
2017,4.170883656229307e-07,6.364496538679987e-07
2018,4.773131925261964e-07,6.03546916000397e-07
2019,5.255034762896571e-07,7.351946910150176e-07
