year,quelques_DET ailes_NOUN,quelques_DET pelles_NOUN
1997,1.917957792585412e-09,4.79489448146353e-10
1998,2.3840646123929332e-09,4.768129224785866e-10
1999,9.140402323914998e-10,1.8280804647829996e-09
2000,1.7672125984802278e-09,4.859834756842929e-09
2001,3.943090742808408e-09,1.7524847129024579e-09
2002,3.066854992184176e-09,3.504977141854937e-09
2003,1.6667691671301554e-09,1.2500769308587678e-09
2004,1.3214374039449694e-09,4.404791198453495e-09
2005,4.503749373441224e-09,3.1526248278623825e-09
2006,4.1178899179428186e-10,8.235779835885637e-10
2007,4.393927444112933e-09,2.3966877371606188e-09
2008,5.108927503272298e-09,1.7029758714315335e-09
2009,3.337734755248789e-09,2.860915504498962e-09
2010,5.196172381261022e-09,2.8342759250676863e-09
2011,1.91198598620268e-09,6.118355155848576e-09
2012,2.723402198201441e-09,7.489355857703828e-09
2013,6.136074925944257e-09,7.809550006676602e-09
2014,3.4647122532094343e-09,6.279790909502481e-09
2015,6.64972610309178e-09,5.541438599654391e-09
2016,7.2496901815100045e-09,7.456824324680866e-09
2017,5.7859059765519305e-09,8.301517390174595e-09
2018,5.421080029321956e-09,5.421080029321956e-09
2019,7.397864543179367e-09,4.08158040698936e-09
