year,moins_ADV uni_VERB,moins_ADV puni_VERB
1881,1.4642266066289267e-08,6.972507571312292e-10
1882,1.9300616216355593e-08,7.986462158271479e-09
1883,1.2006744043446815e-08,3.159669414998234e-09
1884,6.601696966868076e-09,6.601696966868076e-09
1885,1.2891271161663553e-08,1.2891271161663553e-08
1886,5.808117542471791e-09,6.4534639854230136e-09
1887,1.1752064210668323e-08,5.876032105334161e-09
1888,1.8387781963724592e-08,1.3315291091942072e-08
1889,1.4409814674820609e-08,3.132568426877924e-09
1890,7.209825181320184e-09,7.865263995654459e-09
1891,3.824531802365527e-09,1.9122659011827636e-09
1892,6.268512375839919e-09,1.2537024751679837e-09
1893,1.9091091374434654e-08,3.079208221734575e-09
1894,5.671385139294216e-09,3.150769645188234e-09
1895,1.6852119699706236e-08,4.213029924926559e-09
1896,8.845543852942228e-09,2.948514543632541e-09
1897,2.505486840220783e-08,4.078699600285063e-09
1898,1.0185038590293516e-08,4.52668391659472e-09
1899,1.5477219506010442e-08,8.291367592505594e-09
1900,1.142031713641245e-08,2.07642125715779e-09
1901,1.0059729937950124e-08,5.588738916095792e-10
1902,3.928227076954727e-09,4.910283846193408e-10
1903,9.1803746826713e-09,7.560307935250421e-09
1904,1.7736262236667244e-08,3.2247751136083025e-09
1905,7.741138396966107e-09,2.580379465655369e-09
1906,7.716276506641861e-09,1.0288369045596824e-09
1907,9.771402353919711e-09,5.142843484406967e-09
1908,6.384805573134145e-09,2.9468334439286537e-09
1909,7.151278680339601e-09,2.2003934230241384e-09
1910,7.481810726517324e-09,0.0
1911,8.51259862599818e-09,5.320374141248863e-10
1912,7.814131564032323e-09,1.5628263128064646e-09
1913,1.484837142129436e-08,3.181793939432964e-09
1914,8.705766774141921e-09,2.0090231700464756e-09
1915,5.890381071793627e-09,5.890381071793627e-09
1916,3.2962386153911893e-09,0.0
1917,1.4256351654751143e-08,1.0966424435210342e-09
1918,1.1486376294556067e-08,4.594550517822427e-09
1919,1.1970202606903513e-08,7.366278698128781e-09
1920,2.2716695191604686e-09,7.572231730534895e-10
1921,1.060184651180407e-08,3.7863738810983705e-09
1922,1.1066902949607993e-08,7.377935484775833e-10
1923,1.0615948120573648e-08,2.1231896241147297e-09
1924,1.0313299547703991e-08,1.289162443462999e-09
1925,1.0998178368026856e-08,3.299453377181294e-09
1926,5.57306911730393e-09,2.229227691330493e-09
1927,3.3447675740205796e-09,3.3447675740205796e-09
1928,7.998228745975666e-09,1.1426041224282812e-09
1929,5.570202965543558e-09,5.570202965543558e-09
1930,5.2518016602221e-09,3.1510811737689437e-09
1931,1.596749932275543e-08,5.7026783295555106e-09
1932,7.6716757391182e-09,3.287861094491973e-09
1933,9.176529758292418e-09,0.0
1934,8.38710612072191e-09,3.5944740517379614e-09
1935,1.196828414151696e-09,1.196828414151696e-09
1936,1.4549657478823974e-08,3.6374143697059935e-09
1937,0.0,1.2591118148108649e-09
1938,6.482607339819424e-09,1.2965214457594243e-09
1939,3.058810094103137e-09,0.0
1940,7.607348528892999e-09,0.0
1941,1.4757512545315876e-08,2.9515025978810172e-09
1942,1.2136847082899749e-08,0.0
1943,8.709705845433291e-09,0.0
1944,0.0,0.0
1945,4.357008087652048e-09,0.0
1946,1.3921104269343232e-08,0.0
1947,7.152522574216391e-09,1.1920870957027319e-09
1948,1.522064252412747e-08,0.0
1949,4.908504269707237e-09,1.9634016634739737e-09
1950,5.317680518146517e-09,0.0
1951,3.1984206394497505e-09,5.330700769690111e-09
1952,7.381362632230548e-09,1.0544803918932644e-09
1953,5.386913581872932e-09,7.54167928107563e-09
1954,1.07497895029951e-08,5.863521668203475e-09
1955,8.447047505910632e-09,1.8771215692936494e-09
1956,1.3953826538681824e-08,1.744228317335228e-09
1957,1.236905244894615e-08,0.0
1958,8.272243334772611e-09,8.272243445794913e-10
1959,1.0851047171911432e-08,0.0
1960,3.460416619915918e-09,0.0
1961,8.33779090214648e-09,0.0
1962,1.0781326054143392e-08,6.341956404476434e-10
1963,1.0992290633282664e-08,6.466053248388448e-10
1964,4.867174663303331e-09,0.0
1965,8.755269398363907e-09,5.472043373977442e-10
1966,8.308612464702492e-09,0.0
1967,2.9582012395223956e-09,1.9721342336964653e-09
1968,8.084548142051062e-09,4.4914158503495116e-10
1969,6.358460868938209e-09,9.083515606356229e-10
1970,4.598724956395017e-09,9.197450023812337e-10
1971,1.3359833239690033e-08,1.541519245584766e-09
1972,6.669190977248718e-09,0.0
1973,7.1671650836435674e-09,3.3079223804577396e-09
1974,7.313243344242437e-09,1.1251143350321513e-09
1975,5.140332159925265e-09,5.711480177694739e-10
1976,3.4281160132820787e-09,0.0
1977,4.11374712072643e-09,1.7630346071939584e-09
1978,6.534650598410963e-09,1.1881182704343018e-09
1979,4.096381456264453e-09,3.5111840102075575e-09
1980,6.253665585376211e-09,5.685150683554241e-10
1981,3.795329828193417e-09,1.8976649140967083e-09
1982,1.1794254461960918e-08,3.7245013739806154e-09
1983,8.209910973278056e-09,0.0
1984,1.2177918229383522e-08,1.739702604197646e-09
1985,1.0828004270990732e-08,2.4062232206745193e-09
1986,6.593933843390687e-09,0.0
1987,3.6664902225425067e-09,0.0
1988,8.395175221664886e-09,5.996553809062277e-10
1989,3.841685636274406e-09,3.841685636274406e-09
1990,2.179460389939436e-09,0.0
1991,2.9307325455363298e-09,5.861465202094962e-10
1992,7.162927584403178e-09,2.2039776670368383e-09
1993,3.323524566667402e-09,2.7696036575264316e-09
1994,7.912389854425328e-09,3.164955852952289e-09
1995,8.133675954979935e-09,1.0844901643380922e-09
1996,2.135236876199542e-09,5.338092190498855e-10
1997,8.151320507465698e-09,2.876936688878118e-09
1998,5.72175506974304e-09,0.0
1999,4.570201106446348e-09,2.285100553223174e-09
2000,7.510653432518666e-09,3.5344251969604557e-09
2001,4.8193329327261836e-09,1.3143635069212678e-09
2002,3.066854992184176e-09,4.381221607729913e-09
2003,5.8336921959778465e-09,1.2500769308587678e-09
2004,1.3214374039449694e-09,1.7619165015858584e-09
2005,4.954124666056714e-09,2.251874686720612e-09
2006,2.8825228870488218e-09,1.2353669198716943e-09
2007,6.7906151812735516e-09,1.1983438685803094e-09
2008,2.554463751636149e-09,1.2772318758180745e-09
2009,3.814554005998616e-09,1.907277002999308e-09
2010,4.723792912386671e-09,1.4171379625338432e-09
2011,1.911985902935953e-09,4.5887662558641296e-09
2012,8.510632198976964e-09,3.063827413996023e-09
2013,3.904775169871755e-09,2.5102124823206395e-09
2014,4.980523993225461e-09,2.3819897165822113e-09
2015,4.43315073539452e-09,2.438232948875907e-09
2016,4.142679976837371e-09,4.556948152156792e-09
2017,2.5156112748447867e-09,1.7609279590047322e-09
2018,4.130346731301415e-09,4.64663996169179e-09
2019,3.5713827450933877e-09,2.5509878653906526e-09
