year,trois_DET eaux_NOUN,trois_DET peaux_NOUN
1845,1.5066614622583074e-08,1.1160455670733427e-08
1846,1.6978054517835517e-08,2.1661654026061683e-08
1847,2.9662729161827883e-08,1.0786447290911383e-08
1848,2.333114323960217e-08,2.252662101298597e-08
1849,4.189707314417035e-08,2.76520690789539e-08
1850,2.2403686017469226e-08,8.146795238417326e-09
1851,1.096404567135778e-08,2.192809134271556e-08
1852,4.427170807730363e-08,1.3672145415810633e-08
1853,5.971931837933653e-09,1.3735443005202796e-08
1854,4.208488119106235e-08,2.5458755548157797e-08
1855,5.837630823180007e-08,2.2289135870323662e-08
1856,5.3842768188427925e-08,9.836659431439188e-09
1857,2.0502338549110988e-08,1.0251168913733011e-08
1858,2.6425849952715907e-08,1.8595969208945462e-08
1859,4.226503946824778e-08,1.6804172275897145e-08
1860,5.0806741119791e-08,1.922417280919575e-08
1861,5.234719679947375e-08,8.48873471515077e-09
1862,5.737842562192341e-08,4.9697850279528666e-09
1863,4.9946207170137313e-08,5.494083077373091e-09
1864,3.068625842317374e-08,9.109982990196386e-09
1865,2.729969672543575e-08,2.8241067262513297e-09
1866,1.0217787504984699e-08,1.6056523222118813e-08
1867,4.610170911689693e-08,1.4073153309368536e-08
1868,5.532658775564414e-08,2.6181332657415624e-08
1869,4.2974966696363026e-08,1.3673853604956321e-08
1870,3.268407855472333e-08,3.4404292748035914e-09
1871,1.3807530230280918e-08,8.496941594771101e-09
1872,4.898344840853497e-08,1.0885210954825197e-08
1873,8.021245889722195e-08,5.9860045809045914e-09
1874,3.823749850084823e-08,1.1949218503559678e-08
1875,3.833423067867159e-08,1.716458086775674e-08
1876,7.37613781165436e-08,3.3253080289341597e-08
1877,8.844287080478352e-08,6.184816103704804e-09
1878,6.03908887342186e-08,1.3889904337816006e-08
1879,5.742765785132775e-08,2.7491963261461194e-08
1880,4.941741771347097e-08,1.6044615636090498e-08
1881,4.3229546664580454e-08,2.231202445024394e-08
1882,5.856738738430067e-08,1.1314154946262533e-08
1883,4.170763850952497e-08,1.5166413569467352e-08
1884,4.68720466884065e-08,1.7824582698722224e-08
1885,6.896829862768072e-08,2.0626034435977658e-08
1886,4.711028545045792e-08,1.2261580972783293e-08
1887,3.003305382165422e-08,3.3950408928618e-08
1888,2.346027505595316e-08,4.4384300679212174e-09
1889,7.2675589102289e-08,1.6915869316402876e-08
1890,5.636772321127026e-08,1.5075089621063853e-08
1891,7.585322059355804e-08,2.4859458491732767e-08
1892,6.017771747579559e-08,2.193979353748432e-08
1893,4.310891554837326e-08,1.6011883374744684e-08
1894,4.348062221382065e-08,2.0795079658242344e-08
1895,2.1667012850556944e-08,1.2037228991346183e-08
1896,3.3613064720494634e-08,2.7716036077318762e-08
1897,4.078699333831537e-08,1.2236098356765979e-08
1898,1.4711722839955144e-08,1.4711722506888236e-08
1899,2.7085134135518274e-08,1.1607914629507832e-08
1900,4.204752979131143e-08,3.114631885736685e-09
1901,1.676621691482083e-08,7.824234593556412e-09
1902,3.830021244599635e-08,5.4013122863239005e-09
1903,1.836074892125339e-08,1.7820726228023887e-08
1904,3.117282698639201e-08,9.13686282189019e-09
1905,2.4255568054076804e-08,3.096455369888673e-09
1906,1.4403717052413612e-08,4.115347618238729e-09
1907,1.7999951751335175e-08,1.697138252154673e-08
1908,2.2592390180875555e-08,1.276961114626829e-08
1909,2.6954820153690662e-08,2.640472063220045e-08
1910,1.6566866989364826e-08,2.244543206852967e-08
1911,1.1704823332792103e-08,2.0217421181634165e-08
1912,2.7609931674277277e-08,1.771203156364365e-08
1913,1.3787773367468503e-08,1.2196876508774324e-08
1914,1.004511551716547e-08,9.37544086809794e-09
1915,5.890381071793627e-09,1.295883844676382e-08
1916,8.789969641043172e-09,9.888715624128963e-09
1917,1.7546279096336548e-08,1.0966424213165737e-08
1918,1.9526838812566893e-08,6.89182577673364e-09
1919,1.6574126959767455e-08,5.524709134618888e-09
1920,2.4231140649533245e-08,6.057785384427916e-09
1921,1.8931869016913794e-08,1.060184651180407e-08
1922,3.3938504784281065e-08,1.10669032826749e-08
1923,1.3800732556745743e-08,1.3800732556745743e-08
1924,1.2891624545652292e-08,6.445812328337297e-09
1925,1.3197813952814386e-08,6.598906754362588e-09
1926,2.452150482668003e-08,1.560459372829115e-08
1927,1.3379070296082318e-08,1.0034302277972529e-08
1928,9.14083297942625e-09,7.998228745975666e-09
1929,3.119313873867213e-08,8.912325100141061e-09
1930,2.520864939015155e-08,1.6805765667982087e-08
1931,2.3951248984133144e-08,1.0264820993199919e-08
1932,1.8631212128639163e-08,6.575721966939341e-09
1933,2.0647192178202545e-08,6.882397318719313e-09
1934,1.4377896206951846e-08,4.7926320689839486e-09
1935,1.6755597798123745e-08,1.9149254626427137e-08
1936,2.182448710641438e-08,1.091224355320719e-08
1937,1.1332006222275481e-08,2.0145789036973838e-08
1938,6.482607339819424e-09,1.2965214679638848e-08
1939,1.6823456405745674e-08,3.211750598808294e-08
1940,1.0143131667916805e-08,7.607348528892999e-09
1941,1.7709016475464523e-08,5.9030051957620344e-09
1942,6.068423541449874e-09,6.068423541449874e-09
1943,1.7419411690866582e-08,5.806470415592457e-09
1944,3.2131861615880553e-09,1.2852744646352221e-08
1945,8.714016175304096e-09,1.089252021913012e-08
1946,1.3921104269343232e-08,4.1763312808029696e-09
1947,2.8610090296865565e-08,4.7683483828109274e-09
1948,1.0871888278529696e-08,6.523132700664291e-09
1949,1.3743811422273211e-08,1.570721330779179e-08
1950,1.70165788127008e-08,7.444753258312176e-09
1951,1.0661401539380222e-08,4.264560704569931e-09
1952,1.7926167217297007e-08,1.1599283977759e-08
1953,1.185120990232491e-08,2.9089333608567358e-08
1954,1.2704296725729591e-08,1.3681550115052232e-08
1955,4.6928039232341234e-09,7.508486277174597e-09
1956,2.8779767013986657e-08,2.1802854632824165e-08
1957,2.47381048978923e-08,8.835037590415595e-09
1958,1.8198935247681902e-08,3.3088973783179654e-09
1959,1.705164498488898e-08,1.7826720211111535e-08
1960,9.689166802218097e-09,1.1765416307873977e-08
1961,8.33779090214648e-09,3.47407969059077e-09
1962,1.268391242037481e-08,6.976152100435229e-09
1963,2.392439713005956e-08,1.1638895847099207e-08
1964,1.0951143103454797e-08,1.3993127434552832e-08
1965,1.860494691641179e-08,4.3776345326485e-09
1966,1.1632056873267516e-08,8.862519607077957e-09
1967,1.4791006530678885e-08,8.874603940611792e-09
1968,1.7067379731727783e-08,1.3025106188058189e-08
1969,1.0446042669753908e-08,1.2716921737876419e-08
1970,1.655541059797372e-08,1.7935027241122725e-08
1971,2.6719667811647696e-08,1.1818314327172175e-08
1972,1.8468529372484e-08,9.747278983951446e-09
1973,1.0475087075523248e-08,9.92376719688437e-09
1974,1.2938814686336286e-08,1.0688586127294286e-08
1975,2.1703624231150798e-08,5.140332159925265e-09
1976,1.142705374768127e-08,8.570290088716348e-09
1977,2.8796231177352638e-08,1.7630344850694257e-08
1978,1.8415833413776284e-08,1.1881182260253809e-08
1979,2.0481905949054635e-08,9.363157360553487e-09
1980,1.8192481354706302e-08,1.1938816379952755e-08
1981,3.09951919685858e-08,1.0753433810073432e-08
1982,1.8622506647858472e-08,3.7245013739806154e-09
1983,2.084054306905614e-08,6.315316047889041e-09
1984,1.681712458179163e-08,9.858314442556804e-09
1985,3.128090220183566e-08,1.8046674932215012e-08
1986,1.3187867908825979e-08,7.1933827783254856e-09
1987,2.077677729861449e-08,7.944061963804927e-09
1988,1.798966176025374e-08,1.2592763221075387e-08
1989,1.8659615408367358e-08,7.683371161526509e-09
1990,1.9070277801347402e-08,1.0897301727652575e-08
1991,2.2859715009815318e-08,1.582595621218985e-08
1992,1.1019888224161889e-08,1.1570883029499157e-08
1993,2.4926434250005514e-08,9.970573700002205e-09
1994,2.215469208088905e-08,1.2659823411809157e-08
1995,1.8436332793747567e-08,5.422450655157007e-09
1996,1.3345230698291743e-08,1.8149513891785318e-08
1997,8.151320618488e-09,6.7128524960935465e-09
1998,1.8118891276230897e-08,1.001307092796111e-08
1999,1.1882523187622951e-08,5.484241422104574e-09
2000,1.6788519130450652e-08,1.1045078740501424e-08
2001,1.8401088985875447e-08,1.3143635152479405e-08
2002,1.2267419968736704e-08,5.6955880012310445e-09
2003,1.750107614384433e-08,1.8751153518792307e-08
2004,1.3214373428827031e-08,1.1011978190422766e-08
2005,1.0808999029165989e-08,6.305249655724765e-09
2006,1.4412614657288714e-08,7.823991232669414e-09
2007,1.2382886716011399e-08,9.18730247434496e-09
2008,1.0217855089811323e-08,5.108927586539025e-09
2009,1.1443661795951243e-08,5.721831008997924e-09
2010,1.1809482836078189e-08,1.0392344762522043e-08
2011,6.1183551280930004e-09,8.795135258976572e-09
2012,7.829781378809741e-09,1.1914884689989691e-08
2013,6.972812605088308e-09,1.1156499946096687e-08
2014,9.311414264634443e-09,8.228691908418462e-09
2015,7.536356427806368e-09,1.1969506996667434e-08
2016,7.45682449121432e-09,1.1185236403754573e-08
2017,4.528100561174142e-09,7.798395262881286e-09
2018,7.48625367252842e-09,9.809573264796256e-09
2019,5.35707450621814e-09,7.908062094053037e-09
