year,moins_ADV eu_VERB,moins_ADV pu_VERB
1962,1.4015724048022093e-07,3.9320131151043825e-08
1963,1.0281024742653244e-07,3.620989730279689e-08
1964,1.192457830256899e-07,4.258777863697105e-08
1965,1.1983775038970634e-07,3.994591679656878e-08
1966,1.539862779509349e-07,2.437192847537517e-08
1967,1.4396579217645922e-07,3.894965061590483e-08
1968,1.3025105261021963e-07,3.638046663922978e-08
1969,1.3988614000481903e-07,3.4971535001204757e-08
1970,1.2232608526119293e-07,2.5292987260172595e-08
1971,1.3205681170802563e-07,2.723350611688602e-08
1972,1.4620918875607458e-07,2.7189777540570503e-08
1973,1.1246935827102789e-07,3.0322620858669325e-08
1974,1.2094979240373505e-07,3.31908722728258e-08
1975,1.1480074846303978e-07,2.798625331479343e-08
1976,1.1369918695436354e-07,2.4568166168137395e-08
1977,1.1400956623219827e-07,1.704266772151186e-08
1978,1.3544548949084856e-07,2.0198010375338527e-08
1979,1.4337334164338245e-07,3.862302477841695e-08
1980,1.0574380127081895e-07,4.0933084477501325e-08
1981,1.1259478327474426e-07,4.427884547908434e-08
1982,1.1732179672208076e-07,4.6556266397601576e-08
1983,9.978199244642383e-08,2.3366668600033336e-08
1984,1.1540026889633737e-07,4.349256244040589e-08
1985,1.1489716200685507e-07,2.7671566371623157e-08
1986,1.342764761602666e-07,3.416856841909066e-08
1987,1.2588282061187783e-07,3.299841111470414e-08
1988,1.2652728287321224e-07,4.197587699650285e-08
1989,1.081160050375729e-07,4.50026007570159e-08
1990,1.394854649561239e-07,3.378163526690514e-08
1991,1.324691112358778e-07,3.9271817797725816e-08
1992,1.2066777799191186e-07,4.35285585353995e-08
1993,1.3183313285480835e-07,4.874502579355067e-08
1994,1.2554325223845808e-07,4.430938460586731e-08
1995,1.3447677815747738e-07,3.741491028108612e-08
1996,1.233099311548358e-07,5.231330391097799e-08
1997,1.2370827562335762e-07,3.020783623242096e-08
1998,1.2444817798495933e-07,4.815810683567179e-08
1999,1.375630489519608e-07,4.341691095532951e-08
2000,1.4226061750832741e-07,3.534425019324772e-08
2001,1.253026624681297e-07,3.63640566547474e-08
2002,1.1522612197722992e-07,3.417352800738627e-08
2003,1.4292545813532342e-07,4.333599790129483e-08
2004,1.2906038193705172e-07,4.360743233178255e-08
2005,1.360132415584303e-07,3.828187189469645e-08
2006,1.3794931419397471e-07,3.87081655617294e-08
2007,1.6936593283389811e-07,7.94901424683303e-08
2008,1.3581232849446678e-07,8.387156213984781e-08
2009,1.4781396373564348e-07,1.1395979981898563e-07
2010,1.591918277199511e-07,1.5588517499054433e-07
2011,1.9311057997128955e-07,1.4186936425630847e-07
2012,1.8008496738275426e-07,1.7395731788383273e-07
2013,2.0165373371128226e-07,1.9579657362100988e-07
2014,2.1351289092308434e-07,2.033353041497321e-07
2015,2.0658482924318378e-07,2.1788936521716096e-07
2016,2.444181177452265e-07,2.0941247669270524e-07
2017,2.2766282370412227e-07,2.5005175530168344e-07
2018,2.398182630258816e-07,2.3801122495115123e-07
2019,2.438744388655323e-07,2.3545617011677678e-07
