year,les_DET oies_NOUN,les_DET poids_NOUN
1851,5.559416085265667e-07,2.6120227119008632e-06
1852,5.162862439789251e-07,2.548227456600216e-06
1853,6.819946207770045e-07,2.554792544628981e-06
1854,4.494249861153321e-07,2.5261321070502163e-06
1855,5.046897229021852e-07,3.1539127576252213e-06
1856,4.902798327321989e-07,2.370634831549978e-06
1857,4.115112304248214e-07,2.3143234102462884e-06
1858,4.0519638666580704e-07,2.4566253955526918e-06
1859,5.412980277341717e-07,2.830229988148858e-06
1860,4.641264600979689e-07,2.48632628085943e-06
1861,4.7253954882364724e-07,2.7413896930283954e-06
1862,4.716777590729748e-07,2.231433455790466e-06
1863,4.390271755028152e-07,2.5702318566800386e-06
1864,5.489963399440967e-07,2.7742296140331746e-06
1865,5.492887309443972e-07,3.1968887981292937e-06
1866,4.1406367046192827e-07,2.93347811464173e-06
1867,5.74572872835688e-07,3.205281984719477e-06
1868,6.001947054912193e-07,3.534479844802263e-06
1869,4.903053287819148e-07,3.269516184900567e-06
1870,4.656047671858232e-07,3.0321650399400824e-06
1871,5.703572205639773e-07,3.150241127514164e-06
1872,4.3540843108758054e-07,2.5084363528549147e-06
1873,5.225781896101012e-07,3.0037770102353534e-06
1874,5.580284909711963e-07,3.3165054276196315e-06
1875,4.828969011327899e-07,2.8189963643399096e-06
1876,4.6554313826163707e-07,2.6705247364589013e-06
1877,6.110598054220873e-07,3.038600198124186e-06
1878,4.813153733351783e-07,2.9657964830676065e-06
1879,4.661415058393459e-07,3.840321852521811e-06
1880,6.327996473487474e-07,3.155655065256724e-06
1881,5.68956634694473e-07,2.5881948886308237e-06
1882,5.051437419467675e-07,3.1087303966614854e-06
1883,6.243506760483797e-07,3.6386753663464333e-06
1884,5.644450800090794e-07,4.019113049480438e-06
1885,4.10586999510798e-07,3.85577931183434e-06
1886,4.5238780543854773e-07,3.509393707190611e-06
1887,4.968511522207564e-07,3.3428093217935384e-06
1888,4.3496617152527506e-07,3.3376994679201744e-06
1889,4.4858378878132044e-07,3.5022115127958386e-06
1890,4.817473957530183e-07,3.659969308955624e-06
1891,4.2707273628650455e-07,4.3918375922658015e-06
1892,5.904938618073174e-07,3.576186344389498e-06
1893,5.413248107544177e-07,3.555253925924262e-06
1894,3.7494157112405446e-07,3.99580608245742e-06
1895,3.9482110825161953e-07,3.433619582438041e-06
1896,5.183488394067126e-07,3.273440881912393e-06
1897,4.492396001865018e-07,3.5403112406129367e-06
1898,4.837893285980499e-07,3.5772118849308754e-06
1899,5.378333831629334e-07,3.597348040784709e-06
1900,4.2981919623485965e-07,3.3933914949102473e-06
1901,3.917705884148859e-07,3.6561528986567282e-06
1902,3.3831854984178733e-07,3.898765328358422e-06
1903,3.9529613271582775e-07,3.2925142079420766e-06
1904,4.6651745932990707e-07,3.5886372131699318e-06
1905,4.180214836502216e-07,3.588275689025977e-06
1906,4.840677552131467e-07,3.588068608451067e-06
1907,4.4639880325547665e-07,3.521819166962814e-06
1908,4.16976919659362e-07,3.1491826177898474e-06
1909,3.9001974716512677e-07,3.267584332888873e-06
1910,5.509819449578401e-07,3.204887093488651e-06
1911,4.878783039785617e-07,3.2305312060998403e-06
1912,4.3759138845800294e-07,3.3501788152534573e-06
1913,3.887091333254489e-07,3.2995202445817995e-06
1914,4.855139064119385e-07,3.3343087011417083e-06
1915,2.473959943571913e-07,2.7979308754311205e-06
1916,2.6809406961092463e-07,2.715001954811669e-06
1917,3.893080684491679e-07,2.4827983793329622e-06
1918,3.652667697195966e-07,2.8026757661336887e-06
1919,4.797288877256278e-07,3.178549377480522e-06
1920,4.3616053879702577e-07,3.460509788055788e-06
1921,4.4300572987765463e-07,3.1192146536795917e-06
1922,4.84730355410079e-07,3.131195910555107e-06
1923,4.299459046563925e-07,2.62213919199894e-06
1924,4.963275417324553e-07,2.6866145788062568e-06
1925,3.838364168728958e-07,2.260125654629519e-06
1926,4.514186233706141e-07,2.3072507246979512e-06
1927,4.325899194412841e-07,2.284476181557693e-06
1928,3.850575769348552e-07,2.0624003980174166e-06
1929,4.1999331834574605e-07,1.8960971601700294e-06
1930,3.497700085119959e-07,2.322346631444816e-06
1931,3.25052660343772e-07,2.3495035463838576e-06
1932,2.487814780849362e-07,2.2193061681718973e-06
1933,4.886502225076583e-07,2.569428374954441e-06
1934,3.9059950296405077e-07,2.4885741538582806e-06
1935,4.176931147625851e-07,2.564803338600541e-06
1936,4.910509403543983e-07,2.5183032619224832e-06
1937,3.361828575521031e-07,2.3520208003446896e-06
1938,3.656190541434512e-07,2.2987324825862743e-06
1939,4.863508173968967e-07,2.330813174467039e-06
1940,3.52473818132637e-07,2.3937791127082164e-06
1941,1.345885138448466e-06,2.6799643251251837e-06
1942,5.006449459443729e-07,1.984374449648385e-06
1943,6.532279093196536e-07,1.9771031389836935e-06
1944,4.530592363494179e-07,1.9022061792384193e-06
1945,4.6837837075486277e-07,1.673091119869241e-06
1946,4.705333092047681e-07,1.8292330565827797e-06
1947,3.7193117963241207e-07,1.9240285666910495e-06
1948,5.175018493730477e-07,1.8036461995052377e-06
1949,3.16107669373622e-07,1.7219032173443338e-06
1950,4.094614123317797e-07,1.945207600329013e-06
1951,4.040671335303614e-07,2.075774943932629e-06
1952,4.112473401818306e-07,2.281895518763122e-06
1953,3.8247087186249473e-07,1.8854198344797624e-06
1954,4.3780963210338086e-07,2.130412866563347e-06
1955,3.144178606362402e-07,2.2309589837732346e-06
1956,3.1657744337110216e-07,1.914290635340876e-06
1957,3.454499761801344e-07,1.9419412637944333e-06
1958,4.309838868010729e-07,2.1896628368267557e-06
1959,6.960171283765249e-07,1.8725806967268e-06
1960,4.429333402278246e-07,2.230584641438327e-06
1961,4.2383771337028975e-07,1.8044369483050104e-06
1962,3.640283017247725e-07,1.8334595779379015e-06
1963,3.633921794587991e-07,2.247600150440121e-06
1964,3.814648197320025e-07,1.6213775495543814e-06
1965,3.2175616215823766e-07,1.9059127112086571e-06
1966,3.5505469142549373e-07,1.8949174602767016e-06
1967,3.3033247959224354e-07,1.8242241992538766e-06
1968,3.876091891896749e-07,1.8482175789813482e-06
1969,5.173062227470382e-07,2.0524203137028962e-06
1970,3.3386743991670187e-07,1.8210951111541362e-06
1971,3.2834358609790115e-07,2.0121964610098075e-06
1972,3.303814661848037e-07,1.791960272612414e-06
1973,2.84481314949403e-07,2.0476038855576917e-06
1974,3.200950375870093e-07,1.941947374461961e-06
1975,2.918566441856285e-07,2.4096734136946907e-06
1976,2.7653470180410977e-07,1.6529232880202471e-06
1977,3.7846475819947045e-07,1.8200393867573439e-06
1978,4.829700692710048e-07,1.5166330200599987e-06
1979,3.388292570960516e-07,1.5993443298611965e-06
1980,3.54753392883822e-07,1.4093488118760433e-06
1981,3.554958780682682e-07,1.4194533406453047e-06
1982,3.401711134998209e-07,1.6778878375589557e-06
1983,3.5555230404327176e-07,1.7228182684903004e-06
1984,3.815747575686146e-07,1.8864175217458978e-06
1985,3.332619105123058e-07,1.7348869505440234e-06
1986,3.2909725256047295e-07,1.7491908579359006e-06
1987,3.7337091995937044e-07,1.85829938459392e-06
1988,3.4240321689082975e-07,1.680234419154658e-06
1989,3.1227413765932965e-07,1.9307213392494305e-06
1990,3.154768948299136e-07,1.6155249511484726e-06
1991,3.950627576188026e-07,1.4958459075842256e-06
1992,3.845941041191736e-07,1.563722207720275e-06
1993,3.788817872774075e-07,1.6124633077652106e-06
1994,3.8559713733121725e-07,1.443219900920667e-06
1995,3.3185399583857134e-07,1.5611235539836343e-06
1996,3.763354907704297e-07,1.4733134605648956e-06
1997,4.1331989386605983e-07,1.4773069949569617e-06
1998,3.943242976589545e-07,1.3813270811624534e-06
1999,3.934943126893131e-07,1.3372408318446105e-06
2000,3.088204154622076e-07,1.3890290802009986e-06
2001,4.359305627588128e-07,1.3161160552499496e-06
2002,4.714194483668166e-07,1.3318912976956199e-06
2003,3.7752320558581687e-07,1.2263253950095532e-06
2004,3.255140867963746e-07,1.337735142215024e-06
2005,3.5804809073169963e-07,1.405620253080997e-06
2006,3.446673750850948e-07,1.29713532714959e-06
2007,3.4592192310611836e-07,1.2259057200481038e-06
2008,3.533675041467177e-07,1.1065085629979876e-06
2009,4.0672683043752045e-07,1.0237309027161245e-06
2010,3.561739898572114e-07,8.691778958791474e-07
2011,7.32673059999911e-07,8.959566528687901e-07
2012,4.592336786402029e-07,8.183823609897445e-07
2013,5.667502041006856e-07,7.293561949950345e-07
2014,5.31833337813481e-07,6.825483040984182e-07
2015,5.257716888529274e-07,6.623127433158515e-07
2016,7.146123239820668e-07,6.949345774387439e-07
2017,4.170883656229307e-07,6.860071977143889e-07
2018,4.773131925261964e-07,7.375250348218287e-07
2019,5.255034762896571e-07,6.20400207651528e-07
