year,quelques_DET yeux_NOUN,quelques_DET pieux_NOUN
1883,3.349249588779912e-08,3.728410113978953e-08
1884,3.630933420595284e-08,4.423136878983769e-08
1885,1.9336907408629145e-08,6.767917609673546e-08
1886,2.7749894160322697e-08,2.774989432685615e-08
1887,3.3297514079322355e-08,5.223139570853519e-08
1888,2.0924028287794272e-08,4.6286489086000415e-08
1889,2.0048437576747347e-08,3.3205225236088154e-08
1890,3.277193122430688e-08,4.3258950199742685e-08
1891,1.9122660788184476e-08,3.250852298464224e-08
1892,1.3163875989263829e-08,3.008885940403161e-08
1893,1.7243566574620672e-08,3.571881657116194e-08
1894,1.9534772022211655e-08,3.213784971478617e-08
1895,1.4444675011660024e-08,2.527818110387159e-08
1896,1.4152869876049579e-08,3.8920391243202346e-08
1897,2.2724182091593548e-08,1.9810826090704836e-08
1898,4.0174319315688933e-08,1.5843393486036916e-08
1899,3.8693050541382945e-08,2.819064981451902e-08
1900,1.557315876254961e-08,2.284063382873569e-08
1901,1.7883964531506535e-08,2.794369402536745e-08
1902,2.356936334990678e-08,3.5354043026458726e-08
1903,1.9980814780495848e-08,2.2680926026197312e-08
1904,1.5048950530172078e-08,2.5798200020688e-08
1905,3.4577086083231734e-08,1.909480928929952e-08
1906,2.2119994169678137e-08,4.0124637612493075e-08
1907,2.9314207949937554e-08,1.645709940545359e-08
1908,1.8172138682714944e-08,2.897719486583128e-08
1909,3.3005902677629706e-08,2.4204327431220918e-08
1910,2.7255168788542505e-08,2.778958352323002e-08
1911,1.9685383989553884e-08,3.032613093978398e-08
1912,4.48010239462171e-08,1.4065437425880845e-08
1913,4.2954218182345016e-08,2.2802856491921375e-08
1914,2.3438603280467873e-08,2.6117300322425763e-08
1915,4.005458986711119e-08,5.065727726183411e-08
1916,1.3184954017475548e-08,2.197492365851872e-08
1917,3.070598708632133e-08,3.3995917192441993e-08
1918,2.2972752589112133e-08,1.4932290071101306e-08
1919,2.2098835428252528e-08,8.287063479883727e-09
1920,1.514446346106979e-08,3.256059599721084e-08
1921,2.2718242898012164e-08,2.3475517640925148e-08
1922,2.4347187377316004e-08,3.246291679914748e-08
1923,2.5478274601198336e-08,1.8047112249064412e-08
1924,3.222906019839655e-08,3.093989942026809e-08
1925,2.5295809003011982e-08,3.0794897520891595e-08
1926,2.452150527076924e-08,1.3375366259005261e-08
1927,1.6723837648058293e-08,1.1149224654616319e-08
1928,3.085031030636287e-08,3.542072923856665e-08
1929,2.2280812084218837e-08,1.6710609784809094e-08
1930,1.995684684175103e-08,2.10072066408884e-08
1931,1.4826963656844327e-08,1.3686427990933225e-08
1932,1.8631212572728373e-08,1.205549005067752e-08
1933,1.0323596200123575e-08,2.6382522833046096e-08
1934,1.7972370258689807e-08,1.4377896206951846e-08
1935,2.752705263731059e-08,2.5133395809007197e-08
1936,2.667437204451062e-08,2.0612014761667297e-08
1937,1.76275650742852e-08,2.6441348666139675e-08
1938,1.685477846180561e-08,2.463390735840676e-08
1939,3.8235126176289214e-08,1.6823455517567254e-08
1940,2.7893612752905028e-08,2.5357829613881222e-08
1941,1.4757512545315876e-08,2.066051907334554e-08
1942,1.517105907566929e-08,4.247896612241675e-08
1943,3.193558839598154e-08,5.806470415592457e-09
1944,2.5705489292704442e-08,2.2492303131116387e-08
1945,5.446260242791823e-08,1.9606536838523425e-08
1946,2.5057986796639398e-08,1.80974355501462e-08
1947,2.26496545963073e-08,9.536696765621855e-09
1948,2.609253013652335e-08,2.0656587329526133e-08
1949,3.043272556180199e-08,1.570721330779179e-08
1950,2.6588404367089424e-08,1.3825969924496917e-08
1951,2.6653505291740487e-08,1.9190522504430874e-08
1952,2.741649041126948e-08,1.2653764702719172e-08
1953,1.7238123040108633e-08,2.4779803320384985e-08
1954,2.3454086006680086e-08,1.6613311615287785e-08
1955,1.970977647758332e-08,2.0648337706319353e-08
1956,3.0523996219500305e-08,1.0465369904011368e-08
1957,1.943708272111877e-08,1.236905244894615e-08
1958,2.4816731114540858e-08,7.445019267748876e-09
1959,1.8601795659378695e-08,9.300897829689347e-09
1960,2.4915000340630655e-08,2.283874933617369e-08
1961,3.265634829219266e-08,8.33779090214648e-09
1962,2.09284568564172e-08,6.976151933901775e-09
1963,2.909724061694874e-08,1.2285501282960354e-08
1964,1.8251904654320583e-08,1.642671398904838e-08
1965,1.586892572902343e-08,1.4227313105408257e-08
1966,1.0524241922382771e-08,1.661722381918196e-08
1967,2.317257785655613e-08,1.232583901611406e-08
1968,9.881114815257774e-09,1.7516521566562915e-08
1969,1.2262746373892242e-08,1.4079449550674639e-08
1970,1.8394900186402552e-08,5.9783426265003214e-09
1971,1.2332154297745035e-08,1.0276794526475896e-08
1972,1.641647029426707e-08,1.333838212103089e-08
1973,1.709093155888297e-08,1.3783009178425232e-08
1974,1.3501371631807757e-08,1.743927147135338e-08
1975,1.1422960355389478e-08,1.3707552426467373e-08
1976,9.141642887122714e-09,1.25697592334717e-08
1977,9.990529126202574e-09,1.057820764316375e-08
1978,1.0693064433908717e-08,1.1881182593320716e-08
1979,1.3459538927840242e-08,6.437170463335917e-09
1980,1.591842130332921e-08,1.6486937204351904e-08
1981,1.4548763971333756e-08,1.1385988818446435e-08
1982,1.551875572491923e-08,1.4898005717967067e-08
1983,1.326216381158929e-08,2.3998201648112172e-08
1984,1.681712458179163e-08,1.8556826519855463e-08
1985,1.5640450601317468e-08,1.8046674932215012e-08
1986,1.3187867742292525e-08,1.9182352650748413e-08
1987,1.4054878705316298e-08,1.5277042075823033e-08
1988,8.994830658082265e-09,1.0793796967334401e-08
1989,8.780995708335126e-09,1.591555476299078e-08
1990,1.4166492978695544e-08,1.3076762117592011e-08
1991,8.20605094986604e-09,1.2309077312977479e-08
1992,1.487684975209902e-08,1.4876849196987507e-08
1993,6.647049133334804e-09,1.1632335650268999e-08
1994,1.1604838756618108e-08,1.5824779264761446e-08
1995,1.3556126665648094e-08,1.3556126887692699e-08
1996,5.3380921904988554e-09,1.3879039917341629e-08
1997,9.58978896292706e-09,1.8220598585472203e-08
1998,1.0966696883940585e-08,1.1443510028463777e-08
1999,1.0968482844209149e-08,1.1882523187622951e-08
2000,1.192868515076384e-08,7.510653432518666e-09
2001,7.448060113102173e-09,8.324302136486494e-09
2002,1.3143664823189738e-08,9.200564976552528e-09
2003,7.500461141063397e-09,1.3334153337041244e-08
2004,9.250061522303454e-09,1.409533237350935e-08
2005,1.3961624190095279e-08,4.954124332989807e-09
2006,6.588623757686207e-09,1.4412614879333319e-08
2007,1.3581230029480196e-08,7.589511241690161e-09
2008,6.811903568992861e-09,1.064359922420266e-08
2009,6.198650037703146e-09,1.3350939243039761e-08
2010,2.1257068327784623e-08,7.085689368580006e-09
2011,1.7590270517953144e-08,1.4148696381166559e-08
2012,2.0765941743938754e-08,1.361701096325163e-08
2013,1.7571487820333687e-08,1.1993237514218436e-08
2014,2.1221363555312678e-08,2.013864097705209e-08
2015,2.3052384001687187e-08,1.4851054969122757e-08
2016,2.754882189037744e-08,2.050626690675017e-08
2017,1.5596790081673362e-08,8.049956257139002e-09
2018,2.2975053859397576e-08,1.1874746741469266e-08
2019,2.0918100140931983e-08,8.418259589415555e-09
