year,trois_DET iles_NOUN,trois_DET piles_NOUN
2009,2.384096253749135e-09,1.6688674220333155e-08
2010,1.4171379625338432e-09,3.542844684290003e-08
2011,0.0,2.141424276791426e-08
2012,0.0,2.34893430262062e-08
2013,5.578250084070646e-10,3.179602448000196e-08
2014,0.0,2.945005439514148e-08
2015,0.0,3.147536986602972e-08
2016,2.0713400439298368e-10,3.107010093650331e-08
2017,2.515611330355938e-10,2.51561141917378e-08
2018,5.162933414126769e-10,3.12357468779112e-08
2019,0.0,3.5458728842030496e-08
