year,aux_ADP yeux_NOUN,aux_ADP pieux_ADJ
1878,2.6181865450780606e-05,6.2202616391005e-08
1879,2.7359391879144823e-05,5.0096468973137576e-08
1880,2.5916546860571543e-05,3.979064655545983e-08
1881,2.607787621400348e-05,2.649552932609822e-08
1882,2.627812250466377e-05,6.455723422504889e-08
1883,2.46334145685978e-05,2.7173156724735748e-08
1884,2.525479249015916e-05,4.093052297093891e-08
1885,2.283366404753906e-05,8.508239274229723e-08
1886,2.4327623350473004e-05,6.77613698485402e-08
1887,2.3269739472198125e-05,6.071899605331055e-08
1888,2.353192382997804e-05,6.02358412038484e-08
1889,2.4507335410817177e-05,5.889228571476224e-08
1890,2.3258240844370448e-05,5.4401406324178225e-08
1891,2.3143518092183513e-05,5.035633665606554e-08
1892,2.3080663027030823e-05,3.8864776286118285e-08
1893,2.2561358377970464e-05,3.633465806007763e-08
1894,2.260362168726715e-05,3.465846476480294e-08
1895,2.34569481563085e-05,3.370423939941247e-08
1896,2.343597202525416e-05,5.071444775239797e-08
1897,2.288674795636325e-05,5.360576338375722e-08
1898,2.338428316761565e-05,3.055511754723739e-08
1899,2.360607686568983e-05,3.537650172802387e-08
1900,2.36997528872962e-05,3.2703635355346705e-08
1901,2.342296306778735e-05,3.63268030101338e-08
1902,1.994950139305729e-05,2.3078333910575566e-08
1903,2.2685244971398788e-05,3.94216073118514e-08
1904,2.2075198558013653e-05,4.622177574020725e-08
1905,2.244930112738075e-05,3.148063143498803e-08
1906,2.2909625499778485e-05,2.1091156987562698e-08
1907,2.208645469181647e-05,3.188563013623025e-08
1908,2.2727452346771315e-05,2.8977195531965094e-08
1909,2.303976884832082e-05,3.025541062129378e-08
1910,2.28467791885123e-05,2.992724401629232e-08
1911,2.2669582676826394e-05,2.3941684190731394e-08
1912,2.3243916643878038e-05,2.4484279492753558e-08
1913,2.2886112105879874e-05,2.3863453435524207e-08
1914,2.260017117805546e-05,2.0090231700464756e-08
1915,2.2438816813519225e-05,3.0629980107832466e-08
1916,2.4620704948574712e-05,7.69122365795738e-09
1917,2.5796319619075803e-05,1.5352993543160665e-08
1918,2.5110367914749077e-05,2.6418664589300533e-08
1919,2.4684399136276625e-05,1.3811772170413406e-08
1920,2.419858083158033e-05,1.514446346106979e-08
1921,2.313171489731758e-05,1.3630945261411398e-08
1922,2.4495483671671536e-05,1.4018077143518326e-08
1923,2.5159797814922058e-05,1.6985516548828627e-08
1924,2.492208807325369e-05,1.933743642990038e-08
1925,2.5588360585970804e-05,3.2994532217500705e-08
1926,2.4676436396475765e-05,2.7865345586519652e-08
1927,2.7008997903976706e-05,2.564321655018631e-08
1928,2.3616484327249054e-05,3.085031252680892e-08
1929,2.4935570650086447e-05,1.893869061575515e-08
1930,2.3326403606915846e-05,1.2604324695075775e-08
1931,2.3000042347121052e-05,2.6232321204133768e-08
1932,2.3626568577128637e-05,1.753525857850491e-08
1933,2.313632637651608e-05,1.261772819560747e-08
1934,2.2342052034218796e-05,1.1981580172459871e-08
1935,2.227656659670174e-05,2.752705441366743e-08
1936,2.25265067683722e-05,2.424942913137329e-09
1937,2.2687935143039795e-05,1.888667711114067e-08
1938,2.2296279780675832e-05,1.6854778905894818e-08
1939,2.2603077127314464e-05,1.8352860564618823e-08
1940,2.1412150204014324e-05,1.5214697057785997e-08
1941,2.17702823874788e-05,2.3612020783048138e-08
1942,2.383373407610634e-05,3.034211704111556e-08
1943,2.554556567702093e-05,8.709705845433291e-09
1944,2.6084646037816128e-05,3.2131861615880553e-09
1945,2.9313950903997466e-05,8.714016175304096e-09
1946,2.7179563858226174e-05,9.744772988540262e-09
1947,2.92228234002323e-05,8.344609447874518e-09
1948,2.5893574957081e-05,1.3046265401328583e-08
1949,2.426960861612315e-05,9.817008428392171e-09
1950,2.5678016754682176e-05,1.1698897184331258e-08
1951,2.5348548319925612e-05,1.5992101864981123e-08
1952,2.4660077883709164e-05,1.4762725264461096e-08
1953,2.509439889308851e-05,1.8315507332999914e-08
1954,2.5673429036032758e-05,8.795282724349818e-09
1955,2.4343450490960095e-05,7.508486277174597e-09
1956,2.5293054022768047e-05,1.5698054411927842e-08
1957,2.3808659875612648e-05,1.1485549067380418e-08
1958,2.4038311721596983e-05,1.0753916868111446e-08
1959,2.3967637503119477e-05,1.007597205671118e-08
1960,2.4468606511618418e-05,8.305000243069571e-09
1961,2.5465003091085237e-05,1.459113452284555e-08
1962,2.6243650268042984e-05,1.3952304200870458e-08
1963,2.5953443810067256e-05,9.05247421467692e-09
1964,2.541091043894994e-05,1.034274621503073e-08
1965,2.6164575388065714e-05,1.2585699593614663e-08
1966,2.6143879495066358e-05,1.2185964237687585e-08
1967,2.7533952106750803e-05,6.409436092980059e-09
1968,2.820429517669254e-05,1.2126823101255013e-08
1969,2.528668983359239e-05,1.2716921737876419e-08
1970,2.5275052394135855e-05,6.438214850135182e-09
1971,2.5303010147581517e-05,1.0790635052160269e-08
1972,2.4767323679952824e-05,1.128632298730281e-08
1973,2.397196055881068e-05,1.4885650045926013e-08
1974,2.2268262796387717e-05,1.012602890426706e-08
1975,2.247010502287594e-05,1.3136404852787109e-08
1976,2.3097503913049877e-05,1.428381679602353e-08
1977,2.3405458136949164e-05,7.639816779203557e-09
1978,2.5308701992798888e-05,1.0099005187669263e-08
1979,2.5209715886376216e-05,7.022368020415115e-09
1980,2.4442169205940445e-05,7.95921106799824e-09
1981,2.5263611632908578e-05,5.060439622894819e-09
1982,2.6062198458021157e-05,5.586751949948621e-09
1983,2.521074156902614e-05,3.78918940668882e-09
1984,2.5814865466600168e-05,5.219107812592938e-09
1985,2.6186926788795972e-05,3.609334831011779e-09
1986,2.6982378813045216e-05,1.079007377891017e-08
1987,2.6681660074245883e-05,4.277571630240118e-09
1988,2.650416899996344e-05,4.197587610832443e-09
1989,2.6783134217112092e-05,2.7440609784434855e-09
1990,2.6650441441233852e-05,7.083246433836621e-09
1991,2.708290071495867e-05,5.2753188484189195e-09
1992,2.7523273956830963e-05,4.4079553340736766e-09
1993,2.807602686516475e-05,7.754890063438324e-09
1994,2.7429619194663246e-05,6.857404422078162e-09
1995,2.830573589562846e-05,8.675921314704738e-09
1996,2.8444558438422973e-05,6.939519625603907e-09
1997,2.932077973127889e-05,8.151320507465698e-09
1998,2.9665870215467294e-05,1.0489884516573511e-08
1999,2.8829285156461992e-05,7.312321859131998e-09
2000,3.0417263815252227e-05,1.1045078740501424e-08
2001,2.990352368215099e-05,7.448060113102173e-09
2002,3.063656754420663e-05,5.257465574004527e-09
2003,3.1162332561507355e-05,0.0
2004,3.165811517646944e-05,6.6071867144135155e-09
2005,3.170999934809515e-05,5.854874363109275e-09
2006,3.1874115620667e-05,2.4707338397433887e-09
2007,3.251626048950129e-05,1.078509459517818e-08
2008,3.320419637020677e-05,6.811903485726134e-09
2009,3.30020902765682e-05,5.721831008997924e-09
2010,3.5001417018065695e-05,5.196172381261022e-09
2011,3.2876600926101673e-05,3.4415748029203996e-09
2012,3.491844086056517e-05,3.744677901096338e-09
2013,3.7968918377373484e-05,3.6258624991347688e-09
2014,4.0067881855065934e-05,4.330890313042346e-09
2015,3.892239942615561e-05,5.763096222466402e-09
2016,3.904662344211829e-05,1.1392370602436586e-08
2017,3.886644662998151e-05,4.528100561174142e-09
2018,3.941280010621995e-05,5.162933192082164e-09
2019,3.916148966709443e-05,3.06118530524202e-09
