year,ces_DET heures_NOUN,ces_DET peurs_NOUN
1959,1.1137824680318431e-06,4.8829711829512235e-08
1960,1.1578553991142826e-06,6.297958465850684e-08
1961,1.288883572314603e-06,4.655266661046653e-08
1962,1.1459915487677108e-06,5.010145542883038e-08
1963,1.3139020360597442e-06,4.978860834725651e-08
1964,1.2259195738550943e-06,4.380457041541774e-08
1965,1.1491291314058572e-06,3.064344267222907e-08
1966,1.0479929848372649e-06,5.926810153766837e-08
1967,1.1596149835924052e-06,4.1907854075873274e-08
1968,1.3254167781084902e-06,4.581244006374163e-08
1969,1.1209057735328543e-06,4.2692524515608454e-08
1970,1.0508086631944025e-06,4.460763269875656e-08
1971,1.2193417422423636e-06,5.600853203446832e-08
1972,1.162491233053231e-06,3.9502129567381417e-08
1973,1.0403415382498338e-06,2.811734001184618e-08
1974,1.0249791462246804e-06,4.331690073300365e-08
1975,8.984158537117537e-07,6.682431852311765e-08
1976,1.0050093769420343e-06,4.456550994902386e-08
1977,8.815172822806971e-07,3.8199080787393314e-08
1978,8.999995975145225e-07,5.108908385231814e-08
1979,8.309802184136572e-07,8.017203612098456e-08
1980,9.329332386620592e-07,7.276992874949428e-08
1981,8.805164908309848e-07,5.3767169827523276e-08
1982,8.349090627746136e-07,8.069752821526777e-08
1983,1.0319226628752176e-06,8.083604541297973e-08
1984,9.643751179844173e-07,7.248760880429472e-08
1985,8.776698994239496e-07,7.15851387056432e-08
1986,9.489270205165212e-07,6.354154447052451e-08
1987,9.447322879552189e-07,5.866384267250169e-08
1988,1.035604859644934e-06,6.536243812860221e-08
1989,9.198092989493034e-07,7.902896115297153e-08
1990,9.611420201949272e-07,8.88130120557662e-08
1991,8.856674105217621e-07,1.2016003925197083e-07
1992,9.669951968049872e-07,1.2397374504757863e-07
1993,9.898563932964066e-07,1.4734291653439868e-07
1994,1.0660626710290444e-06,1.4928042091355564e-07
1995,9.033803305413812e-07,1.2525861237122626e-07
1996,9.320309057869736e-07,1.0943088568637904e-07
1997,9.556224433993066e-07,1.5343661807776243e-07
1998,9.445663766705081e-07,1.6259320645417574e-07
1999,9.45117571760079e-07,1.5721492019338257e-07
2000,9.352972600851217e-07,1.378425800169225e-07
2001,9.331980797000483e-07,1.4896119715501754e-07
2002,8.876354526954344e-07,1.656101744629268e-07
2003,9.875607522857877e-07,1.9959560759730266e-07
2004,9.342562181657854e-07,2.1759668200616034e-07
2005,9.210167895012944e-07,2.0401986233764546e-07
2006,1.0241192098803253e-06,2.0342376672033424e-07
2007,9.698596445950614e-07,2.2688643852575296e-07
2008,1.084369912751626e-06,2.2990174386450235e-07
2009,1.1581939896032623e-06,2.5414466264805924e-07
2010,1.2655041992104543e-06,2.763418791573713e-07
2011,1.3628636437168495e-06,3.3039117042221733e-07
2012,1.5101265361527894e-06,3.377018629180384e-07
2013,1.654787880056574e-06,3.436202042905734e-07
2014,1.948467519552466e-06,3.57298443276477e-07
2015,1.825349870920867e-06,3.1874353467742367e-07
2016,1.8229863938401536e-06,3.3887122796727454e-07
2017,1.605211553012964e-06,4.2161645197325015e-07
2018,1.916480867336645e-06,4.0942061829696286e-07
2019,1.8451294394594697e-06,4.285659365166339e-07
