year,enfants_NOUN heureux_ADJ,enfants_NOUN peureux_ADJ
1850,1.6972490080036096e-08,4.073397619208663e-09
1851,2.386292252687383e-08,0.0
1852,2.2786909026351054e-08,2.6042181744401205e-09
1853,1.4929829594834132e-08,1.1943863675867306e-09
1854,1.0391328686409906e-08,2.0782657816909023e-09
1855,2.9718847827098216e-08,2.653468555990912e-09
1856,2.0708757375587084e-08,0.0
1857,2.0990489346672803e-08,4.881509085841174e-10
1858,2.300027723833864e-08,1.468102750479261e-09
1859,2.3933214521321133e-08,0.0
1860,4.7144993686742964e-08,3.661747127736703e-09
1861,2.735258980424149e-08,3.3011746669586728e-09
1862,3.162590545002786e-08,9.035972525772706e-10
1863,5.7438139855481296e-08,1.9978483312144135e-09
1864,3.931676884061375e-08,4.794728170054441e-09
1865,2.2122168985561075e-08,4.706844358715045e-10
1866,2.8220554781910323e-08,1.4596839292835284e-09
1867,3.591080321996287e-08,2.426405742994575e-09
1868,2.766329387782207e-08,1.4819622196071691e-09
1869,3.41846337903462e-08,2.9301114867763545e-09
1870,3.268407855472333e-08,2.2936195165357276e-09
1871,2.2304472935275044e-08,5.3105884134652115e-09
1872,1.2699412965666568e-08,1.8142017887967654e-09
1873,3.052862229679931e-08,1.7958012854535355e-09
1874,1.9118749250424116e-08,1.1949218281515073e-09
1875,1.8881039565155078e-08,5.721527140956084e-10
1876,2.539326260375674e-08,3.627608879952504e-09
1877,3.896434142003358e-08,4.9478527941460015e-09
1878,1.0870359723469392e-08,1.8117265465633636e-09
1879,2.3826368433788048e-08,1.221865053580018e-09
1880,2.0537108014195837e-08,3.8507077526617195e-09
1881,6.27525713614574e-08,4.183504653809678e-09
1882,2.2628309448435857e-08,3.9932310791357395e-09
1883,1.1374810426900694e-08,3.791603475633565e-09
1884,3.630933420595284e-08,5.941527270181268e-09
1885,2.5137978920675152e-08,1.160214413431504e-08
1886,2.3877816390793782e-08,0.0
1887,2.6115698048556624e-08,1.3057849246322917e-09
1888,1.77537216039525e-08,1.9021844099853524e-09
1889,2.5687061366852504e-08,6.265136742733546e-10
1890,1.2453334363726754e-08,3.2771931834929546e-09
1891,1.529812720946211e-08,2.5496880162734215e-09
1892,3.0715710863660206e-08,3.1342561879199593e-09
1893,2.2170299374124625e-08,8.005941687372342e-09
1894,1.7014155417882648e-08,1.8904617871129403e-09
1895,2.2268872967856623e-08,2.4074457982692365e-09
1896,2.240870955461105e-08,6.958494225273171e-08
1897,1.165342689013471e-08,5.826713334045053e-09
1898,1.4145887128336199e-08,9.05336783318944e-09
1899,1.2713430308508578e-08,7.738609753005221e-09
1900,2.076421168339948e-08,1.5573159428683425e-09
1901,1.956058603980182e-08,2.235495566438317e-09
1902,1.3748794991386148e-08,0.0
1903,2.3760968970165663e-08,1.0800440541913758e-09
1904,1.5586412160928376e-08,3.2247751136083025e-09
1905,1.1353670004154992e-08,7.2250627702885595e-09
1906,2.1091157265118454e-08,1.0288369045596824e-09
1907,2.3142794958186386e-08,8.228549397415463e-09
1908,2.5539223846848813e-08,4.911389073214423e-10
1909,2.6404721686912325e-08,9.901770070541716e-09
1910,3.580580976159098e-08,1.5498036631811374e-08
1911,1.755723388896513e-08,4.788336838146279e-09
1912,1.9795801164956828e-08,1.0418842455450772e-09
1913,4.560571259526469e-08,5.30298971401777e-10
1914,3.549274146807946e-08,6.696743715117748e-10
1915,1.5314990164938536e-08,7.068456930880984e-09
1916,1.5382446649780945e-08,5.493730803607377e-09
1917,2.4126133979507358e-08,4.386569774084137e-09
1918,3.331049214239101e-08,1.1486376294556067e-09
1919,4.603924352863942e-08,1.012863304339362e-08
1920,2.1202249733676126e-08,3.786115865267448e-09
1921,2.9533714140939082e-08,4.543648568500203e-09
1922,2.1396012961361066e-08,9.591316185719734e-09
1923,1.9108707505210987e-08,6.369568872344189e-09
1924,4.383152329978657e-08,1.933743654092268e-08
1925,3.519416935660047e-08,3.299453377181294e-09
1926,3.1209188566805324e-08,7.802296586589819e-09
1927,2.6758139703986217e-08,1.5608915049369898e-08
1928,2.856510217252861e-08,1.1426041446327417e-08
1929,2.0052731031228177e-08,1.0026365515614089e-08
1930,3.046045071730674e-08,9.453243521306831e-09
1931,2.2810713318222042e-08,5.7026783295555106e-09
1932,1.8631212128639163e-08,1.0959536389520963e-08
1933,2.1794258842078307e-08,0.0
1934,3.354842448288764e-08,2.3963160344919743e-09
1935,2.8723882827819125e-08,7.180970484910176e-09
1936,2.5461900587941955e-08,6.0623572828433225e-09
1937,8.813782592653752e-09,5.0364472592434595e-09
1938,2.3337385357535823e-08,0.0
1939,3.5176316970364496e-08,3.058810094103137e-09
1940,7.607348528892999e-09,2.5357829169792012e-09
1941,5.017554371988808e-08,1.7709016475464523e-08
1942,2.1239483061208375e-08,3.034211770724937e-09
1943,2.6129116648121453e-08,8.709705845433291e-09
1944,2.2492303131116387e-08,0.0
1945,2.832055301382752e-08,4.357008087652048e-09
1946,3.062643116891195e-08,1.3921104269343232e-09
1947,3.695470018882929e-08,2.3841741914054637e-09
1948,2.9354097819123126e-08,2.174377566888097e-09
1949,2.3560819073509265e-08,1.9634016634739737e-09
1950,3.2969619256917326e-08,1.0635361480382244e-09
1951,1.4925962688039363e-08,0.0
1952,3.057993092081546e-08,0.0
1953,3.2321481602259894e-08,4.3095309543161875e-09
1954,3.615838295445428e-08,1.9545072227344917e-09
1955,2.815682265122632e-08,1.8771215692936494e-09
1956,4.4477822092048314e-08,8.72114158667614e-10
1957,3.0039127463243886e-08,1.7670075402875796e-09
1958,3.1434524316864554e-08,1.6544486891589827e-09
1959,1.4726420971555854e-08,2.325224457422337e-09
1960,4.775375167520579e-08,8.997083078554624e-09
1961,3.0571901621367914e-08,4.16889545107324e-09
1962,4.5662084613429244e-08,6.341956293454132e-09
1963,3.620989907915373e-08,4.526237162849611e-09
1964,3.832900219435942e-08,1.8251904432275978e-09
1965,2.4624195404943094e-08,5.47204326295514e-09
1966,3.5450078428311826e-08,1.1078149508847446e-09
1967,3.500538170442269e-08,1.9721342336964653e-09
1968,2.784677910483424e-08,3.5931326802796093e-09
1969,3.133812853661766e-08,8.629339909305145e-09
1970,3.357069289222636e-08,2.2993624781975086e-09
1971,4.3162540208641076e-08,5.138397263237948e-09
1972,4.360624855648254e-08,5.130146862875051e-10
1973,5.788864143596584e-08,2.205281512956958e-09
1974,3.600365788836157e-08,1.6876715580593782e-09
1975,3.255543568059238e-08,2.2845920710778955e-09
1976,3.028169176522155e-08,1.142705374768127e-09
1977,3.173462204131283e-08,3.526069214387917e-09
1978,4.158414057542359e-08,7.128709622605811e-09
1979,5.14973663712226e-08,1.1703946700691858e-09
1980,3.695347783327918e-08,3.97960553399912e-09
1981,7.021360204362281e-08,6.325549528618524e-10
1982,4.159026634198426e-08,1.2415004579935385e-09
1983,4.357568061941208e-08,1.89459470334441e-09
1984,3.2474446243213606e-08,5.799008384599347e-09
1985,3.368712597762169e-08,4.210890747202711e-09
1986,3.1770774455708306e-08,6.593933843390687e-09
1987,4.21646362269712e-08,1.8332451112712533e-09
1988,3.1781734521896254e-08,2.398621523624911e-09
1989,3.128229764115531e-08,5.488122178931576e-10
1990,3.8140555602694803e-08,1.089730194969718e-09
1991,3.165191186926819e-08,5.2753188484189195e-09
1992,2.8100715143697386e-08,5.509944056569793e-09
1993,4.3759739498661077e-08,1.1078414852150331e-09
1994,3.006708126918056e-08,2.637463358823311e-09
1995,2.9281235214284607e-08,5.422450821690461e-10
1996,2.7758080056727863e-08,1.6014276571496566e-09
1997,3.787966562640577e-08,9.58978896292706e-10
1998,4.482041404685333e-08,4.768129224785866e-10
1999,3.473352708227573e-08,2.285100553223174e-09
2000,5.0807363760618784e-08,1.3254094488601709e-09
2001,3.811654333829573e-08,8.762423564512289e-10
2002,3.724038322161505e-08,3.066854992184176e-09
2003,3.75023063714508e-08,8.333845835650777e-10
2004,4.845270495934528e-08,0.0
2005,4.0533746248350155e-08,2.702249757291497e-09
2006,3.706101026068609e-08,1.2353669198716943e-09
2007,4.9132098223214626e-08,3.1955835755326234e-09
2008,4.001993403335291e-08,2.554463751636149e-09
2009,4.529782771101054e-08,2.384096253749135e-09
2010,8.73901728759563e-08,2.8342759250676863e-09
2011,6.95962896202218e-08,3.4415748029203996e-09
2012,7.795738665716812e-08,3.4042526575461807e-09
2013,8.478939861333856e-08,3.904775169871755e-09
2014,9.809466564036917e-08,3.2481677347817595e-09
2015,8.82197040974475e-08,6.64972610309178e-09
2016,8.968902448502902e-08,6.8354220061905835e-09
2017,8.678858934296763e-08,1.0062445321423752e-09
2018,9.551426610743263e-08,3.3559066636712487e-09
2019,1.1938622834772872e-07,3.826481798085979e-09
