year,aux_ADP airs_NOUN,aux_ADP paires_NOUN
1864,1.2466292620416652e-07,2.8768367688059016e-09
1865,1.0355057483701913e-07,6.589582213223366e-09
1866,1.2942529759030208e-07,2.3354942868536455e-08
1867,1.1889387963037734e-07,1.2132028714972876e-08
1868,9.682153423451467e-08,9.385760613156435e-09
1869,1.1573940161824225e-07,3.906815315701806e-09
1870,1.0665330840708975e-07,5.160643912205387e-09
1871,4.99195342840153e-08,3.717412155879174e-08
1872,1.1066630678513434e-07,3.930770375859538e-08
1873,1.4725570851581438e-07,2.6937019725892242e-08
1874,1.0216581447508588e-07,2.0313670745508716e-08
1875,1.0127102711976477e-07,2.9179789251543298e-08
1876,8.283040520140617e-08,6.227395488167531e-08
1877,1.0576035047726862e-07,2.9068635498674666e-08
1878,1.600358487952036e-07,4.9520526346213956e-08
1879,1.4601287046112077e-07,4.215434401544371e-08
1880,8.214843538745242e-08,1.4119262203848848e-08
1881,1.1295462259974798e-07,6.623881887435346e-08
1882,1.2844893282348835e-07,4.2594464844114555e-08
1883,1.0742876366265364e-07,4.107570217293244e-08
1884,1.558000528589787e-07,3.4328823339535575e-08
1885,1.0055191379532147e-07,2.320428826863008e-08
1886,1.5423778870760074e-07,1.2261581083805595e-08
1887,1.3514874475095695e-07,3.7214872072866e-08
1888,1.0842450848258522e-07,1.5851536971922542e-08
1889,1.2029062695928516e-07,2.1301465480405568e-08
1890,8.455158556630593e-08,1.7041404731799048e-08
1891,7.394095424828606e-08,3.569563133964948e-08
1892,8.650546878818943e-08,5.328235630486233e-08
1893,1.1146733691624888e-07,3.079208354961338e-08
1894,1.102769380256774e-07,6.301539290376468e-09
1895,1.3361324713301315e-07,2.4074457982692365e-08
1896,1.0614652418139414e-07,1.7691087705884456e-08
1897,7.982597916011969e-08,6.992056000854063e-08
1898,1.0637707481553349e-07,1.0185038590293516e-08
1899,1.0668226124721514e-07,1.6029977345510815e-08
1900,1.1835600921550338e-07,2.0245106924221545e-08
1901,8.327221268089602e-08,8.38310842965484e-09
1902,7.660042644630494e-08,6.08875169172407e-08
1903,1.1880484729331897e-07,1.1880484152015924e-08
1904,7.524475620357407e-08,1.0749250378694342e-08
1905,8.463644651790503e-08,8.773290538499623e-09
1906,1.116288048663705e-07,1.2346042410626978e-08
1907,1.1777111208477464e-07,7.199980611716228e-09
1908,1.502885083048966e-07,1.5716445034286153e-08
1909,1.4907666123775698e-07,7.151278680339601e-09
1910,1.1436482716398189e-07,9.619471441624228e-09
1911,1.500345536697978e-07,1.8089272302290738e-08
1912,1.2346328115420135e-07,1.5628263128064646e-08
1913,1.6386237833287964e-07,2.598464909908671e-08
1914,1.325955188424821e-07,9.37544086809794e-09
1915,5.890380805340101e-08,7.068456930880984e-09
1916,1.0108465020586266e-07,4.394984820521586e-09
1917,1.5681987053373092e-07,2.0836205649743533e-08
1918,1.1486376561009592e-07,2.067547733020092e-08
1919,1.1049418369157848e-07,6.445494027396137e-09
1920,1.0979736009275598e-07,2.7260034229925623e-08
1921,1.4009583387819546e-07,1.5145495135815423e-08
1922,1.7190590284599239e-07,3.09873291470808e-08
1923,1.910870719434854e-07,3.078624999375279e-08
1924,1.4825367922188804e-07,1.6759112098085893e-08
1925,2.0236647046978362e-07,4.179307566687385e-08
1926,1.0700293096022051e-07,3.1209186346359274e-08
1927,1.4939961312521177e-07,2.3413372574054847e-08
1928,1.5996458113676226e-07,6.85562484559199e-09
1929,1.1697426360868235e-07,2.0052731031228177e-08
1930,1.6385622059189586e-07,4.201441416995522e-09
1931,1.4370748857572835e-07,1.1405356659111021e-08
1932,9.534796863164274e-08,1.3151444377967891e-08
1933,8.144170404733586e-08,1.261772819560747e-08
1934,1.3778817731235904e-07,1.4377896206951846e-08
1935,9.095895769917206e-08,3.231436807027421e-08
1936,1.6125869706229423e-07,4.122403041151301e-08
1937,1.170974018860349e-07,3.399602022113868e-08
1938,1.1150084711086805e-07,6.223302762009553e-08
1939,9.635251796424882e-08,1.5294050470515685e-08
1940,1.0143131645712344e-07,2.5357829169792012e-09
1941,1.9184767552360427e-07,5.017554371988808e-08
1942,1.5474480608013153e-07,2.7307905936524435e-08
1943,8.419382258040287e-08,2.9032351633873077e-08
1944,1.2210107591670294e-07,9.639558484764166e-09
1945,1.219962295628818e-07,4.574858536443571e-08
1946,1.1972149405181653e-07,1.9489545977080525e-08
1947,1.0728783705893363e-07,1.4305045148432782e-08
1948,1.06544502331829e-07,2.609253058061256e-08
1949,1.0995049448681016e-07,3.141442661558358e-08
1950,1.2230665924484185e-07,1.4889505628445932e-08
1951,1.3113524643948438e-07,1.5992101864981123e-08
1952,8.96308345321728e-08,3.690681271706353e-08
1953,1.0342874157132087e-07,3.878577814475648e-08
1954,1.2508846047865063e-07,5.0817188679275205e-08
1955,1.2764426982059263e-07,5.162084448784299e-08
1956,1.552363162460324e-07,2.0930739808022736e-08
1957,9.718541371661615e-08,3.268964121616591e-08
1958,8.603133344609049e-08,1.9853384713997002e-08
1959,8.525822625671253e-08,3.8753739772801055e-08
1960,1.0727291965828556e-07,2.906750040665429e-08
1961,1.0908610048598888e-07,5.975417138870398e-08
1962,1.1098423446931349e-07,3.99543260698465e-08
1963,1.1832877122586183e-07,2.0691370394843034e-08
1964,8.517555871723204e-08,2.9203047091641565e-08
1965,1.1491290985432556e-07,3.775710055720083e-08
1966,1.2739872157219168e-07,4.043524626240469e-08
1967,1.1980715464154912e-07,3.451235031093347e-08
1968,1.6797895230347137e-07,5.6591840547071115e-08
1969,8.720174657361746e-08,4.2692524127030396e-08
1970,1.0439106001847165e-07,3.816941784862138e-08
1971,1.346260187773396e-07,2.6719666479380066e-08
1972,1.3697492673436784e-07,4.8223380122447423e-08
1973,9.31731425346527e-08,4.245167023464447e-08
1974,6.075617275946854e-08,6.019361364906217e-08
1975,8.224531455880424e-08,3.8838066984681063e-08
1976,9.998671690603089e-08,4.228009758966422e-08
1977,9.344082807505316e-08,1.7630345183761165e-08
1978,9.504946363314559e-08,3.9801960838303785e-08
1979,9.772795150908564e-08,3.043026097770962e-08
1980,9.835310998962399e-08,2.9562784220615868e-08
1981,9.867857464485041e-08,2.7199863694704618e-08
1982,9.497478570263951e-08,3.7245012407538525e-08
1983,7.767838539063376e-08,3.726036368334462e-08
1984,1.3627670258919977e-07,3.76935567203418e-08
1985,9.083492735761922e-08,2.8874678648094232e-08
1986,1.1689246526280783e-07,2.3977941410180392e-08
1987,1.1549443801328607e-07,2.4443266966045485e-08
1988,8.215278701761974e-08,1.679035044332977e-08
1989,1.1909225272610513e-07,3.786804469996241e-08
1990,1.0951788154134334e-07,2.1249737969242233e-08
1991,1.2250461961516024e-07,2.3445860364290638e-08
1992,1.1405584365853372e-07,2.3692759754112558e-08
1993,1.3903410955862228e-07,3.711268803385792e-08
1994,1.0497104285800418e-07,1.793475057354499e-08
1995,1.3664575782001975e-07,2.8738989854559804e-08
1996,1.1797184074069378e-07,1.5480466686312866e-08
1997,1.2179031649850458e-07,2.4453962410575514e-08
1998,1.2397135984443253e-07,2.8131962537258914e-08
1999,1.2385245440338366e-07,1.0968483010742602e-08
2000,1.3784258490190382e-07,1.899753598877396e-08
2001,1.2355017253717904e-07,2.190605918883648e-08
2002,1.58162092089853e-07,1.7086764003693133e-08
2003,1.7001045560238737e-07,3.2918691772465536e-08
2004,1.5064385938678981e-07,2.2904915297772277e-08
2005,1.5582973145189527e-07,2.8823997411109303e-08
2006,1.7583389411157668e-07,2.2648395159308166e-08
2007,1.9652838578743115e-07,1.917350189728495e-08
2008,2.494859703272567e-07,1.5326783397995314e-08
2009,2.3364142820447853e-07,2.2410505451375684e-08
2010,2.5225053845723266e-07,1.2281861749841028e-08
2011,3.6518933521634267e-07,2.7532598423363197e-08
2012,3.5744652374103403e-07,1.6680838044180746e-08
2013,3.2521199094803777e-07,1.0319762822064149e-08
2014,3.5123521820168424e-07,1.1043770342666903e-08
2015,3.5598200205655406e-07,1.3964424644408169e-08
2016,3.657986657190637e-07,1.2635174684305639e-08
2017,3.569652507473542e-07,1.1571811953103861e-08
2018,4.2852346959776355e-07,1.1874746519424662e-08
2019,5.130036373479641e-07,1.6836519733942623e-08
