year,plusieurs_DET arts_NOUN,plusieurs_DET parts_NOUN
1875,5.549881265665135e-08,6.465325697035951e-08
1876,9.613163598487517e-08,5.1995726835230016e-08
1877,3.154256233983688e-08,4.4530676035492434e-08
1878,6.884561010167545e-08,7.005343150012777e-08
1879,5.864952212775165e-08,5.9260454321474754e-08
1880,6.546203334956147e-08,3.914886193001621e-08
1881,2.3009274485730202e-08,4.811030152040985e-08
1882,2.7952617998039386e-08,4.19289278852375e-08
1883,5.308244865886991e-08,4.549924170760278e-08
1884,6.60169714450376e-08,7.063815843366683e-08
1885,1.933690718658454e-08,4.963139588198828e-08
1886,4.1947515683204983e-08,6.905206362262106e-08
1887,2.285123557044244e-08,6.659502815864471e-08
1888,3.297119732792453e-08,3.804368731152863e-08
1889,4.197641673142627e-08,5.200063668553412e-08
1890,1.7696843102044113e-08,6.751017878059429e-08
1891,2.932141229816665e-08,6.055508805502541e-08
1892,2.1312942521944933e-08,6.080456671497814e-08
1893,3.1407925149551374e-08,5.173069794750518e-08
1894,1.7014155417882648e-08,3.843938856107343e-08
1895,9.629783193076946e-09,5.5973114143625935e-08
1896,1.6511680689390573e-08,4.599682768002822e-08
1897,2.7385553380554484e-08,4.7196380137393135e-08
1898,2.8857610523402855e-08,4.866185321361627e-08
1899,3.592925956752424e-08,4.9748205555033564e-08
1900,3.9452002220663474e-08,5.710158390570541e-08
1901,2.6267072517072165e-08,5.197527030986748e-08
1902,2.160524809058373e-08,4.1246384085980026e-08
1903,2.214090244478939e-08,4.968202560462487e-08
1904,2.2573424907079698e-08,7.309490257512152e-08
1905,1.9610883583709438e-08,4.902721073563043e-08
1906,1.0802787109298606e-08,5.14418445618503e-08
1907,2.674278576364486e-08,3.5485619775954547e-08
1908,2.2592389292697135e-08,6.875944791318034e-08
1909,1.705304847332556e-08,5.721022944271681e-08
1910,2.778958352323002e-08,5.71824116946118e-08
1911,1.9685384544665396e-08,6.065226187956796e-08
1912,1.8753915753677575e-08,5.46989227245831e-08
1913,3.7651225748280837e-08,5.302989691813309e-08
1914,2.0090231700464756e-08,4.955590426902745e-08
1915,2.2383447872975637e-08,5.183535378705528e-08
1916,1.4283700888739759e-08,5.7134801778602196e-08
1917,5.483212106582869e-09,4.496234140560773e-08
1918,1.378365155346728e-08,3.5607765624945387e-08
1919,5.524709190130039e-09,6.353415216153735e-08
1920,3.7861159984942105e-08,9.616734075734712e-08
1921,2.574734203619755e-08,4.619375815195781e-08
1922,2.8773949167781865e-08,3.467629738906908e-08
1923,2.5478274601198336e-08,4.0340601970001444e-08
1924,3.480738497430025e-08,6.059063650809549e-08
1925,2.859526304632709e-08,6.598907020816114e-08
1926,3.6782257240020044e-08,8.025219955243301e-08
1927,3.7907366134959375e-08,8.138934504131612e-08
1928,6.8556245125250825e-09,7.769708076921233e-08
1929,1.2254447234738564e-08,5.7930112262738476e-08
1930,2.4158287814657342e-08,4.3064773080914165e-08
1931,2.2810713318222042e-08,3.877821086462063e-08
1932,2.191907289006423e-08,5.698959171240858e-08
1933,2.982372038218273e-08,4.588265056781893e-08
1934,2.875579241390369e-08,5.511526879331541e-08
1935,3.590485242455088e-08,5.0266791618014395e-08
1936,2.5461901032031165e-08,4.364897421282876e-08
1937,1.510934133364117e-08,2.6441348666139675e-08
1938,1.8151300906765755e-08,2.463390735840676e-08
1939,1.6823456405745674e-08,2.7529290846928234e-08
1940,2.5357829613881222e-08,4.3108308034334186e-08
1941,2.3612020783048138e-08,4.7224041566096275e-08
1942,3.3376331032286544e-08,4.247896612241675e-08
1943,2.9032351633873077e-08,4.935499831049128e-08
1944,2.2492303131116387e-08,3.534504600111177e-08
1945,6.535512131478072e-09,4.574858536443571e-08
1946,2.7842208538686464e-08,3.201854070766785e-08
1947,4.172304723937259e-08,4.52993091926146e-08
1948,3.1528474497832804e-08,3.370285384107774e-08
1949,1.1780409536754632e-08,3.5341230386620737e-08
1950,1.9143649998554224e-08,3.616023036556726e-08
1951,2.7719644801749155e-08,3.731490494374157e-08
1952,2.319856839960721e-08,2.6362009464264702e-08
1953,2.8011951869189033e-08,4.417269394707546e-08
1954,1.6613311615287785e-08,4.593092128857279e-08
1955,1.6894095011821264e-08,4.129667274810345e-08
1956,1.3081712602058815e-08,2.52913103793162e-08
1957,2.8272120311534366e-08,1.767007518083119e-08
1958,2.0680608614487284e-08,3.3088973339090444e-08
1959,1.3951345856355601e-08,3.100299039715537e-08
1960,1.5917916873497973e-08,3.391208380776334e-08
1961,2.6403005282116254e-08,2.779263752472616e-08
1962,2.2196847748734427e-08,3.9320131151043825e-08
1963,2.4571002010809195e-08,2.7157422977097667e-08
1964,2.8594651979574337e-08,3.4070222199034106e-08
1965,3.337946569148542e-08,3.775710055720083e-08
1966,3.545007687399959e-08,2.658755882123387e-08
1967,3.9935719176042994e-08,4.683818843886911e-08
1968,3.8626174897471444e-08,3.9973599541553995e-08
1969,4.7234279820784764e-08,3.860494146579185e-08
1970,2.667260581845632e-08,5.472482911272891e-08
1971,4.419021681911772e-08,2.980270608077262e-08
1972,3.231992540264628e-08,2.565073486948677e-08
1973,2.3155456441159572e-08,2.6463379043661917e-08
1974,1.6876715414060328e-08,2.0814615808717463e-08
1975,2.2845921154868165e-08,2.5701661243715535e-08
1976,2.9138986334942274e-08,2.1140049710766107e-08
1977,2.7033195959536016e-08,2.8796231177352638e-08
1978,2.673266097374949e-08,2.198018833610149e-08
1979,2.3407894067517532e-08,2.4578287849408298e-08
1980,3.52479344600809e-08,2.785723829390463e-08
1981,1.8976649196478235e-08,3.921840630027873e-08
1982,1.8622506203769262e-08,3.41412622617554e-08
1983,2.2735137661378246e-08,2.5892795463278162e-08
1984,3.537395221187012e-08,3.189454744756404e-08
1985,1.9851341237497877e-08,1.804667348892508e-08
1986,2.5176838613916175e-08,1.8582904104391673e-08
1987,2.0165694891716157e-08,2.261002229886344e-08
1988,2.398621568033832e-08,2.878345739532051e-08
1989,2.7440611005680182e-08,2.1952487827547884e-08
1990,3.705082662897041e-08,3.105731138930423e-08
1991,1.3481369798284959e-08,2.2859714121636898e-08
1992,2.4243753726782558e-08,2.644773289262048e-08
1993,2.7696036852820072e-08,2.2710750613441633e-08
1994,3.2704544739026176e-08,2.4264663167627987e-08
1995,2.6027763999625364e-08,2.548551947256783e-08
1996,2.2419987644184403e-08,2.081855932090093e-08
1997,1.7261619689179497e-08,2.5412941084823615e-08
1998,4.100591088906924e-08,2.765514928171342e-08
1999,4.0674789814065804e-08,2.0108885223635298e-08
2000,3.048441687969472e-08,2.2973763336153752e-08
2001,2.541102750441837e-08,1.9277331730904734e-08
2002,2.935418369487408e-08,2.102986229601811e-08
2003,2.2918075992528486e-08,2.541822929913451e-08
2004,3.832168307682515e-08,2.422635247967264e-08
2005,3.332774656250592e-08,2.8823997411109303e-08
2006,3.1707752479182005e-08,2.182481573242967e-08
2007,3.395307507370049e-08,1.917350189728495e-08
2008,3.4485261313221827e-08,1.9158479247494142e-08
2009,3.290052807969346e-08,3.099325240896178e-08
2010,2.6453241208646006e-08,2.0784689525044087e-08
2011,2.4473420484616426e-08,2.6385405860196443e-08
2012,2.6212746445652968e-08,1.838296448397614e-08
2013,2.4265387144062345e-08,2.7054513296320692e-08
2014,2.0788273907834665e-08,2.295371892557796e-08
2015,2.8815481001309706e-08,2.2830725754374726e-08
2016,2.7548822445488952e-08,3.0034431830472386e-08
2017,1.911864622172743e-08,2.0628013075452145e-08
2018,3.43335089247887e-08,2.2975052971219156e-08
2019,2.8315964406555594e-08,2.4744581494928752e-08
