year,des_DET ailes_NOUN,des_DET pelles_NOUN
1851,1.9277373208836934e-06,1.1737978411474614e-07
1852,2.5423680991565334e-06,1.4583622176544964e-07
1853,2.5141833859265716e-06,1.0630038693726362e-07
1854,2.1494463302573763e-06,8.468933221372765e-08
1855,2.582355694613625e-06,1.0666943239812099e-07
1856,2.245864727967728e-06,1.2425254691805776e-07
1857,2.5295980883299762e-06,8.737901424638039e-08
1858,2.4899023998159464e-06,9.88522543821091e-08
1859,2.645383954558156e-06,1.1050016013314234e-07
1860,3.210894529814823e-06,1.199222197101335e-07
1861,2.6244337902880943e-06,1.164843013157224e-07
1862,2.627660830256673e-06,5.557123161636923e-08
1863,2.7775087119152886e-06,1.078838085533107e-07
1864,2.5368904701394968e-06,6.808513575151665e-08
1865,2.5407545223288253e-06,9.46075711660832e-08
1866,2.652245701284528e-06,7.201106788645717e-08
1867,3.180047258410923e-06,1.1792332088589319e-07
1868,2.586518171199259e-06,8.249589589226503e-08
1869,2.7440494854147346e-06,7.569454585354407e-08
1870,2.6479838286519453e-06,7.97032764232597e-08
1871,2.1869004989127916e-06,1.8162212711558823e-07
1872,2.493317971641318e-06,1.0038582920479655e-07
1873,2.5183120619942656e-06,9.757187091619102e-08
1874,2.71008264363104e-06,1.009708938681797e-07
1875,2.2668691102012417e-06,9.154443603165419e-08
1876,2.367014884541163e-06,9.975924220029242e-08
1877,2.674314547590484e-06,1.1441909597564859e-07
1878,2.851053711339091e-06,1.014566881618606e-07
1879,2.3924116803186735e-06,9.591640703909832e-08
1880,2.293096414973661e-06,7.637236953961235e-08
1881,2.1656607920306215e-06,1.1016561984877882e-07
1882,2.3573374505758693e-06,9.650308796516072e-08
1883,2.2307266540622095e-06,1.4850446916625515e-07
1884,2.6367177881070347e-06,8.780256610663173e-08
1885,2.2849779348632637e-06,1.1086493345580095e-07
1886,2.2806542183673173e-06,9.615661356043859e-08
1887,2.185230982831854e-06,8.55289101764356e-08
1888,2.2731102937711967e-06,1.2173980290519637e-07
1889,2.1313994942318004e-06,1.1339897526552178e-07
1890,2.2062065312411505e-06,1.4747369303513835e-07
1891,2.172971587555139e-06,9.497587560858278e-08
1892,1.9984017818330813e-06,1.1972858260378416e-07
1893,2.066764640318297e-06,8.313862320807885e-08
1894,2.1885246077602005e-06,8.444062560286625e-08
1895,1.8531314367464802e-06,7.583454220139174e-08
1896,2.0492176773245774e-06,1.061465199070355e-07
1897,1.8237613517158024e-06,7.399926083007102e-08
1898,1.806146858740476e-06,9.279701851383493e-08
1899,1.857819114547965e-06,8.014988850391092e-08
1900,1.8973299269475774e-06,8.35759531581104e-08
1901,1.6224109451457025e-06,9.780293197536594e-08
1902,2.277880600587423e-06,9.084025409666907e-08
1903,1.88251676291884e-06,1.0368422920237208e-07
1904,1.7548151234336729e-06,1.0426772689697827e-07
1905,1.7515616157481873e-06,8.102392001774206e-08
1906,1.6836916323370588e-06,9.516741500403825e-08
1907,1.9897661260870336e-06,8.382834693065888e-08
1908,2.044120080313405e-06,8.30024733389223e-08
1909,2.5601576894018763e-06,6.931239554530677e-08
1910,2.5438156754375996e-06,7.80246033338372e-08
1911,2.280844398683257e-06,7.980561078646531e-08
1912,2.215045896036827e-06,6.511776717843532e-08
1913,2.250058450670167e-06,1.0287799728780911e-07
1914,2.0927323589603475e-06,1.258987814556356e-07
1915,1.748265066936483e-06,1.932044986219239e-07
1916,2.221664878732099e-06,1.4283700111583642e-07
1917,2.0847173800575547e-06,1.9081578539470456e-07
1918,2.2478838772599374e-06,1.4013379256994085e-07
1919,2.3535261490792436e-06,1.1601889227108586e-07
1920,2.099779919717548e-06,8.859510858272301e-08
1921,2.211242204452901e-06,1.0677573669681806e-07
1922,2.5933443765779884e-06,1.1657138132559197e-07
1923,2.5584434553138635e-06,9.448194049355152e-08
1924,2.375926314357457e-06,5.930147384258788e-08
1925,2.5592759556047895e-06,8.138651974576305e-08
1926,2.494505885408671e-06,8.136681239889754e-08
1927,2.5542873487438555e-06,8.027442099933779e-08
1928,2.3640478268305287e-06,8.112489480183172e-08
1929,2.3550819605588913e-06,9.914961340840023e-08
1930,2.2015553646781427e-06,8.823027286553042e-08
1931,2.0871803272370926e-06,1.0721035526017886e-07
1932,2.125054244572766e-06,5.6989590047074046e-08
1933,1.7928645483777927e-06,8.947116381108344e-08
1934,1.9062694320837181e-06,9.106000753433818e-08
1935,1.987932002123216e-06,8.856530264722551e-08
1936,2.2127603038768484e-06,9.457277316826662e-08
1937,1.93273668358529e-06,6.799203500218454e-08
1938,2.0005325147565145e-06,7.390171918864041e-08
1939,1.8490506548118901e-06,6.423501197616588e-08
1940,1.6431873532951613e-06,7.86092684279538e-08
1941,2.172305897829574e-06,9.149658186657916e-08
1942,2.6306616547344674e-06,1.1226583285228742e-07
1943,3.3300108626121983e-06,9.870999684302717e-08
1944,2.7761928578229345e-06,1.0282195361810409e-07
1945,2.437746061900725e-06,1.6774481537140673e-07
1946,2.3777245026224136e-06,1.5034793232615584e-07
1947,2.3972870693000914e-06,1.3232166473642337e-07
1948,2.5222780699607483e-06,1.3807298016033087e-07
1949,2.1155652731863483e-06,9.817008439494401e-08
1950,2.5035641293413846e-06,1.457044507269245e-07
1951,2.169595223477927e-06,1.4499506706400211e-07
1952,2.156412399756391e-06,1.1388388543309702e-07
1953,1.9705329954433637e-06,1.3682761279554256e-07
1954,2.3825442347913395e-06,1.1727043625064937e-07
1955,2.000073067165431e-06,1.2295146056828798e-07
1956,2.447152365192551e-06,1.0203735900660149e-07
1957,2.130127533916948e-06,1.0248643755872422e-07
1958,2.40722295075102e-06,8.27224329036369e-08
1959,2.08030064641207e-06,8.835852272071065e-08
1960,1.7883432974485913e-06,1.1696208135347774e-07
1961,2.0601292227695467e-06,1.1950834188922954e-07
1962,1.9355650842101113e-06,8.244542959445766e-08
1963,1.9676200793128373e-06,1.0733648636573889e-07
1964,2.0271782759095913e-06,1.113366230320878e-07
1965,1.902629477967821e-06,9.849678050954935e-08
1966,1.8489431283796876e-06,1.201979231701955e-07
1967,2.0362285582109507e-06,1.207932234237319e-07
1968,2.24211479604719e-06,1.1453110237980013e-07
1969,1.7390390443239312e-06,1.1036471181391505e-07
1970,1.7010683350804356e-06,9.887258967111734e-08
1971,1.9649231504104137e-06,8.529739847773499e-08
1972,1.7970904870878712e-06,1.0465499244993737e-07
1973,1.789034588028926e-06,1.1081539774693283e-07
1974,1.3928915159056032e-06,9.394704525433895e-08
1975,1.4141624582464374e-06,1.0109319825701846e-07
1976,1.487231001462419e-06,1.0055807164732755e-07
1977,1.4480390646554042e-06,1.0343135992130215e-07
1978,1.6390091985840627e-06,1.19405884957402e-07
1979,1.5905663488524624e-06,9.129078371028498e-08
1980,1.5241889528283536e-06,1.1768262231370841e-07
1981,1.5345783204168129e-06,1.1322733822760611e-07
1982,1.633193807748512e-06,1.222877936690736e-07
1983,1.6160894062977604e-06,1.162018170575152e-07
1984,1.6718541573368384e-06,1.1366056718031814e-07
1985,1.6284115780251796e-06,1.1790493648078382e-07
1986,1.82771863421749e-06,9.411342127840783e-08
1987,1.7036957160598831e-06,1.0143956147290467e-07
1988,1.5704974298813568e-06,1.0374038295068999e-07
1989,1.5882625845620169e-06,1.042743194012985e-07
1990,1.6373196007890556e-06,9.262706668344833e-08
1991,1.5738034306878035e-06,8.616353808221788e-08
1992,1.5885169553087053e-06,1.0138297201756075e-07
1993,1.7719924727543912e-06,1.0413710116452535e-07
1994,1.8177396832186332e-06,7.912389987652091e-08
1995,1.803507174713559e-06,1.0302656805460941e-07
1996,1.6313210231544417e-06,8.220661729119172e-08
1997,1.8115111863892253e-06,1.0356972413028132e-07
1998,1.654064041289871e-06,1.0871334665818466e-07
1999,1.6653812693334658e-06,1.0100144742786199e-07
2000,1.6748757332152309e-06,1.1442701575159475e-07
2001,1.6149147050725787e-06,1.1084465745270222e-07
2002,1.739344899220896e-06,1.0777804582140504e-07
2003,1.8538640507159698e-06,1.1000676503059026e-07
2004,1.697166013059359e-06,1.1672696498266077e-07
2005,1.7154782732120566e-06,1.0493736413152988e-07
2006,1.8065183304827315e-06,1.1777165376258836e-07
2007,1.979664045137497e-06,1.1983438175100503e-07
2008,2.0865712784257084e-06,1.370895623686863e-07
2009,2.0851306814506643e-06,1.2826438089419412e-07
2010,2.4880217495137913e-06,1.639156220756277e-07
2011,2.7930291537359153e-06,1.9425777963988367e-07
2012,3.3416144589182295e-06,2.6212745574127894e-07
2013,3.705631485217964e-06,2.4906886419984176e-07
2014,3.796891583363049e-06,2.743619127443253e-07
2015,3.8122879146840205e-06,2.657673983108566e-07
2016,3.999757744566068e-06,2.742454090487456e-07
2017,3.5857524807170194e-06,3.0489208313611016e-07
2018,4.0221833188525125e-06,3.456583952399228e-07
2019,3.8127062111925625e-06,2.8341472990689454e-07
