year,certaines_DET eaux_NOUN,certaines_DET peaux_NOUN
1868,3.126940377740084e-07,7.903798282526964e-09
1869,2.5003617842855874e-07,1.3673853271889413e-08
1870,3.2970780239338637e-07,8.027668307875047e-09
1871,2.81461204565403e-07,3.18635318130589e-09
1872,2.3221783251869965e-07,0.0
1873,4.3039372599196213e-07,9.577606707722452e-09
1874,3.1904413688721434e-07,4.182226565063729e-09
1875,2.6433456490337903e-07,2.860763514966891e-09
1876,2.569556336595724e-07,2.0556449875641647e-08
1877,2.640916321183795e-07,6.80329748092845e-09
1878,2.699472734235542e-07,1.0266450800600069e-08
1879,2.058842643037906e-07,1.0385852955430153e-08
1880,1.7905791160899298e-07,1.0268553785053314e-08
1881,1.6873468577927042e-07,6.972507571312292e-09
1882,2.509080232471206e-07,1.2645231528551903e-08
1883,2.995366603641969e-07,5.0554711528150165e-09
1884,2.4096193840250635e-07,9.902545450302114e-09
1885,3.1196876904004966e-07,5.80107206715752e-09
1886,2.1360965263284015e-07,1.2261580972783293e-08
1887,2.2002475930094079e-07,7.834709381260296e-09
1888,2.669398799781675e-07,6.340614699951175e-09
1889,2.2115932551969308e-07,6.265136742733546e-09
1890,2.0187509974789464e-07,1.0487018364813139e-08
1891,2.7026693416587477e-07,2.0397504796321186e-08
1892,2.5199419440014026e-07,4.387958441043338e-09
1893,2.019960607668736e-07,3.6950499326948716e-09
1894,3.459545077078019e-07,8.192001077489408e-09
1895,3.1657912380467224e-07,5.416753046105782e-09
1896,2.305738355801168e-07,1.8280790603508734e-08
1897,2.3831258211259865e-07,1.2818770045441852e-08
1898,1.969107437105322e-07,1.0185038923360423e-08
1899,3.709005138574639e-07,1.9346524382513053e-08
1900,2.149096012260543e-07,1.6092265298084385e-08
1901,2.492577539925378e-07,7.265360535413379e-09
1902,1.9002798801182053e-07,2.553347622225033e-08
1903,2.570504911147964e-07,2.1060858390598014e-08
1904,3.423636343313774e-07,1.7198800605910947e-08
1905,2.8332568291489224e-07,1.2385821701599298e-08
1906,2.428055161374232e-07,9.773950315761226e-09
1907,1.8257093969964444e-07,2.0057089322733646e-08
1908,3.0745294665734946e-07,5.402527980535865e-09
1909,2.7174858097112065e-07,1.8703343540593664e-08
1910,3.5217952287780463e-07,1.4963622341213068e-08
1911,2.57506110656891e-07,2.074945903984826e-08
1912,2.458846850572627e-07,1.510732161591477e-08
1913,2.8689175124441135e-07,1.5378670004118078e-08
1914,2.0559003388598285e-07,7.366418142140674e-09
1915,1.9084833979832183e-07,7.068456930880984e-09
1916,1.7250316020067658e-07,1.0987461607214755e-08
1917,1.447568021006873e-07,1.5352994431339084e-08
1918,2.572948254453422e-07,9.189101035644853e-09
1919,1.2522674097681374e-07,5.524709134618888e-09
1920,1.9233468151469424e-07,1.0601124422748853e-08
1921,1.575131491904358e-07,1.5902769767706104e-08
1922,2.0731999050838112e-07,1.623145884366295e-08
1923,1.7091676163261127e-07,1.1677542932631013e-08
1924,1.6243447031882852e-07,2.5783248869259978e-08
1925,1.7597085033571602e-07,1.3197813508725176e-08
1926,1.69421309870188e-07,8.916910765321973e-09
1927,1.7281298703153425e-07,1.449399278374841e-08
1928,1.19973431189635e-07,1.8281665847830197e-08
1929,1.893869105984436e-07,2.0052731253272782e-08
1930,1.9326630429361558e-07,4.201441528017824e-09
1931,2.0757749474853426e-07,1.596749932275543e-08
1932,2.4878148430218516e-07,1.3151443711834077e-08
1933,2.2138377353542182e-07,2.2941324839820254e-08
1934,1.6414764303362972e-07,2.516131836216573e-08
1935,1.6037501104904095e-07,1.9149255514605557e-08
1936,1.9763285052931678e-07,1.4549657034734764e-08
1937,1.8005299207146663e-07,3.021868399954997e-08
1938,2.1651907644582025e-07,2.20408640227987e-08
1939,2.599988597751235e-07,2.9058696782158222e-08
1940,2.1807733396883577e-07,1.5214697723919812e-08
1941,2.1841118957866001e-07,2.9515025534720962e-08
1942,1.7295007204154444e-07,2.4273693721710288e-08
1943,1.4806499937236595e-07,1.1612940831184915e-08
1944,8.675602458652065e-08,1.927911696952833e-08
1945,5.010559434026618e-08,1.9606535950345005e-08
1946,1.336425956566245e-07,8.352662561605939e-09
1947,1.0728784172187034e-07,1.0728784083369192e-08
1948,1.261139015440449e-07,1.522064296821668e-08
1949,1.502002318076734e-07,7.853606653895895e-09
1950,1.478315301284283e-07,1.4889506516624351e-08
1951,1.8230996623458395e-07,1.8124383771578323e-08
1952,1.7504375193766464e-07,1.0544804140977249e-08
1953,1.4652405688764247e-07,2.3702420470783636e-08
1954,1.4951980276123322e-07,1.1727043558451555e-08
1955,2.4778004004133436e-07,1.1262729415761896e-08
1956,1.578526607204367e-07,7.849027205963921e-09
1957,1.9083681301879096e-07,8.835037590415595e-09
1958,1.894343713004787e-07,1.4062813691317899e-08
1959,1.4416390570204385e-07,4.650448581777766e-09
1960,1.4049291152673504e-07,1.9378333604436193e-08
1961,1.6258693058546214e-07,8.337791235213388e-09
1962,1.1352101747519328e-07,7.610347574349419e-09
1963,1.3643372476224158e-07,7.759264120110743e-09
1964,1.1924577680844095e-07,9.125952382671443e-09
1965,1.2695140938490113e-07,9.302473458205895e-09
1966,1.1521275400383502e-07,6.092982118843793e-09
1967,9.219727470366479e-08,8.874603940611792e-09
1968,9.566715997166853e-08,1.1228539320562447e-08
1969,1.1127306631664169e-07,5.450109252791435e-09
1970,1.1772736119297633e-07,8.737577245065964e-09
1971,9.351883356600865e-08,1.3359833683779243e-08
1972,9.593374983296599e-08,1.1799338173190677e-08
1973,1.025455880210302e-07,2.205281512956958e-09
1974,1.0857352972237777e-07,5.0630146741781346e-09
1975,6.111283967769054e-08,1.0851811893530794e-08
1976,7.541855229220573e-08,6.856232415142216e-09
1977,8.932708350783969e-08,1.2928920156696222e-08
1978,7.6633630108347e-08,1.7227715365386587e-08
1979,9.246117693706424e-08,7.022368020415115e-09
1980,1.0631231894819848e-07,9.09624131573139e-09
1981,9.994368177501656e-08,6.958104314946922e-09
1982,1.1608029559795341e-07,6.828252629986764e-09
1983,6.252162920716842e-08,3.157657912922218e-09
1984,1.3105759233411618e-07,8.698512687921323e-09
1985,8.782714644439693e-08,7.218669662023558e-09
1986,1.1629301566173922e-07,7.792830936104167e-09
1987,7.882953623195021e-08,6.721898593298192e-09
1988,8.275244267608173e-08,4.197587721854745e-09
1989,6.750390468823753e-08,3.2928733073589456e-09
1990,9.535139522398595e-08,7.083246211792016e-09
1991,9.847261495110615e-08,7.033758464558559e-09
1992,6.060938728680298e-08,2.2039777225479895e-09
1993,5.096070943011455e-08,6.093128335216136e-09
1994,6.066165436635629e-08,8.967375231261343e-09
1995,4.609083248396928e-08,5.422450821690461e-09
1996,4.2704735747634004e-08,8.540947060708959e-09
1997,4.5551499017193464e-08,8.151320840532605e-09
1998,4.625085425757902e-08,3.337690346327804e-09
1999,5.072923414672914e-08,9.1404024349373e-09
2000,6.229424398540573e-08,6.185244094680797e-09
2001,4.775520734412453e-08,5.695575344688564e-09
2002,5.082216913976367e-08,8.762442771370615e-09
2003,4.583615087483395e-08,8.333846168717685e-09
2004,3.832168493644872e-08,1.2773894386697293e-08
2005,5.134274694285068e-08,3.1526248278623825e-09
2006,4.6943946507838064e-08,3.706100981659688e-09
2007,4.633596084602232e-08,7.988958827809256e-09
2008,6.55645715497144e-08,8.940623241748824e-09
2009,6.150968534512913e-08,1.1443662017995848e-08
2010,5.99921712307605e-08,9.919965293647692e-09
2011,5.621238674535789e-08,9.177532733772864e-09
2012,5.719144535731857e-08,8.851057109460214e-09
2013,4.797295183323058e-08,9.761937480590177e-09
2014,6.496335558381361e-08,1.299267105014934e-08
2015,5.652267276445855e-08,7.758013675918107e-09
2016,7.2082632307513e-08,1.1806638333666797e-08
2017,5.484032605806988e-08,7.546834046578965e-09
2018,5.008045445009657e-08,1.290733342429462e-08
2019,5.050955920182787e-08,1.02039510174734e-08
