year,siècles_NOUN heureux_ADJ
1932,4.383814644626227e-09
1933,5.735331320977366e-09
1934,2.3963160344919743e-09
1935,3.590485242455088e-09
1936,2.9099314957647948e-08
1937,1.2591118370153254e-08
1938,9.075650453382877e-09
1939,6.117620188206274e-09
1940,1.0143131667916805e-08
1941,2.9515025090631752e-08
1942,0.0
1943,5.806470415592457e-09
1944,6.4263723231761105e-09
1945,2.178504043826024e-09
1946,5.568441707737293e-09
1947,4.7683483828109274e-09
1948,6.523132700664291e-09
1949,5.890204768377316e-09
1950,8.508289184305795e-09
1951,7.462981344019681e-09
1952,3.1634410646574906e-09
1953,2.1547654771580937e-09
1954,9.772536557761669e-09
1955,3.754243138587299e-09
1956,3.488456634670456e-09
1957,2.6505113659425206e-09
1958,9.926692356998501e-09
1959,1.860179499324488e-08
1960,5.536666791705613e-09
1961,2.779263708063695e-09
1962,5.7077609305622445e-09
1963,9.052474325699222e-09
1964,5.475571551727398e-09
1965,8.20806533852192e-09
1966,1.0524241700338166e-08
1967,1.9721342336964653e-09
1968,4.940557407628887e-09
1969,8.175163657142548e-09
1970,6.898087434592526e-09
1971,1.2845993824228685e-08
1972,1.0260293947794707e-08
1973,6.615844760915479e-09
1974,3.937900228123681e-09
1975,3.998036124386317e-09
1976,6.284879672247001e-09
1977,2.3507127355770763e-09
1978,2.970295565063452e-09
1979,3.5111840102075575e-09
1980,3.411090521154847e-09
1981,5.060439622894819e-09
1982,3.1037510339615437e-09
1983,1.2630632095778083e-09
1984,1.739702604197646e-09
1985,1.8046674155058895e-09
1986,2.3977941854269602e-09
1987,6.110816852533674e-10
1988,1.1993107618124554e-09
1989,4.390497854167563e-09
1990,8.717841559757744e-09
1991,3.5168792322792797e-09
1992,2.7549720282848966e-09
1993,3.323524566667402e-09
1994,6.857404422078162e-09
1995,2.1689803286761844e-09
1996,6.4057106285986265e-09
1997,5.753873377756236e-09
1998,3.337690346327804e-09
1999,7.3123217758652714e-09
2000,5.3016377954406835e-09
2001,4.381211837767296e-09
2002,5.6955880012310445e-09
2003,5.416999737661854e-09
2004,3.0833539332864035e-09
2005,3.15262471684008e-09
2006,4.117890028965121e-09
2007,1.5977918155218873e-09
2008,1.2772319035736501e-09
2009,1.907277002999308e-09
2010,3.7790344187271785e-09
2011,2.6767803529281764e-09
2012,3.744677928851914e-09
2013,2.5102124823206395e-09
2014,7.145969038724331e-09
2015,1.329945265027277e-09
2016,3.314144070287739e-09
2017,1.0062445598979508e-09
2018,4.3884935685412074e-09
2019,4.846876733299865e-09
