year,vous_PRON osez_VERB,vous_PRON posez_VERB
1891,2.0716214876870254e-07,1.4087025945741516e-07
1892,1.9683128371639214e-07,9.966934300109642e-08
1893,2.2047131054137026e-07,1.2563169526913498e-07
1894,2.073206388786275e-07,1.1090709506333951e-07
1895,2.064384716504719e-07,1.1375181330208761e-07
1896,2.004989845261207e-07,1.1145384881672271e-07
1897,1.6314797690597516e-07,9.497543107528372e-08
1898,2.0143743739708952e-07,1.3862969749922627e-07
1899,2.07284188036283e-07,1.1442086922386352e-07
1900,1.8947343960462604e-07,1.0797390359584824e-07
1901,1.9225261738142763e-07,1.4642496282135653e-07
1902,2.096691247288618e-07,1.2815840655377997e-07
1903,2.127686720143629e-07,1.4364585254611484e-07
1904,2.0531068045670509e-07,1.3812787003075755e-07
1905,2.2191263582271858e-07,1.445012518530575e-07
1906,1.7901762561223222e-07,1.2088833578616232e-07
1907,1.7742809887977273e-07,1.7537095331476849e-07
1908,1.8712393057285226e-07,1.6158469939853148e-07
1909,1.8208254815021974e-07,1.2817291938915787e-07
1910,2.4102119766666874e-07,1.3039727164709802e-07
1911,1.6014326220670227e-07,1.2396471937847764e-07
1912,2.1462814814299236e-07,1.2294234430498818e-07
1913,1.840137500153105e-07,1.0659009408442444e-07
1914,1.6607923569722516e-07,1.5335543324113132e-07
1915,1.8967026704785894e-07,1.366568422866976e-07
1916,2.109592749377498e-07,1.362445356534181e-07
1917,2.2261841081672173e-07,1.1295416957324278e-07
1918,1.8837657833614685e-07,1.2060695198101712e-07
1919,2.1546365758240427e-07,1.3811772525684773e-07
1920,1.643174272203396e-07,1.423579600867697e-07
1921,2.044641718157436e-07,9.011569623851301e-08
1922,1.800216296032886e-07,1.254249006876762e-07
1923,2.0488779739480378e-07,1.8047111893793044e-07
1924,1.6888028042671976e-07,1.3149456634664602e-07
1925,2.3096173862313663e-07,1.4737558018396157e-07
1926,1.8836974291502884e-07,1.437851810948132e-07
1927,2.6423663257446606e-07,1.3267577259057362e-07
1928,2.148095674670003e-07,1.2225864054471458e-07
1929,2.3506257207372983e-07,1.2477255229015327e-07
1930,2.363310755981729e-07,1.2709359964446776e-07
1931,1.9275052309808416e-07,1.334426755761342e-07
1932,1.863121248391053e-07,9.863583194658077e-08
1933,1.835306022712757e-07,1.0438302400217481e-07
1934,1.6654396617354905e-07,1.2820290606896378e-07
1935,1.4481624077689048e-07,1.0053358678874247e-07
1936,1.5155893251517227e-07,1.1882220540826438e-07
1937,1.0828361141079768e-07,1.1457917636903403e-07
1938,1.1279736256142314e-07,9.334954498285697e-08
1939,1.575287171817763e-07,1.590581284460768e-07
1940,5.325143970225099e-08,6.593035539737002e-08
1941,1.4757512900587244e-07,6.198155588776899e-08
1942,1.8508691823626577e-07,1.1226583396251044e-07
1943,1.8871028828471026e-07,7.258087997286111e-08
1944,1.6065931163211644e-07,1.3495382056305516e-07
1945,1.5249528573235693e-07,1.3724575964602082e-07
1946,1.6705325833754614e-07,2.060323467389935e-07
1947,2.193440273856595e-07,2.16959850973808e-07
1948,2.413559059277759e-07,1.9569397835539348e-07
1949,1.9241335991182495e-07,1.4725512009761133e-07
1950,2.5312160545354345e-07,2.265331993100972e-07
1951,2.0363277997148543e-07,1.492596304331073e-07
1952,1.834795924082755e-07,1.507906954856253e-07
1953,1.7561338339078247e-07,1.7669076157744712e-07
1954,1.6906487587675656e-07,1.6222410081923044e-07
1955,1.5955533427813862e-07,1.6894094656549896e-07
1956,1.831439710997529e-07,1.927372288434981e-07
1957,1.8818630564965133e-07,1.5284614640620475e-07
1958,1.910888300926672e-07,1.356647931771704e-07
1959,1.8601794238293223e-07,2.2477169281387432e-07
1960,2.491500055157303e-07,1.5364250494087628e-07
1961,2.2720480785665131e-07,1.8273659208034587e-07
1962,2.2450525705153268e-07,2.0674778156148932e-07
1963,1.8557572900590458e-07,1.8363590825742904e-07
1964,2.171976696274669e-07,1.946869936375606e-07
1965,1.8604947982225895e-07,2.2927861920152282e-07
1966,1.8001993495886381e-07,2.0439185632881163e-07
1967,2.0263679800791579e-07,2.425725185162264e-07
1968,2.2771478214167473e-07,2.488244383869187e-07
1969,1.7349514891407125e-07,2.6978040779113144e-07
1970,1.8762797537874576e-07,2.7224452381346964e-07
1971,1.7830239684712978e-07,2.5640603595888933e-07
1972,1.374879374793636e-07,2.4573402868099947e-07
1973,1.3948405452879342e-07,2.8999451728850545e-07
1974,1.1926212017954185e-07,2.9646763266555354e-07
1975,1.2679485905664478e-07,2.650126802450359e-07
1976,1.2626894374534459e-07,2.9824610692230635e-07
1977,1.1577260039530302e-07,3.28512115288504e-07
1978,1.3247518637626854e-07,2.6138601327829747e-07
1979,1.773147992878421e-07,3.575555638235528e-07
1980,1.1199746907664121e-07,3.5361637173991767e-07
1981,1.1196222438059067e-07,3.0742169698783073e-07
1982,1.2166704799199124e-07,3.122373684050217e-07
1983,1.3072704163619164e-07,3.448162573249647e-07
1984,1.2119927461640145e-07,3.090871416588925e-07
1985,1.0948315321002156e-07,2.803249969929311e-07
1986,1.552571724516838e-07,3.362906326742632e-07
1987,1.3138256349520816e-07,3.3059519921607716e-07
1988,1.043400352784829e-07,3.286111436295869e-07
1989,1.2567799601015395e-07,3.918519126955289e-07
1990,1.0406923500738685e-07,3.6723908891644896e-07
1991,1.1898774587848493e-07,3.387926881259773e-07
1992,9.8077006072117e-08,2.540084267366183e-07
1993,1.395880282473172e-07,2.7363685006775995e-07
1994,1.1024596702213785e-07,3.576400118276979e-07
1995,1.214628966295095e-07,2.797984528513098e-07
1996,1.2651278780140274e-07,2.850541278576202e-07
1997,8.103371484935451e-08,2.7858336437702746e-07
1998,1.0585246812411242e-07,3.065906994947909e-07
1999,1.2933669069070675e-07,2.9020778313793016e-07
2000,1.0426554197806581e-07,2.562458334409712e-07
2001,1.0953029416782556e-07,2.7251136813788435e-07
2002,1.2617917732882233e-07,2.6506389971814315e-07
2003,1.2000738180972803e-07,2.6084937587711465e-07
2004,1.1760792695270084e-07,3.0965682285000184e-07
2005,1.3466211257195937e-07,3.013008509356041e-07
2006,1.190070229029061e-07,3.2901940016927256e-07
2007,1.6137697400608886e-07,3.6189984342627213e-07
2008,1.741292798840277e-07,3.725259603015729e-07
2009,2.2648914210776638e-07,4.315214212624596e-07
2010,2.616981333858348e-07,5.63076099524551e-07
2011,2.565885210970009e-07,7.37644178627761e-07
2012,3.2987208697932147e-07,7.458717590225206e-07
2013,3.8768837384850485e-07,6.663219807023779e-07
2014,4.0082390739826224e-07,6.974898667522211e-07
2015,4.48191556756683e-07,7.179487582220645e-07
2016,4.989857984583068e-07,7.467181077913665e-07
2017,3.0061555378324556e-07,7.52419353489131e-07
2018,4.176813206413499e-07,7.217781146096058e-07
2019,4.104539215177283e-07,7.334089531241261e-07
