year,tes_DET arts_NOUN,tes_DET parts_NOUN
1867,1.2132028714972876e-08,1.94112459439566e-09
1868,2.222943340512984e-08,5.433861360870651e-09
1869,9.278686374791789e-09,1.953407657850903e-09
1870,2.2936195609446486e-08,5.734048791339319e-10
1871,4.248470908407853e-09,4.248470908407853e-09
1872,1.874675159552197e-08,6.047339295989218e-10
1873,1.197200905078688e-08,4.190203295451056e-09
1874,4.779687479139483e-09,2.9873046258899194e-09
1875,9.15444320348513e-09,2.8607636259891933e-09
1876,2.237025387152869e-08,6.04601479992084e-10
1877,8.040260901509555e-09,6.184815992682502e-10
1878,5.4351798062235446e-09,1.2078177347163432e-09
1879,3.6655952717623563e-09,3.0546627449723474e-09
1880,1.6686400705623328e-08,3.2089231272180996e-09
1881,8.367008974552448e-09,2.7890030285249168e-09
1882,4.658769592325029e-09,3.3276925659464496e-09
1883,1.2006744043446815e-08,5.687405213450347e-09
1884,7.922036360241691e-09,5.941527270181268e-09
1885,8.379326343899152e-09,1.933690763067375e-09
1886,6.453463929911862e-09,1.936039106809062e-09
1887,5.223139698529167e-09,3.9173548849191775e-09
1888,1.1413106015822905e-08,3.1703073499755874e-09
1889,3.759081934617825e-09,1.2530273485467092e-09
1890,6.554386478008212e-09,0.0
1891,3.187110020341777e-09,0.0
1892,5.014809900671935e-09,6.268512375839919e-10
1893,2.463366621796581e-09,0.0
1894,6.93169299736951e-09,3.780923574225881e-09
1895,3.0093072478365457e-09,4.814891374493868e-09
1896,4.7176231254830725e-09,4.1279202278587945e-09
1897,2.913356778044829e-09,5.826713556089658e-10
1898,5.6583546736987955e-09,2.26334195829736e-09
1899,2.7637891975018647e-09,3.3165470370022376e-09
1900,9.34389543516545e-09,2.595526460424935e-09
1901,7.265360812969135e-09,1.676621730339889e-09
1902,3.437198692335386e-09,1.4730852093691738e-09
1903,5.940242298052567e-09,3.2401321625741275e-09
1904,3.7622376325430196e-09,1.6123875568041512e-09
1905,8.257214578755168e-09,2.580379465655369e-09
1906,4.629766070518571e-09,1.0288369045596824e-09
1907,7.714265004565846e-09,5.142843373384665e-10
1908,9.331639017062798e-09,6.384805573134145e-09
1909,3.300590190047359e-09,1.6502950117569526e-09
1910,5.3441505665219324e-09,1.068830135508847e-09
1911,6.3844490805209375e-09,3.7242618988742038e-09
1912,2.6047105583515417e-09,1.5628263128064646e-09
1913,6.8938866282231e-09,5.30298971401777e-10
1914,5.3573948055607445e-09,2.0090231700464756e-09
1915,2.3561523843085297e-09,3.534228465440492e-09
1916,1.6481192854911342e-08,3.2962386153911893e-09
1917,3.2899273305631027e-09,2.1932848870420685e-09
1918,5.743188147278033e-09,0.0
1919,6.4454939163738345e-09,1.8415696745321952e-09
1920,1.438724073210551e-08,1.514446346106979e-09
1921,3.7863738810983705e-09,1.5145494858259667e-09
1922,2.951174138399182e-09,1.4755870969551665e-09
1923,1.4862327368803108e-08,3.1847844361720945e-09
1924,7.734974438733389e-09,1.289162443462999e-09
1925,9.898360131543882e-09,4.399271169575059e-09
1926,4.458455493683289e-09,4.458455493683289e-09
1927,1.1149224765638621e-08,2.2298449753321847e-09
1928,1.1426041335305115e-08,3.4278123672848437e-09
1929,8.912325100141061e-09,3.342121912552898e-09
1930,1.57554050916886e-08,0.0
1931,7.983749661377715e-09,1.1405356659111021e-09
1932,4.383814644626227e-09,3.287861094491973e-09
1933,1.2617728861741284e-08,0.0
1934,2.3963160344919743e-09,2.3963160344919743e-09
1935,0.0,0.0
1936,8.487300195980652e-09,1.2124714565686645e-09
1937,2.5182236296217297e-09,0.0
1938,1.2965214457594243e-09,0.0
1939,6.117620188206274e-09,6.117620188206274e-09
1940,1.2678914584896006e-08,0.0
1941,0.0,0.0
1942,9.102635090130207e-09,6.068423541449874e-09
1943,1.1612940831184915e-08,2.9032352077962287e-09
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,4.357008087652048e-09,4.357008087652048e-09
1946,5.568441707737293e-09,1.3921104269343232e-09
1947,1.1920870957027319e-09,1.4305045148432782e-08
1948,7.610321706152945e-09,3.2615663503321457e-09
1949,1.178041031391075e-08,9.817008539414473e-09
1950,2.1270722960764488e-09,2.1270722960764488e-09
1951,6.396841278899501e-09,1.0661401761424827e-09
1952,5.272401959466322e-09,5.272402070488624e-09
1953,4.30953106533849e-09,2.1547654771580937e-09
1954,2.9317608341017376e-09,1.3681550115052232e-08
1955,9.385607846468247e-10,2.815682353940474e-09
1956,6.976913047296307e-09,8.72114158667614e-10
1957,5.30102267637389e-09,3.534015080575159e-09
1958,2.4816730892496253e-09,3.3088973783179654e-09
1959,3.8753740216890264e-09,1.5501495642666896e-09
1960,2.076250060767393e-09,2.076250060767393e-09
1961,2.779263652552544e-09,2.779263708063695e-09
1962,5.0735651235811474e-09,0.0
1963,4.526237051827309e-09,1.939815863494232e-09
1964,5.475571440705096e-09,1.8251904432275978e-09
1965,4.377634699181954e-09,0.0
1966,4.431259914561281e-09,1.1078149508847446e-09
1967,1.5284039922569548e-08,2.4651677921205817e-09
1968,8.084548419606818e-09,2.6948494546985557e-09
1969,3.6334061870313406e-09,0.0
1970,3.678980065036086e-09,1.3796175313274261e-09
1971,3.083038491169532e-09,1.0276794970565106e-09
1972,3.0780880622138795e-09,1.0260293725750103e-09
1973,6.064524160631635e-09,1.102640756478479e-09
1974,2.8127858375803783e-09,3.937900228123681e-09
1975,4.569184142155791e-09,2.2845920710778955e-09
1976,5.1421741309454205e-09,2.856763492431469e-09
1977,6.464459911814657e-09,1.7630345516828072e-09
1978,7.72276864680066e-09,7.128709622605811e-09
1979,4.0963813452421505e-09,2.3407893401383717e-09
1980,4.548120602354544e-09,1.1370301367108482e-09
1981,1.012087935681194e-08,0.0
1982,2.483000915987077e-09,1.2415004579935385e-09
1983,5.0522529493335355e-09,6.315316047889041e-10
1984,5.799008662155103e-09,4.639206629963866e-09
1985,3.609334831011779e-09,1.2031116103372597e-09
1986,1.138952232526691e-08,1.1988970927134801e-09
1987,3.666490056009053e-09,2.4443267410134695e-09
1988,2.398621523624911e-09,5.996553809062277e-10
1989,4.939309961038418e-09,2.1952488715726304e-09
1990,5.44865097484859e-09,2.724325431913144e-09
1991,6.447611611282156e-09,2.344586080837985e-09
1992,9.366905195928865e-09,2.2039776670368383e-09
1993,8.308811250135051e-09,1.1078414852150331e-09
1994,9.49486766987917e-09,1.5824779264761446e-09
1995,3.79571546416102e-09,5.422450821690461e-10
1996,4.270473752399084e-09,1.6014276571496566e-09
1997,7.1923417221952946e-09,1.917957792585412e-09
1998,1.144350969539687e-08,1.43043876743576e-09
1999,1.3253583619476927e-08,1.3710603763428253e-09
2000,1.1045078296412214e-08,1.7672125984802278e-09
2001,1.0514907861081113e-08,4.381211837767296e-09
2002,1.4019908567419748e-08,1.3143663935011318e-09
2003,7.500461418619153e-09,2.9168461535000745e-09
2004,1.0131019634318505e-08,4.845270407116686e-09
2005,1.2160123907811737e-08,4.954124666056714e-09
2006,9.882935525507008e-09,2.0589450144825605e-09
2007,1.3980678170710803e-08,9.986198895584053e-09
2008,1.3623807137985722e-08,1.660401513503551e-08
2009,6.675469510497578e-09,1.43045770784056e-08
2010,4.723793189942427e-09,1.0864724231396394e-08
2011,4.206369030868018e-09,9.177532511728259e-09
2012,4.7659537427691134e-09,1.974466595777713e-08
2013,3.62586255464592e-09,1.2829975026829032e-08
2014,4.763979266630969e-09,2.6418430776331547e-08
2015,3.768178130636457e-09,1.3299452567006043e-08
2016,3.72841224560716e-09,1.5120782986821624e-08
2017,2.264050197320344e-09,2.6162358196524238e-08
2018,5.421079973810805e-09,1.9619147639815537e-08
2019,3.3162841917011576e-09,2.6275173814482855e-08
