year,aux_ADP anneaux_NOUN,aux_ADP panneaux_NOUN
1847,1.4238110956910077e-07,4.7999689556377234e-08
1848,1.0861049304367043e-07,3.378993035374478e-08
1849,1.6088476684217312e-07,4.9438547478075634e-08
1850,2.3286256478627365e-07,5.4311970032472345e-08
1851,1.0899551572407518e-07,3.160224992804217e-08
1852,2.4870283255040704e-07,6.445439981739298e-08
1853,1.5706180533925362e-07,5.3150191803297275e-08
1854,1.48076430783739e-07,6.026970567063472e-08
1855,1.4116452717871653e-07,3.661786607267459e-08
1856,1.6463462326754552e-07,4.193523261974974e-08
1857,1.35705956028076e-07,4.8326938895115745e-08
1858,3.0879096679647944e-07,6.361779014696367e-08
1859,1.6651406964385274e-07,7.689181491521424e-08
1860,1.8171419968737723e-07,3.753290944707999e-08
1861,1.4006411896971827e-07,4.385846441579133e-08
1862,1.5180433665662463e-07,6.505900532194353e-08
1863,1.1887197415294537e-07,6.343168507116914e-08
1864,1.7980229927161417e-07,3.835782536043553e-08
1865,1.4355875738170099e-07,5.412870995868957e-08
1866,3.075067391833386e-07,3.5032413081559355e-08
1867,1.3199647064254805e-07,4.85281148598915e-08
1868,1.699316669601103e-07,8.6941785659711e-08
1869,1.6896975851832252e-07,3.809144999422642e-08
1870,1.5997996705152673e-07,4.013834287164286e-08
1871,1.4551012683661213e-07,3.292564998425007e-08
1872,2.340320337523849e-07,5.019291693386663e-08
1873,2.154961658007437e-07,3.591602792951676e-08
1874,2.6885740656013013e-07,3.2262889249068394e-08
1875,1.5791415353128002e-07,6.122033846533981e-08
1876,1.8984486871431727e-07,5.8646344225365965e-08
1877,1.99769555897511e-07,6.246664119302636e-08
1878,1.944586567326212e-07,7.609251895246416e-08
1879,1.606752608740436e-07,5.742765907257308e-08
1880,1.4825224292636108e-07,5.90441839865008e-08
1881,1.812852019611455e-07,8.994534539397137e-08
1882,1.4774954903984394e-07,4.991538915533056e-08
1883,2.205449360914713e-07,1.0679682826975068e-07
1884,2.653882118508477e-07,7.790002332086488e-08
1885,1.3213552563229314e-07,8.379326610352678e-08
1886,1.8456906353270242e-07,8.58310715279309e-08
1887,1.8933881229532545e-07,7.312395272629502e-08
1888,1.8007345814474718e-07,8.559829933751928e-08
1889,1.9985786509080228e-07,6.703696309173779e-08
1890,1.5140632836363466e-07,8.061895179212186e-08
1891,1.7019166875797964e-07,6.24673552884758e-08
1892,2.0121924482197073e-07,5.95508662382116e-08
1893,2.512634016405002e-07,8.252278171916316e-08
1894,1.7707325072890967e-07,7.876924401628571e-08
1895,1.877807704886436e-07,7.82419888878394e-08
1896,1.8870492368705527e-07,6.30982101013089e-08
1897,2.913356745848361e-07,9.555810542849486e-08
1898,1.7597483858988738e-07,9.27970216224594e-08
1899,1.4648082924395567e-07,9.89436550469236e-08
1900,1.7026653675866754e-07,8.461416678429146e-08
1901,1.6319117124297122e-07,8.997869516136348e-08
1902,3.7661877883010675e-07,1.8266256207599696e-07
1903,1.895477246272037e-07,9.126372280121586e-08
1904,2.0584814652835348e-07,1.0695504215618712e-07
1905,1.6307998862430395e-07,7.637923327141749e-08
1906,1.7593110412938984e-07,9.825392632833996e-08
1907,1.697138349854299e-07,8.228549042144095e-08
1908,1.4243027846028156e-07,7.661766909805579e-08
1909,1.507269435374603e-07,8.691553921025275e-08
1910,1.5498037153616195e-07,8.336875156889079e-08
1911,1.9578976973022577e-07,8.938228335253484e-08
1912,1.344030695626941e-07,7.293190051882448e-08
1913,1.442413144481236e-07,8.113574412327296e-08
1914,1.660792423585633e-07,9.643310711071607e-08
1915,1.1898569596269226e-07,9.306802073449916e-08
1916,1.1866458748954756e-07,3.076489463182952e-08
1917,1.0856760046529246e-07,8.882803692600305e-08
1918,1.206069555337308e-07,6.317507228459363e-08
1919,1.2246438529928128e-07,7.09004339682906e-08
1920,1.3554294309159332e-07,9.99534583989714e-08
1921,1.582704221014808e-07,7.042655170153012e-08
1922,1.4165635509044705e-07,8.041949683956773e-08
1923,1.316377544746672e-07,1.1889861895042486e-07
1924,1.869285524147557e-07,1.3407289145561663e-07
1925,1.077821423223213e-07,8.908524473660862e-08
1926,1.0700293096022051e-07,1.3263904286020534e-07
1927,1.226414667598874e-07,8.250426475342465e-08
1928,1.2682905914385145e-07,1.0054915999813119e-07
1929,1.4593932351480987e-07,7.798284684668033e-08
1930,1.2394251536207435e-07,9.768351216798976e-08
1931,1.3002106591386564e-07,9.352392460471037e-08
1932,1.5014564569426625e-07,8.548438756861287e-08
1933,9.750062757163391e-08,9.520649824068528e-08
1934,9.824895919052778e-08,8.626737546535423e-08
1935,1.2806064209058832e-07,6.582556011380802e-08
1936,1.4792151281639576e-07,9.214783025512929e-08
1937,1.0324716726017868e-07,6.925115059175369e-08
1938,8.68669403075728e-08,7.649476430060531e-08
1939,1.2847002395233176e-07,9.788192301130039e-08
1940,2.1807733219247893e-07,2.7893612530860423e-08
1941,1.5938114472646703e-07,1.00351089216133e-07
1942,1.4867637787574495e-07,8.799214157306778e-08
1943,1.1032293678603367e-07,1.1612940697958152e-07
1944,1.3495381878669832e-07,5.462416652335378e-08
1945,1.067466950388507e-07,1.1328221205531008e-07
1946,9.605562212300356e-08,7.9350293447078e-08
1947,1.5497131777841844e-07,1.0251949111861336e-07
1948,1.1198044247429095e-07,7.827759018752545e-08
1949,1.0307858389069224e-07,1.0406028549958535e-07
1950,1.2443372554571397e-07,1.2124312442907126e-07
1951,9.382033283600322e-08,1.5778874662419895e-07
1952,1.4762726041617213e-07,1.5184517643263007e-07
1953,1.0235135861069722e-07,1.5514311357822663e-07
1954,1.3290649603092675e-07,1.7199664004152737e-07
1955,8.916327498553756e-08,1.567396550328226e-07
1956,1.2645655367293784e-07,1.125027264681222e-07
1957,1.1397198784734996e-07,1.519626529611351e-07
1958,1.1581140990646333e-07,1.1498418528432808e-07
1959,9.45591202006213e-08,1.2091166579075718e-07
1960,1.0865708383045458e-07,1.3772458529182074e-07
1961,1.1811871053479805e-07,1.3340465399025447e-07
1962,9.830032682289769e-08,1.3571786894317484e-07
1963,9.763740704826773e-08,1.0798308958115399e-07
1964,9.734349304402201e-08,1.0890303014932101e-07
1965,1.4610355947297649e-07,1.1327129678662118e-07
1966,1.0025725138973485e-07,1.2518308589726246e-07
1967,1.1191862037129852e-07,1.4002153547743035e-07
1968,1.1183625248101237e-07,1.0914140388673665e-07
1969,1.0218954737961639e-07,1.1218141876545573e-07
1970,1.0669042049826771e-07,9.933245981308403e-08
1971,1.4438897077972968e-07,1.1869698557376296e-07
1972,1.4261808001236886e-07,1.0670705696824712e-07
1973,1.0805879302466792e-07,1.3176556734606493e-07
1974,1.0801097549695271e-07,1.1588677972795836e-07
1975,9.081253127263267e-08,9.48105722820003e-08
1976,9.370183717827274e-08,1.1312783398942372e-07
1977,9.696690073113245e-08,1.3575365687135132e-07
1978,9.386134225408682e-08,1.0396034855197911e-07
1979,1.0006874340273697e-07,1.1235788555108428e-07
1980,1.0972341174531053e-07,9.72160782986009e-08
1981,1.1955288947707032e-07,1.0437156561238226e-07
1982,1.0614829071275977e-07,1.0304453934573132e-07
1983,9.409821188910428e-08,9.346667440013334e-08
1984,7.538710744547927e-08,1.0670175909499591e-07
1985,1.118893777629637e-07,1.3113916641493972e-07
1986,1.0070735645406614e-07,1.085001867240365e-07
1987,7.699629023250054e-08,1.0266172412176644e-07
1988,7.735554397036992e-08,9.534520706289129e-08
1989,7.628490161781798e-08,7.848014860201147e-08
1990,7.30119250058614e-08,9.426166514003853e-08
1991,7.737133805862939e-08,7.150987207937831e-08
1992,9.532203748552348e-08,9.201606787634375e-08
1993,7.367146120929036e-08,1.0247533899221395e-07
1994,6.540908947805235e-08,8.59813055198444e-08
1995,7.916778232974764e-08,7.862553719206744e-08
1996,7.5800911769619e-08,7.740233942676866e-08
1997,7.623882070095789e-08,8.918503724419935e-08
1998,6.484656012162304e-08,9.726983629665398e-08
1999,5.986963361181985e-08,9.048998284022503e-08
2000,5.036556061099873e-08,9.763849295740812e-08
2001,6.703253774276163e-08,7.053751271968167e-08
2002,5.958461252175695e-08,8.14907196722281e-08
2003,7.042099525733647e-08,1.0959007179511815e-07
2004,7.135761637133697e-08,1.0086971916067888e-07
2005,8.15178680113604e-08,8.061711698204022e-08
2006,7.412202157608405e-08,9.306431247857461e-08
2007,8.06884820347964e-08,9.666640332639531e-08
2008,6.939626667756826e-08,1.1622810189293453e-07
2009,6.723151102505653e-08,1.4590668961922404e-07
2010,7.36911718313138e-08,1.3084906935745266e-07
2011,8.718656374639977e-08,1.8087387759768703e-07
2012,1.2561692980250783e-07,1.9438282944372887e-07
2013,9.594590250072699e-08,1.545175247197328e-07
2014,1.0783916704060204e-07,1.5114806739546793e-07
2015,1.1880843830969212e-07,1.425257968312721e-07
2016,1.1765211205272408e-07,1.503792828039252e-07
2017,1.1923998022300708e-07,1.3609457261143376e-07
2018,1.1874747107842865e-07,1.3965734280141362e-07
2019,1.1632503915670611e-07,1.54589853140763e-07
