year,belles_ADJ îles_NOUN,belles_ADJ iles_NOUN,belles_ADJ piles_NOUN
1985,5.414002135495366e-09,0.0,1.8046674155058895e-09
1986,4.196139880008332e-09,0.0,1.1988970927134801e-09
1987,6.721898593298192e-09,0.0,0.0
1988,1.4391728697660255e-08,0.0,1.1993107618124554e-09
1989,4.390497743145261e-09,0.0,0.0
1990,7.628111475810329e-09,5.44865097484859e-10,5.44865097484859e-10
1991,7.6199047072123e-09,0.0,0.0
1992,1.2121876835635703e-08,0.0,5.509944167592096e-10
1993,1.772546376344053e-08,0.0,1.1078414852150331e-09
1994,3.164955852952289e-09,0.0,2.637463358823311e-09
1995,8.675921314704738e-09,0.0,1.0844901643380922e-09
1996,1.2811421257197253e-08,1.6014276571496566e-09,0.0
1997,1.102825741838842e-08,1.438468344439059e-09,9.58978896292706e-10
1998,1.0966696883940585e-08,9.536258449571733e-10,9.536258449571733e-10
1999,1.2339542720951613e-08,4.570201161957499e-10,9.140402323914998e-10
2000,6.627047355323157e-09,0.0,1.3254094488601709e-09
2001,4.8193329327261836e-09,4.3812117822561447e-10,2.190605918883648e-09
2002,8.762443215459825e-09,8.76244299341522e-10,1.3143663935011318e-09
2003,5.8336921959778465e-09,4.1669229178253886e-10,2.9168460979889232e-09
2004,9.250062049659391e-09,8.809582507929292e-10,0.0
2005,9.457874483587148e-09,4.5037495954858286e-10,2.251874686720612e-09
2006,1.6883348052942893e-08,0.0,8.235779835885637e-10
2007,1.078509459517818e-08,7.988958938831558e-10,1.5977917877663117e-09
2008,1.830699147831183e-08,0.0,2.1287198670449925e-09
2009,2.0503227560197956e-08,0.0,4.76819250749827e-10
2010,2.267420740054149e-08,0.0,4.723792912386671e-09
2011,3.326855591012645e-08,0.0,2.2943831279320648e-09
2012,3.982975727012672e-08,6.808505426114664e-10,5.446804340891731e-09
2013,2.0360612751346707e-08,0.0,9.204113027294625e-09
2014,2.4686075406066266e-08,2.1654451842767486e-10,6.063246349441442e-09
2015,3.08103977886276e-08,2.2165753954528356e-10,4.211493376260478e-09
2016,2.5477483234226384e-08,2.0713400439298368e-10,7.2496901815100045e-09
2017,2.2388940479345365e-08,2.515611330355938e-10,2.7671724911471074e-09
2018,2.1942467398616827e-08,5.162933414126769e-10,5.162933192082164e-09
2019,2.423438338894357e-08,0.0,4.3366790158927415e-09
