year,ils_PRON osent_VERB,ils_PRON posent_VERB
1870,2.201874806928572e-07,1.7030124865868856e-07
1871,2.3472802013202454e-07,1.3276471921841448e-07
1872,2.0621426699563017e-07,7.135860435880659e-08
1873,2.0472135275895198e-07,9.158586600221952e-08
1874,2.0134433498242288e-07,1.0037343045610214e-07
1875,1.9739268708462987e-07,1.1156977919313249e-07
1876,1.5235957562254043e-07,8.766721038000469e-08
1877,2.7522431622628574e-07,1.0204946221392674e-07
1878,1.7211402081329652e-07,1.4312640139735322e-07
1879,2.052733236723725e-07,1.0630225943941696e-07
1880,1.655804275912942e-07,8.792449435190974e-08
1881,2.0429446578873467e-07,1.0598211197532237e-07
1882,1.4708400897234242e-07,1.1780031528019208e-07
1883,1.7188601475481846e-07,1.289145181715412e-07
1884,1.7098395943548894e-07,1.3731529691085598e-07
1885,1.727430358755555e-07,1.2697902640468328e-07
1886,2.0457481042512882e-07,1.0906354219741843e-07
1887,1.5081815973871926e-07,1.3841320267715673e-07
1888,1.5407693609859052e-07,1.1539918887137901e-07
1889,1.5474887504751678e-07,1.1026640400757515e-07
1890,1.5599439251445801e-07,1.219115866035736e-07
1891,1.2047276243265514e-07,1.2429729245866383e-07
1892,1.7301094601407385e-07,1.0781841019991134e-07
1893,1.3117427144493377e-07,1.3240595286845291e-07
1894,1.1657847664992005e-07,1.3044186530919433e-07
1895,1.7213237235580436e-07,1.0291830854214368e-07
1896,1.4565661388132867e-07,1.3799047771101414e-07
1897,1.415891404121794e-07,1.089595436098989e-07
1898,1.1203542449322867e-07,1.1429877133650734e-07
1899,1.1773742158993628e-07,9.617986584942173e-08
1900,1.4223485678144243e-07,1.0382106552242476e-07
1901,1.1568689650687247e-07,9.836180581146436e-08
1902,1.3110457786069674e-07,8.249276817196005e-08
1903,1.4850605722926957e-07,1.2150495365403913e-07
1904,1.0588011711831768e-07,1.2200399091000236e-07
1905,1.646282115075337e-07,1.352118879083264e-07
1906,1.579264612416864e-07,1.1780182518350557e-07
1907,1.6817098469346092e-07,1.5428530275585217e-07
1908,1.46850531734799e-07,1.3653662023216384e-07
1909,1.6833008942285232e-07,1.155206561520572e-07
1910,1.7849462707886232e-07,1.5818686094348777e-07
1911,1.1438804392582824e-07,1.3088120454085583e-07
1912,1.0939784722552304e-07,1.0210465894999743e-07
1913,1.649229766087501e-07,1.1401427713053636e-07
1914,1.413012959972093e-07,1.171930179566516e-07
1915,1.6257450852208422e-07,1.3547876065445053e-07
1916,1.9118183303135083e-07,1.175658432828186e-07
1917,1.798493549642899e-07,1.9410571638900365e-07
1918,1.7344428115961819e-07,1.608092716764986e-07
1919,1.1233574603863872e-07,1.1878124617226149e-07
1920,1.2267015137013004e-07,1.8249078692633702e-07
1921,1.1964940682673841e-07,1.3630945261411398e-07
1922,9.81265451116542e-08,1.0550447981927391e-07
1923,1.1677543199084539e-07,1.560544404810571e-07
1924,1.6114530509980796e-07,1.8821772229671296e-07
1925,1.2647904767959517e-07,1.781704881409496e-07
1926,1.136906142562566e-07,1.950574208819944e-07
1927,1.1595194138180887e-07,1.4048023544432908e-07
1928,9.026572200809824e-08,1.862444705125199e-07
1929,1.1251810505541471e-07,1.5039548983963869e-07
1930,1.1553964007759987e-07,1.6805765667982087e-07
1931,9.694552893790842e-08,1.6195606278301966e-07
1932,9.425201596968691e-08,1.4466588282857629e-07
1933,1.055300877794707e-07,1.4453034324901637e-07
1934,9.3456325345187e-08,1.6414765013905708e-07
1935,7.420336167740516e-08,1.7593377776847774e-07
1936,1.2852197173174318e-07,1.7580835987018872e-07
1937,7.554671022091952e-08,1.888667711114067e-07
1938,6.093650739558143e-08,1.8410604596397206e-07
1939,7.494084641734844e-08,2.1258730242834645e-07
1940,4.817987697691706e-08,1.2171758001500166e-07
1941,7.969056881051984e-08,1.2986611253040792e-07
1942,2.123948235066564e-07,2.093606141784221e-07
1943,1.0161323338309103e-07,2.2935558519066035e-07
1944,9.31823986860536e-08,2.184966518825604e-07
1945,1.0456819410364915e-07,1.6338780284286258e-07
1946,1.0440828646096634e-07,2.0185600391187108e-07
1947,7.510148591904908e-08,2.0861524063775505e-07
1948,7.610321439699419e-08,2.1635056413060738e-07
1949,6.970075983048218e-08,2.1204737521429706e-07
1950,1.1379837161484829e-07,2.095166209414856e-07
1951,7.249753153359961e-08,2.0896347763255108e-07
1952,8.119499028680366e-08,1.9296990672046377e-07
1953,8.511323557058859e-08,2.3055990538978222e-07
1954,1.1042966008290023e-07,2.3551811523248034e-07
1955,7.414630331936678e-08,2.8156823361769057e-07
1956,7.500181631314717e-08,2.973909332126823e-07
1957,7.156380554818043e-08,1.9613783308614074e-07
1958,7.693186354629233e-08,2.4816729649046465e-07
1959,7.673240531858028e-08,2.720512526366292e-07
1960,8.512625093715087e-08,2.7129666335667935e-07
1961,1.0352757584541905e-07,2.3693222317433538e-07
1962,9.57635410969715e-08,2.403601513378817e-07
1963,1.0216364287884971e-07,2.5928873981229117e-07
1964,1.1133661814710649e-07,2.7438697713932925e-07
1965,1.056104377283873e-07,2.74696581925582e-07
1966,9.804162637294667e-08,2.619982311102831e-07
1967,1.3311906243984595e-07,2.736336242037396e-07
1968,1.1273453637272723e-07,2.7217980402838293e-07
1969,1.7258680173881658e-07,2.51613386126337e-07
1970,1.0025220298359727e-07,2.4695153655329705e-07
1971,1.2023850004538872e-07,2.5178147922133576e-07
1972,1.2414955463668775e-07,2.6522859997157866e-07
1973,1.1522595499968702e-07,2.7235225985577927e-07
1974,1.1363654905949261e-07,2.981552995606762e-07
1975,9.880860574185135e-08,2.650126802450359e-07
1976,8.627425529539323e-08,3.4052620634383857e-07
1977,1.169479588725153e-07,2.8854998390670517e-07
1978,9.742569417880986e-08,3.15445397802705e-07
1979,1.0123913618542701e-07,3.113249817943142e-07
1980,9.38049851129108e-08,2.9790189159939473e-07
1981,1.0626922986034515e-07,2.9160784009718554e-07
1982,1.1918404219102285e-07,2.979601134711629e-07
1983,7.894144893327848e-08,3.2839643893112225e-07
1984,8.930473427426477e-08,3.085072464159566e-07
1985,9.023337277369592e-08,2.869421180662357e-07
1986,9.351396990098237e-08,3.1770773034622835e-07
1987,8.61625153447676e-08,3.2631761825996364e-07
1988,1.025410707455876e-07,3.0702356212941595e-07
1989,1.1305531444349981e-07,3.287385226258266e-07
1990,8.17297625133051e-08,3.492585278763727e-07
1991,8.909427329228947e-08,3.0596848432651313e-07
1992,7.218026976119063e-08,2.914760415251294e-07
1993,1.0302925623761894e-07,3.25705400427978e-07
1994,9.494867825310394e-08,3.312653831244461e-07
1995,9.16394213845706e-08,3.3402296395479425e-07
1996,9.395042255277986e-08,3.304279090343698e-07
1997,7.6238821478114e-08,3.2413487360827276e-07
1998,9.48857739047071e-08,3.2947774286640197e-07
1999,1.0602866851172621e-07,3.253983180684372e-07
2000,1.0028931640704286e-07,3.684638301137966e-07
2001,9.81391465870729e-08,3.39543916538787e-07
2002,1.0646368409084062e-07,3.250866313919687e-07
2003,1.0375638304083168e-07,3.7835660293694673e-07
2004,1.1056026139044661e-07,3.655976712479969e-07
2005,1.1664711685455131e-07,4.012840832956499e-07
2006,1.0706513720037947e-07,3.570210509451499e-07
2007,9.746530160725797e-08,3.5510922202774964e-07
2008,1.0047557452708133e-07,3.461298518914191e-07
2009,1.1682071487939538e-07,3.633362695154574e-07
2010,1.0770248337621524e-07,3.4294737361051375e-07
2011,1.1165998259343723e-07,3.7169007782722474e-07
2012,1.3310627977602962e-07,3.455316601730374e-07
2013,1.1797998666907006e-07,3.0429353614636057e-07
2014,1.3382451058419065e-07,3.289311223397817e-07
2015,1.1415363587730099e-07,2.8194838819217694e-07
2016,1.3691557754214045e-07,2.6678859654793996e-07
2017,1.1974310254458942e-07,3.104264436615267e-07
2018,1.0609828038354863e-07,2.991919814121502e-07
2019,1.209168196680821e-07,3.0815931495453697e-07
