year,avez_VERB eu_VERB,avez_VERB pu_VERB
1840,2.161872316719382e-06,1.1879469639097806e-06
1841,2.1219912014203146e-06,1.1916538369405316e-06
1842,2.1124326394783566e-06,1.1692505950122722e-06
1843,2.2050498955650255e-06,1.2162330449427827e-06
1844,1.9402064026508015e-06,1.2272422509340686e-06
1845,2.1210446448094444e-06,1.0903764859904186e-06
1846,2.2077324501879048e-06,1.1533367114680004e-06
1847,1.8719879335549194e-06,1.094824369829439e-06
1848,2.124743105014204e-06,1.2285053117011557e-06
1849,2.175296231143875e-06,1.3147301842764136e-06
1850,2.207102625106927e-06,1.3442212321024272e-06
1851,2.1050968825875316e-06,1.0570630593065289e-06
1852,2.140016249541077e-06,1.0416872555651935e-06
1853,2.124813363479916e-06,1.065989863491268e-06
1854,2.0569634671119275e-06,1.200718088512076e-06
1855,2.230505742772948e-06,1.131439034907089e-06
1856,2.460200221321429e-06,1.0162822263737326e-06
1857,2.294309297212749e-06,1.1525243053256418e-06
1858,2.703756081245956e-06,1.2405469078657916e-06
1859,2.2069480110076256e-06,1.050006176228635e-06
1860,2.5174510938086314e-06,1.2600987702171551e-06
1861,2.549450073274784e-06,1.3393337212619372e-06
1862,2.8196752737130737e-06,1.2817527021979913e-06
1863,2.4833254883560585e-06,1.2781234772774042e-06
1864,2.533534143367433e-06,1.5525329217780381e-06
1865,2.6226537102047587e-06,1.6657521655361052e-06
1866,2.5053041099454276e-06,1.128822191276413e-06
1867,2.414758910163073e-06,1.2631868457901874e-06
1868,2.146869292118936e-06,1.2927650914207334e-06
1869,2.454456762279733e-06,1.3546882655646186e-06
1870,2.2523342977365246e-06,1.1932555707971915e-06
1871,2.555455239416915e-06,1.2607337112058303e-06
1872,2.6076127142005134e-06,1.551747232042544e-06
1873,2.2633082608081168e-06,1.700623897704645e-06
1874,2.4071700863714796e-06,1.7039585600286955e-06
1875,2.570109927546582e-06,1.8423316987536964e-06
1876,2.3156237602961482e-06,1.4129536793916486e-06
1877,2.49186246037425e-06,1.5690877717133844e-06
1878,2.0538941498671193e-06,1.2688125252680038e-06
1879,2.3618651994183892e-06,1.5676528164476622e-06
1880,2.452258968332899e-06,1.3509566088032443e-06
1881,2.448047325742664e-06,1.7947234027815284e-06
1882,2.6847824301512446e-06,1.4568638562195702e-06
1883,2.396925310677034e-06,1.3011518831262947e-06
1884,2.034643102888367e-06,1.2556428146126564e-06
1885,1.8421626464260044e-06,1.473472366342321e-06
1886,1.8463359765519272e-06,1.2532626669781166e-06
1887,1.9162393982696813e-06,1.3018675417697523e-06
1888,1.7962961464945693e-06,1.1356040658938582e-06
1889,1.9515900930855423e-06,1.215436554957705e-06
1890,1.9617277757788543e-06,1.388219061482232e-06
1891,1.7707583310766495e-06,1.3175513231544755e-06
1892,1.833539840845333e-06,1.2894330438939505e-06
1893,1.7582278815098107e-06,1.111594201574917e-06
1894,1.7852261180451023e-06,1.1103312544946675e-06
1895,1.7748893696989398e-06,1.2302048162382562e-06
1896,1.6081197600215091e-06,1.2088909215890453e-06
1897,1.7054790077963844e-06,1.228271230502287e-06
1898,2.094722958645434e-06,1.2697348665824393e-06
1899,1.8451056575941038e-06,1.3105888001518906e-06
1900,1.674633722359431e-06,1.2162637403889676e-06
1901,1.5654057961000944e-06,1.2552308135127532e-06
1902,1.4779953971810755e-06,1.0596392030493007e-06
1903,1.5271823485818459e-06,1.1410664910727064e-06
1904,1.777926058821322e-06,1.1813426681328565e-06
1905,1.8042013607555418e-06,1.2277445193831227e-06
1906,1.6060143934737425e-06,1.0298657571183867e-06
1907,1.6318241478074924e-06,1.1813111768788076e-06
1908,1.7268444025830831e-06,1.1659637948469026e-06
1909,1.852181185313384e-06,1.2635758821488707e-06
1910,1.85548913123057e-06,1.19762421491032e-06
1911,1.6285665651594172e-06,1.060882595993462e-06
1912,1.7717242144499323e-06,1.054386871146562e-06
1913,1.5304428870877018e-06,1.084461359823763e-06
1914,1.4920344710844802e-06,9.73036890172807e-07
1915,1.4325406709758681e-06,7.975575613272667e-07
1916,1.582194499860634e-06,9.196505743602756e-07
1917,1.5484591813219595e-06,1.0823861202879925e-06
1918,1.5276880276360316e-06,9.085723604584928e-07
1919,1.5082455320225563e-06,1.1730799087672494e-06
1920,1.6931510344875278e-06,9.450145057599002e-07
1921,1.564529611641774e-06,1.0314081464457558e-06
1922,1.6954495549725834e-06,1.0166795618715696e-06
1923,1.766493824106874e-06,1.0860114798560971e-06
1924,1.8525264522395446e-06,9.849201205724967e-07
1925,1.857592224041582e-06,1.2097996204829542e-06
1926,1.6786084415798541e-06,1.0388200735178543e-06
1927,2.238764409412397e-06,1.0892792943195673e-06
1928,1.7196191492985236e-06,9.849247817328433e-07
1929,2.0721156488434644e-06,1.0393998763902346e-06
1930,1.7246917423108243e-06,1.006245270218642e-06
1931,1.6115768630697858e-06,1.075525119631493e-06
1932,1.6362588439733372e-06,8.800507771411503e-07
1933,1.5405099702547886e-06,8.763585697124654e-07
1934,1.6055317928476143e-06,9.285724900109926e-07
1935,1.6181120372493751e-06,8.653069585307094e-07
1936,1.416166696799337e-06,8.463050562568242e-07
1937,1.4832337456027744e-06,8.347911375494732e-07
1938,1.4871101257085684e-06,7.416102789647994e-07
1939,1.4605818705604179e-06,8.442315788670385e-07
1940,1.1132086683574016e-06,5.857658607055782e-07
1941,1.7207260043505812e-06,7.614876835759787e-07
1942,1.514071641395276e-06,8.16202941678057e-07
1943,1.5387146277134889e-06,6.038729338797566e-07
1944,1.84436885319883e-06,8.418547849942115e-07
1945,1.7950873143490753e-06,8.409025440414553e-07
1946,1.5661241832276573e-06,8.561478921365051e-07
1947,2.2768863345845602e-06,1.1384431672922801e-06
1948,1.6057778111644438e-06,1.0447884051245637e-06
1949,1.5245814211084507e-06,8.403359288422507e-07
1950,1.7644064200794674e-06,9.369753684040916e-07
1951,1.888134306682332e-06,1.0885290748774423e-06
1952,1.4984166227804963e-06,9.015807336254511e-07
1953,1.5201870837699971e-06,7.69251300880569e-07
1954,1.557742280056118e-06,8.365290682377235e-07
1955,1.6171402421605308e-06,7.790054610268271e-07
1956,1.6081785361166112e-06,9.165920005216321e-07
1957,1.6044429003159166e-06,9.356305099572637e-07
1958,1.5609723504894646e-06,8.520410688106494e-07
1959,1.6888880054466426e-06,8.347555535692663e-07
1960,1.5668766764065367e-06,8.311920964843011e-07
1961,1.6084989056253107e-06,8.511495366292365e-07
1962,1.8442409555063932e-06,8.929474688557093e-07
1963,1.620392936274584e-06,7.836856639187317e-07
1964,2.0551644865918206e-06,8.937349207371881e-07
1965,1.570476456436154e-06,7.972766979946755e-07
1966,1.531000293653051e-06,7.23403161373426e-07
1967,1.698993628451717e-06,8.943628699853434e-07
1968,1.642061647544324e-06,8.416913033215678e-07
1969,1.5750815691717435e-06,8.225123337979312e-07
1970,1.5741435390737024e-06,8.240915008173033e-07
1971,1.5980416492311633e-06,7.137234092624567e-07
1972,1.357949827252014e-06,6.920568011992145e-07
1973,1.3060779338047723e-06,6.119656177361321e-07
1974,1.2623783050003112e-06,6.92507853727875e-07
1975,1.2285394177524722e-06,6.625317041653034e-07
1976,1.1849854217871325e-06,5.702099770132918e-07
1977,1.1248160944887786e-06,5.653463972521422e-07
1978,1.2142568266426679e-06,5.869304118277796e-07
1979,1.4916680584065034e-06,6.290871397141018e-07
1980,1.3144068589099334e-06,6.566348815795209e-07
1981,1.345444388789474e-06,6.02824854922801e-07
1982,1.2222571967868134e-06,5.555714324145811e-07
1983,1.2933767266076757e-06,5.677468948306341e-07
1984,1.220691274284036e-06,6.30932106560067e-07
1985,1.0581367178019718e-06,5.311737822921714e-07
1986,1.2978060794921475e-06,6.683851552224951e-07
1987,1.1421116141718812e-06,6.141370931800338e-07
1988,1.1387455742806196e-06,5.522825858861324e-07
1989,1.4230701026463066e-06,6.141208928056585e-07
1990,1.1333194152030046e-06,4.892888796348416e-07
1991,1.206875708703592e-06,5.88491104736022e-07
1992,1.031461579259485e-06,5.179347795092326e-07
1993,1.2153020634286804e-06,5.195776680011477e-07
1994,1.3588211231763125e-06,5.670545988323283e-07
1995,1.0514131645322777e-06,5.21097547334648e-07
1996,1.09964696548559e-06,5.279373453959124e-07
1997,1.0898795608227374e-06,4.972305305273039e-07
1998,1.0661536862244247e-06,5.049448645877419e-07
1999,1.1768267995648785e-06,5.365416200220352e-07
2000,9.450169500269112e-07,4.1971298969656345e-07
2001,1.0931123597401893e-06,4.858763986703707e-07
2002,1.049740717462555e-06,4.797437327397347e-07
2003,1.1121517218271038e-06,4.941970814797969e-07
2004,9.981256425817264e-07,5.224082428867405e-07
2005,1.0691901479731314e-06,4.90458319291065e-07
2006,1.181010816253547e-06,5.592094680650916e-07
2007,1.5163044508881285e-06,6.782626087442623e-07
2008,1.4603018598791095e-06,6.769329274902702e-07
2009,1.6278609109576792e-06,7.466989586646378e-07
2010,1.97690746972512e-06,8.838216558615386e-07
2011,2.227463710369193e-06,1.0580930620562867e-06
2012,2.707061867113225e-06,1.2510628266682033e-06
2013,3.035683675989276e-06,1.347705165244406e-06
2014,3.1468248380406294e-06,1.3291502227730234e-06
2015,3.217580797354458e-06,1.4813373354627402e-06
2016,3.2928091968642548e-06,1.532170244900044e-06
2017,2.8154722713225055e-06,1.3360411230678437e-06
2018,3.226317176086013e-06,1.4887318684486672e-06
2019,3.3479163903393783e-06,1.5668166497562197e-06
