year,beaux_ADJ yeux_NOUN
1877,2.2116901163826697e-06
1878,1.7235558971151477e-06
1879,1.950096702785231e-06
1880,1.9426820472290274e-06
1881,1.9467240690573817e-06
1882,2.1031016785855172e-06
1883,2.144783593394095e-06
1884,1.829330244618177e-06
1885,1.710671767796157e-06
1886,1.7514701085019624e-06
1887,1.6922972463362385e-06
1888,1.7284515934079536e-06
1889,1.7366959355058498e-06
1890,1.5370036408057786e-06
1891,1.7484485397289973e-06
1892,1.6874835182534298e-06
1893,1.4952635183362872e-06
1894,1.6730587049096357e-06
1895,1.553404445076012e-06
1896,1.536765807941265e-06
1897,1.6442985497633344e-06
1898,1.3964819345346768e-06
1899,1.5842039147173637e-06
1900,1.6087074072856922e-06
1901,1.6017326061046333e-06
1902,1.3655499060405418e-06
1903,1.4829005294814124e-06
1904,1.3038841188972583e-06
1905,1.410435402249277e-06
1906,1.3945884802524233e-06
1907,1.711538288873271e-06
1908,1.7415785578123177e-06
1909,1.8532813328420161e-06
1910,1.8704527064983267e-06
1911,1.5189667692538933e-06
1912,1.5055227322591236e-06
1913,1.6890022607185529e-06
1914,1.4940435448806966e-06
1915,1.0920766726485454e-06
1916,1.2855330169259105e-06
1917,1.343386998087226e-06
1918,1.4564725461241324e-06
1919,1.7476496623203275e-06
1920,1.652260948503681e-06
1921,1.9469532617222285e-06
1922,1.8983428162755445e-06
1923,2.2272258775046794e-06
1924,2.1232506242085947e-06
1925,2.2920203264220618e-06
1926,2.278270812894334e-06
1927,2.770582341327099e-06
1928,1.7996014776144875e-06
1929,2.056518951576436e-06
1930,1.7866630059870658e-06
1931,1.7495816564405686e-06
1932,1.5584461152684526e-06
1933,1.452185870221001e-06
1934,1.4593564401366166e-06
1935,1.3715654176849057e-06
1936,1.414954226675036e-06
1937,1.4706425872645923e-06
1938,1.833281316976354e-06
1939,1.5156404060689965e-06
1940,1.065028868652007e-06
1941,1.5170722917901003e-06
1942,1.5990295878509642e-06
1943,1.5735535043859272e-06
1944,1.4459337762673385e-06
1945,1.7210181795235258e-06
1946,1.922504452522844e-06
1947,1.7619047412154032e-06
1948,1.5970803133313893e-06
1949,1.568757966197154e-06
1950,2.028163407885586e-06
1951,1.4595459560950985e-06
1952,1.6787328149803216e-06
1953,1.3004009815631434e-06
1954,1.684785274846945e-06
1955,1.1910336752407602e-06
1956,1.4084644135436974e-06
1957,1.2748959079544875e-06
1958,1.561799535920727e-06
1959,1.3858336842531571e-06
1960,1.6540791420993628e-06
1961,1.5362379599537235e-06
1962,1.5950020042510005e-06
1963,1.4076597381063038e-06
1964,1.4589355714633712e-06
1965,1.3411978443400585e-06
1966,1.5398627510876395e-06
1967,1.640322693674534e-06
1968,1.9209785477869445e-06
1969,1.1640524917311268e-06
1970,1.3018990330238012e-06
1971,1.539977688480576e-06
1972,1.2466257430787664e-06
1973,1.0612917549224221e-06
1974,9.090923640542314e-07
1975,9.715228088680306e-07
1976,8.707414735908969e-07
1977,8.762281709095987e-07
1978,1.2297024341023644e-06
1979,1.1341123808961129e-06
1980,9.374813316753716e-07
1981,1.0044972214018344e-06
1982,9.286423505727726e-07
1983,9.952938171409187e-07
1984,9.069649422599468e-07
1985,9.817390491662081e-07
1986,1.0502338909645914e-06
1987,9.710088306746911e-07
1988,8.790947845227493e-07
1989,8.934662787396519e-07
1990,9.3444361937145e-07
1991,7.825055945431814e-07
1992,8.584493116359226e-07
1993,9.843171255852212e-07
1994,9.204746902469196e-07
1995,9.90139483292296e-07
1996,8.738456926948857e-07
1997,8.045832942116249e-07
1998,9.536258289699617e-07
1999,1.0013310429712874e-06
2000,9.136489325101138e-07
2001,9.042821034199733e-07
2002,1.0089953548231279e-06
2003,9.571422197041102e-07
2004,9.373395641887328e-07
2005,1.0277556157234358e-06
2006,1.0562387160462094e-06
2007,1.1927515970455715e-06
2008,1.3151230859875795e-06
2009,1.4318882222141838e-06
2010,1.7435520476283273e-06
2011,1.7968844758797786e-06
2012,2.247147222078638e-06
2013,2.6231721221847693e-06
2014,2.935044449259294e-06
2015,3.234426912968047e-06
2016,3.543234242897597e-06
2017,2.5442893729632488e-06
2018,3.218056463083485e-06
2019,3.277253881606157e-06
