year,mois_NOUN heureux_ADJ
1894,3.150769645188234e-09
1895,1.3240951446391591e-08
1896,7.66613794667137e-09
1897,8.157399200570126e-09
1898,1.2448380992680086e-08
1899,4.4220627160029835e-09
1900,7.786579381274805e-09
1901,5.029864968975062e-09
1902,5.4013122863239005e-09
1903,5.400220270956879e-09
1904,3.7622376325430196e-09
1905,7.2250627702885595e-09
1906,2.1605575106775632e-08
1907,1.0799970695529737e-08
1908,5.40252820258047e-09
1909,3.850688656825696e-09
1910,9.085055929780594e-09
1911,6.384448969498635e-09
1912,1.0939784800267915e-08
1913,2.7045247597001776e-08
1914,1.4732836284281348e-08
1915,4.712304768617059e-09
1916,1.648119329900055e-08
1917,1.0966424435210342e-09
1918,2.2972752589112133e-09
1919,4.603924241841639e-09
1920,3.028892692213958e-09
1921,1.4388220004324381e-08
1922,1.2542490601674672e-08
1923,2.2293490609115452e-08
1924,1.804827398643738e-08
1925,9.898359909499277e-09
1926,7.802297141701331e-09
1927,1.1149224654616319e-08
1928,1.0283437212876834e-08
1929,1.1140405931087116e-08
1930,1.6805765667982087e-08
1931,1.4826963656844327e-08
1932,9.863582839386709e-09
1933,6.882397318719313e-09
1934,1.1981580172459871e-08
1935,1.0771455727365264e-08
1936,1.8187072292619177e-08
1937,1.2591118370153254e-08
1938,9.075650453382877e-09
1939,7.647025235257843e-09
1940,1.0143131667916805e-08
1941,1.1806010391524069e-08
1942,3.034211770724937e-09
1943,5.806470415592457e-09
1944,1.2852744646352221e-08
1945,4.357008087652048e-09
1946,1.3921104269343232e-08
1947,1.3112957830685446e-08
1948,1.522064296821668e-08
1949,1.2762111145647737e-08
1950,2.871547555294285e-08
1951,1.1727541604500402e-08
1952,1.5817205323287453e-08
1953,8.619062019654677e-09
1954,1.7590565448699635e-08
1955,1.8771215692936494e-09
1956,8.72114114258693e-09
1957,8.835037590415595e-09
1958,1.1581141212690937e-08
1959,4.650448914844674e-09
1960,1.1765416696452036e-08
1961,6.94815938118154e-09
1962,5.707760764028791e-09
1963,9.052474325699222e-09
1964,1.2776333768727e-08
1965,7.1136563306595235e-09
1966,1.0524242255449678e-08
1967,8.381570104631919e-09
1968,1.0779397763283072e-08
1969,7.2668124850849836e-09
1970,5.978342709767048e-09
1971,6.166076982339064e-09
1972,1.0773308467548759e-08
1973,4.9618833486420044e-09
1974,6.1881286761433785e-09
1975,1.2565256835017635e-08
1976,5.713526984862938e-09
1977,5.289103821581875e-09
1978,7.72276909088987e-09
1979,5.851973128301324e-09
1980,1.3644362084619388e-08
1981,4.427884725544118e-09
1982,1.1794254461960918e-08
1983,6.946847541655643e-09
1984,7.538710988796993e-09
1985,3.0077789148208467e-09
1986,5.994485352545098e-09
1987,5.49973533381376e-09
1988,4.797243047249822e-09
1989,5.488121956886971e-09
1990,5.993515905799995e-09
1991,5.2753188484189195e-09
1992,2.7549720282848966e-09
1993,6.647049133334804e-09
1994,2.637463358823311e-09
1995,2.7112254663563817e-09
1996,2.135236876199542e-09
1997,7.192341833217597e-09
1998,5.72175506974304e-09
1999,7.312321859131998e-09
2000,5.743440834038438e-09
2001,4.381211837767296e-09
2002,9.200564754507923e-09
2003,3.333538334260311e-09
2004,4.845270407116686e-09
2005,3.1526248278623825e-09
2006,5.7650457740976435e-09
2007,3.994479413904628e-09
2008,5.5346714711301814e-09
2009,4.291373478793048e-09
2010,6.140930874920514e-09
2011,5.7359579308524644e-09
2012,7.148930780687124e-09
2013,7.80955033974351e-09
2014,9.31141466709029e-09
2015,9.75293215632611e-09
2016,8.906762577476357e-09
2017,5.534344982294215e-09
2018,9.29327992338358e-09
2019,7.908062094053037e-09
