year,leurs_DET anneaux_NOUN,leurs_DET panneaux_NOUN
1858,1.0961834107092727e-07,3.131952697188467e-08
1859,1.1661077081726035e-07,1.2221216039165483e-08
1860,1.6249002543489155e-07,3.84483456183915e-08
1861,1.5515521012421374e-07,2.4051414637682456e-08
1862,8.900433101644012e-08,3.9758280334645235e-08
1863,1.0538649775071462e-07,2.8968800691586694e-08
1864,1.5966443811521458e-07,2.589153069720851e-08
1865,9.554894009333736e-08,1.8827377989971694e-08
1866,1.3575060658910232e-07,4.281739451883482e-08
1867,1.805245872787964e-07,2.5719900875742496e-08
1868,1.0818324114314493e-07,3.803702952609456e-08
1869,1.1915786946037343e-07,1.1232094143664995e-08
1870,1.0607990086342056e-07,1.9495765002375265e-08
1871,6.797553298021342e-08,3.080141297573391e-08
1872,1.4332194619992578e-07,4.051717183983783e-08
1873,1.3468509507674753e-07,3.831042993951428e-08
1874,9.619120999726505e-08,2.4495896866483235e-08
1875,6.808617314391086e-08,3.375701029817435e-08
1876,9.552703650328453e-08,2.6602464231473277e-08
1877,1.4781709722910819e-07,1.9172929910382663e-08
1878,9.48136901768315e-08,2.4156355138416075e-08
1879,1.0385852688976627e-07,2.932476128592043e-08
1880,9.177520010617002e-08,1.6044615636090498e-08
1881,1.9104670911929134e-07,1.4642266066289267e-08
1882,1.5174278344964875e-07,3.261138559196297e-08
1883,1.1058842935840474e-07,3.222862893226264e-08
1884,1.247720753383419e-07,3.6969503014461225e-08
1885,1.0313017151375448e-07,3.0939052209078e-08
1886,8.518572108817679e-08,3.291266637006629e-08
1887,9.401651612783724e-08,3.1991731541669566e-08
1888,1.3188478931169811e-07,3.4239320712003973e-08
1889,8.269980522612741e-08,2.568706025662948e-08
1890,1.0945825429375944e-07,3.211649257650606e-08
1891,9.497587549756048e-08,1.784781566982474e-08
1892,9.026658043254088e-08,3.510367085901578e-08
1893,9.176040549618847e-08,3.571881634911733e-08
1894,6.868678070759415e-08,1.9534772022211655e-08
1895,7.944571223106323e-08,4.513960760732516e-08
1896,1.450669135927285e-07,2.771603646589682e-08
1897,7.691261605380362e-08,3.729096675897381e-08
1898,1.035478933708589e-07,3.734514208986184e-08
1899,8.291367770141278e-08,3.592926134388108e-08
1900,8.305684673359792e-08,3.7894689164374995e-08
1901,8.830207320897898e-08,2.9620317087974968e-08
1902,7.021705600296357e-08,3.1425815949504e-08
1903,7.668312451691861e-08,3.510143287144274e-08
1904,7.363236420587782e-08,4.084715321539534e-08
1905,6.192910650959504e-08,4.128607078435209e-08
1906,8.385021005308246e-08,3.4980454088895385e-08
1907,6.119983514407679e-08,2.8799923057487575e-08
1908,9.036956050145761e-08,3.781769430943882e-08
1909,7.261298023975016e-08,3.190570296851547e-08
1910,9.993562055665706e-08,5.344150721953156e-08
1911,6.171634225893285e-08,2.2877609140437016e-08
1912,6.824341625133457e-08,2.5005221004903433e-08
1913,6.893886667080906e-08,2.757554695698161e-08
1914,7.701255100300841e-08,2.477795241206948e-08
1915,5.772573175022444e-08,2.473960036830647e-08
1916,1.3844201873780548e-07,3.84561182897869e-08
1917,6.470190427876332e-08,3.838248474608008e-08
1918,8.385054695025929e-08,2.8715941624568586e-08
1919,8.194984918441506e-08,4.4197673521040315e-08
1920,7.572231464081369e-08,2.5745587883818644e-08
1921,8.027112052833019e-08,3.180554092319099e-08
1922,7.746831931498832e-08,5.016996240669869e-08
1923,8.280439223184999e-08,3.290944050604594e-08
1924,6.83256118350073e-08,2.3204924093356283e-08
1925,1.0888195856040284e-07,3.51941706888681e-08
1926,6.35329868714507e-08,6.687682940764716e-08
1927,9.253856902979862e-08,3.902228862262547e-08
1928,7.65544745373603e-08,4.570416389793053e-08
1929,8.355305114449152e-08,3.3421218015305953e-08
1930,5.882018072611572e-08,3.991369368350206e-08
1931,6.272946251328904e-08,2.167017765231094e-08
1932,6.13734059129456e-08,4.055028501870339e-08
1933,6.308864186621577e-08,4.4735583459853956e-08
1934,5.6313425034204556e-08,2.995395043114968e-08
1935,6.462873614054843e-08,2.6330225111337313e-08
1936,6.183604295273426e-08,3.273672888326473e-08
1937,5.162358363008934e-08,1.7627565185307503e-08
1938,5.704694228114704e-08,1.9447821131279852e-08
1939,6.72938256229827e-08,1.8352860564618823e-08
1940,6.593035806190528e-08,1.0143131667916805e-08
1941,7.37875680556499e-08,3.246652724442356e-08
1942,6.978687383529802e-08,3.034211815133858e-08
1943,6.387117679196308e-08,5.2258233296242906e-08
1944,7.711646787811333e-08,3.534504600111177e-08
1945,5.8819608739213436e-08,3.0499055725385915e-08
1946,6.682130138102593e-08,2.7842208538686464e-08
1947,7.629357656746549e-08,3.457052599742383e-08
1948,5.109787437618252e-08,1.848220954059343e-08
1949,6.381055328574803e-08,2.3560819073509265e-08
1950,9.040057591391815e-08,1.914365022059883e-08
1951,7.143139413301469e-08,2.5587365115598004e-08
1952,6.432330224015459e-08,2.003512733494972e-08
1953,6.141081598798337e-08,2.0470271810957286e-08
1954,5.6680709681344865e-08,2.0522326504845978e-08
1955,6.006789154966441e-08,3.754243138587299e-08
1956,8.110661742222192e-08,1.831439710997529e-08
1957,4.5942195492365556e-08,2.6505112771246786e-08
1958,6.452350032049026e-08,3.1434524316864554e-08
1959,5.890568499644644e-08,1.8601795659378695e-08
1960,4.014083287984249e-08,2.629916728835724e-08
1961,6.392306484137578e-08,3.404598059031372e-08
1962,4.312530421657357e-08,3.424656336292742e-08
1963,6.142750819115861e-08,2.4571001677742288e-08
1964,7.969998166990067e-08,2.676946109225753e-08
1965,3.83043037288644e-08,2.8454625766727304e-08
1966,3.932743231072067e-08,3.545007942751255e-08
1967,7.001076773871517e-08,2.810291277466348e-08
1968,6.108325700804329e-08,2.425364484248682e-08
1969,5.404691927335392e-08,2.0437909975523638e-08
1970,5.1045847021535806e-08,2.069426266460006e-08
1971,5.0356295133724416e-08,2.7233506449952927e-08
1972,6.463985186000443e-08,2.5137719794621205e-08
1973,4.30029902798168e-08,2.3155456219114967e-08
1974,4.500457251310763e-08,2.306484425673716e-08
1975,4.740528680713396e-08,1.6563292515314743e-08
1976,4.170874479125786e-08,2.7424929771591167e-08
1977,2.938390863960194e-08,2.8208553382036428e-08
1978,5.168314487491443e-08,2.4356424432880885e-08
1979,4.213420723431227e-08,2.57486831856113e-08
1980,3.126833025834941e-08,2.78572392375942e-08
1981,3.921840630027873e-08,2.277197808098208e-08
1982,3.848651530802272e-08,2.731300929870173e-08
1983,2.7155859227967483e-08,2.5261263303377746e-08
1984,5.103127370675864e-08,2.3775934387959552e-08
1985,4.8726018775369084e-08,2.1656008541981464e-08
1986,4.136195030923773e-08,3.177077290139607e-08
1987,4.1553555263362796e-08,1.5277041853778428e-08
1988,2.9982768157132966e-08,1.798966131616453e-08
1989,5.103953459872912e-08,2.305011370662413e-08
1990,3.432650036439e-08,2.1249739357021014e-08
1991,5.2753186707832356e-08,2.579044766637395e-08
1992,3.581463658974826e-08,1.9835799780487662e-08
1993,3.655877023334142e-08,2.0495068087100776e-08
1994,3.3759530282395644e-08,2.7429617577290344e-08
1995,3.524592928627612e-08,1.2471636778865758e-08
1996,3.629902689539222e-08,2.402141396906643e-08
1997,3.740017817666086e-08,2.1097535607417228e-08
1998,3.3853716274734325e-08,2.002614185592222e-08
1999,2.5593126645739872e-08,1.690974471557638e-08
2000,3.401884285381129e-08,2.1206551292785036e-08
2001,3.943090742808408e-08,1.9277331730904734e-08
2002,3.6802260516832774e-08,1.489615336636163e-08
2003,2.7501691257647565e-08,1.5000923170305214e-08
2004,3.700024714392569e-08,1.673820673731008e-08
2005,3.828187189469645e-08,1.3961623857028371e-08
2006,3.706100881739616e-08,2.635449503074483e-08
2007,3.07574907765229e-08,1.8774053256453982e-08
2008,3.065356679599063e-08,1.6178270612066115e-08
2009,3.1946889578193804e-08,1.668867311011013e-08
2010,4.251413732170306e-08,1.606089627959051e-08
2011,3.02093789705804e-08,2.7532598312340895e-08
2012,6.331909774281996e-08,3.063827591631707e-08
2013,6.052401130274276e-08,3.346950017135697e-08
2014,6.669571109285677e-08,3.486366817462283e-08
2015,7.292533191205486e-08,3.5021891345299316e-08
2016,8.430353715116468e-08,3.956259386761474e-08
2017,9.181981575068221e-08,3.245138674445869e-08
2018,7.176477456738439e-08,3.459165509589468e-08
2019,5.9438014565760255e-08,3.0101655612568834e-08
