year,aurions_VERB eu_VERB,aurions_VERB pu_VERB
1870,2.568853858520015e-07,1.1571310096769594e-06
1871,4.142259228956391e-07,1.5676857856306015e-06
1872,4.6987827317934716e-07,1.5027637800812954e-06
1873,3.465896725174389e-07,1.2528707884484902e-06
1874,4.110531222067948e-07,1.2235999520271434e-06
1875,3.513017645673244e-07,1.1906497547897743e-06
1876,3.403906418952829e-07,1.0344731435907306e-06
1877,2.4430022449450917e-07,1.0724470485001802e-06
1878,2.7296681537336553e-07,1.0411389439468621e-06
1879,3.48842462472021e-07,1.1320579460516456e-06
1880,3.324444435293117e-07,1.0929592235697783e-06
1881,2.8657007078436436e-07,1.0884084531426197e-06
1882,2.9882679086767894e-07,1.1101182053607772e-06
1883,2.7362736432223755e-07,1.0812389064085437e-06
1884,3.347060442138172e-07,9.981765742850257e-07
1885,2.7265039648227685e-07,1.0313017355656484e-06
1886,2.5491181077086367e-07,9.505952220933978e-07
1887,3.0228920877561904e-07,1.047892396854877e-06
1888,2.808892247685435e-07,1.0259115015287534e-06
1889,2.875697759918694e-07,1.0462778163855546e-06
1890,3.0084635227467516e-07,1.0270723578287289e-06
1891,2.849276370398002e-07,1.0574831321719103e-06
1892,2.990080361087166e-07,9.101880209527735e-07
1893,3.023782539912645e-07,9.619446927899844e-07
1894,2.734868189691042e-07,9.269564316127799e-07
1895,3.4306103202652594e-07,9.479317668592557e-07
1896,3.2787480108709133e-07,9.771376880962634e-07
1897,3.1930389354783983e-07,8.903218144951097e-07
1898,3.072486833843868e-07,1.0852725154109066e-06
1899,2.957254423563427e-07,9.79486912910943e-07
1900,2.553998115217837e-07,9.759179420143482e-07
1901,3.0402739525925426e-07,9.914423344525858e-07
1902,2.798861657993257e-07,8.863062248565257e-07
1903,2.4300990730807825e-07,8.813159411147353e-07
1904,2.5959440108636045e-07,9.400219482813554e-07
1905,2.4874859150259e-07,1.0068640676763607e-06
1906,3.168817670484714e-07,9.532174090054468e-07
1907,2.658850064563012e-07,9.750831395649584e-07
1908,3.108909254478931e-07,1.1114473181805806e-06
1909,2.75599262522519e-07,1.0385856512584724e-06
1910,2.6026015120805823e-07,9.250724701814761e-07
1911,2.9102446319484443e-07,9.816089914238546e-07
1912,2.464056194639852e-07,1.043447127813124e-06
1913,2.8424025799722585e-07,9.534775244901539e-07
1914,3.107289217041398e-07,1.003841930469207e-06
1915,4.217512810100743e-07,1.3618561069961288e-06
1916,4.3620224232654436e-07,1.288829253098811e-06
1917,3.5969873124486185e-07,1.281974959965737e-06
1918,3.549290283899609e-07,1.3117441994836554e-06
1919,3.80284149059662e-07,1.2228022114868509e-06
1920,3.369643195583194e-07,1.0071067890748964e-06
1921,3.241135857479094e-07,1.0003599300034693e-06
1922,3.430739923260262e-07,1.098574557545362e-06
1923,3.1104727327146975e-07,1.0499172731215367e-06
1924,2.977965323225362e-07,1.055823986462201e-06
1925,2.8925208539476444e-07,9.557417115502176e-07
1926,2.5859040420073143e-07,1.0377054877608316e-06
1927,2.8542015684251965e-07,8.885932061275525e-07
1928,2.4794508135528304e-07,9.357927979181113e-07
1929,2.9856289529561764e-07,8.956886858868529e-07
1930,2.762447763871023e-07,8.781012752479e-07
1931,2.600421282750176e-07,8.8619623284103e-07
1932,2.32342173944744e-07,9.129294085141737e-07
1933,2.1564845553712075e-07,8.775056699050765e-07
1934,2.576039719315304e-07,9.213835028276662e-07
1935,2.14232287021332e-07,7.827258059478481e-07
1936,2.2794463916397945e-07,9.55427481130755e-07
1937,2.1530811977754638e-07,7.944995559228119e-07
1938,2.6578689471534744e-07,9.516467684989038e-07
1939,2.4011660570977256e-07,9.054077736436739e-07
1940,2.4850672275533725e-07,7.201623475339147e-07
1941,2.0660517918713595e-07,1.0064624120786902e-06
1942,2.0936060707299475e-07,9.952215123121277e-07
1943,2.52581457971246e-07,1.0683905884434353e-06
1944,2.9239993182272883e-07,1.1406810926928301e-06
1945,2.9191954808993614e-07,1.2569968248499208e-06
1946,2.7006942104890186e-07,1.2682125998253468e-06
1947,2.9206134399828443e-07,1.2242734328538063e-06
1948,2.3918153146951227e-07,1.076316948456224e-06
1949,2.1793758264720964e-07,9.75810621639539e-07
1950,2.605663667054614e-07,1.0433290071887313e-06
1951,2.6866732127928117e-07,1.0533465228945715e-06
1952,2.3409464233736799e-07,9.152889788310858e-07
1953,1.960836613079664e-07,1.0385969062554068e-06
1954,2.091322670594309e-07,1.1365459613443818e-06
1955,2.1493042368092574e-07,9.47946375617903e-07
1956,2.258775708696703e-07,9.88105398391781e-07
1957,1.7846775790530955e-07,9.753881613505655e-07
1958,1.9687939811774413e-07,9.562713785271626e-07
1959,1.8911825350187428e-07,8.727341764824814e-07
1960,2.2285082934558886e-07,9.585354519003886e-07
1961,2.0288625535158644e-07,8.803317541605793e-07
1962,2.4162852696463233e-07,9.53830294747604e-07
1963,1.907485653873664e-07,9.796070798984147e-07
1964,1.782602652156129e-07,9.655258281782153e-07
1965,1.9371033488368994e-07,9.461163017476792e-07
1966,2.2100908836364397e-07,8.724042572794133e-07
1967,1.888318479359441e-07,9.584572353560361e-07
1968,2.519684301205416e-07,9.935012030837242e-07
1969,2.525217439597327e-07,1.0146286513190717e-06
1970,1.8624835718128452e-07,9.11467282094236e-07
1971,2.0604973371973756e-07,9.506035212325514e-07
1972,1.5903455619081797e-07,8.839243150760012e-07
1973,1.615368745433443e-07,8.914850582186773e-07
1974,1.7270505736632913e-07,9.765992672328139e-07
1975,1.4792733793456136e-07,8.264511848210532e-07
1976,1.794047506109564e-07,8.638852477815817e-07
1977,1.604361443696689e-07,8.444935701845679e-07
1978,1.615840830027082e-07,8.922768301999895e-07
1979,1.7087762671508244e-07,9.02374267752748e-07
1980,1.381491614438346e-07,8.891575475900027e-07
1981,1.6256662149771728e-07,8.337074177688919e-07
1982,1.421518049937731e-07,8.293222890642937e-07
1983,1.4651533319920418e-07,8.91091076482553e-07
1984,1.7107075223066204e-07,8.918875096242118e-07
1985,1.3595160908153048e-07,8.632325716462219e-07
1986,1.6185110496280686e-07,8.919794254325097e-07
1987,1.2588282061187783e-07,7.889064477240026e-07
1988,1.217300393818732e-07,7.867478757361823e-07
1989,1.426911779844886e-07,8.577935091125255e-07
1990,1.4220978528101114e-07,7.698943704781414e-07
1991,1.365721402635245e-07,8.276388712147309e-07
1992,1.2232075619067473e-07,7.532093491136038e-07
1993,1.4512723112147796e-07,7.865674547247181e-07
1994,1.566653224926995e-07,8.281634791273973e-07
1995,1.480329103742406e-07,7.705302778049372e-07
1996,1.2651278780140274e-07,8.081871669674001e-07
1997,1.3713398061554471e-07,8.43421958052204e-07
1998,1.2444817798495933e-07,7.810195938873221e-07
1999,1.2293841678001627e-07,8.573697414249182e-07
2000,1.418188162460865e-07,7.554833700851304e-07
2001,1.3713193425246573e-07,8.420689141530602e-07
2002,1.2705542928870273e-07,8.429470312876219e-07
2003,1.2125745740831917e-07,8.675533536006697e-07
2004,1.6077487430266046e-07,9.069465249922359e-07
2005,1.1889898843264746e-07,8.872386842995184e-07
2006,1.325960568010487e-07,9.005825063468365e-07
2007,1.3061948322956596e-07,1.0297768540112884e-06
2008,1.6348568010471354e-07,9.783595942280954e-07
2009,1.4209213361482398e-07,1.0261150009682751e-06
2010,1.573023098444537e-07,1.3075458582534338e-06
2011,1.62901201861132e-07,1.3915433783040498e-06
2012,1.9336155787641474e-07,1.43557338105893e-06
2013,2.069530751214188e-07,1.489392730036343e-06
2014,2.1870995681183558e-07,1.5708139926573494e-06
2015,2.2431743218476186e-07,1.481115646129183e-06
2016,2.638887224293285e-07,1.5988673567335354e-06
2017,1.7986620548526844e-07,1.59363980856142e-06
2018,2.3155756423420826e-07,1.7001540300043416e-06
2019,2.066300055503234e-07,1.5390108956125914e-06
