year,ces_DET oies_NOUN,ces_DET poids_NOUN
1844,1.756339607084101e-08,2.876006224283856e-07
1845,2.2320911785556063e-08,2.338115550060138e-07
1846,2.3418005756781213e-08,2.821869671265631e-07
1847,4.314578827546711e-08,2.79368983058248e-07
1848,4.1835152453373325e-08,2.0434863046148166e-07
1849,1.256912218750017e-08,1.3742239968195236e-07
1850,2.4440385715251978e-08,1.5682580922771194e-07
1851,7.094382636907426e-09,2.179910296717935e-07
1852,3.776116352938175e-08,2.9232349163521576e-07
1853,3.5234398509942366e-08,2.8127799822641464e-07
1854,4.78001130344019e-08,3.288855623395648e-07
1855,4.2455496895854594e-08,3.3592912629387683e-07
1856,3.313401081284084e-08,2.0864072247661625e-07
1857,2.3919394687155204e-08,3.1973885583624906e-07
1858,1.5170395550878624e-08,3.1319527593609564e-07
1859,2.2405563404603868e-08,3.223345714786774e-07
1860,2.1512764458719857e-08,2.329786603638695e-07
1861,1.4147891413962554e-08,3.0229326597464024e-07
1862,2.48489247234307e-08,2.1415254636281134e-07
1863,1.548332484446746e-08,2.527278084585305e-07
1864,1.7261020501813107e-08,2.7138159808259843e-07
1865,1.6473956032658776e-08,3.4407032245553637e-07
1866,2.8707117127879656e-08,2.94856128846277e-07
1867,2.135237053835226e-08,3.6056388807992334e-07
1868,3.062721931623713e-08,3.0330826383817566e-07
1869,2.5882651910613674e-08,2.4417596478087944e-07
1870,1.834895568819661e-08,2.3394918713393054e-07
1871,1.0621176826930423e-08,2.81461204565403e-07
1872,1.5118347462816928e-08,2.739444759924936e-07
1873,2.2148216927142528e-08,2.843352078230055e-07
1874,2.8080662239915455e-08,2.7184471917962583e-07
1875,1.4303817685856757e-08,2.849320566156166e-07
1876,1.8138044621807126e-08,2.654200450535882e-07
1877,1.1751150386096754e-08,3.098592706862746e-07
1878,1.932508364443919e-08,2.5484953880550165e-07
1879,2.5659166347224982e-08,2.6881030379399817e-07
1880,2.695495404658743e-08,3.0613127677270313e-07
1881,1.4642266288333872e-08,2.48918517797847e-07
1882,1.7304001120876933e-08,3.287760392822747e-07
1883,2.4013488364449387e-08,3.4819557725995764e-07
1884,3.1027976632458376e-08,3.373467194478508e-07
1885,1.5469525438405185e-08,3.3517306263775026e-07
1886,2.2587123282846733e-08,3.426789270122299e-07
1887,3.852065377785152e-08,3.4276854066206397e-07
1888,3.360525724360741e-08,2.935704621620516e-07
1889,2.255449160770695e-08,3.126303198541791e-07
1890,1.7696843102044113e-08,2.9035931703447204e-07
1891,4.0157585701194876e-08,4.162365669913015e-07
1892,3.259626435436758e-08,2.6077011128222694e-07
1893,2.0322774685332945e-08,2.925247919449703e-07
1894,1.260307880279754e-08,4.1275081485991905e-07
1895,9.629782971032341e-09,3.466722020561974e-07
1896,2.9485144881213898e-08,2.73032433995013e-07
1897,7.57472740087195e-09,2.9599705442251434e-07
1898,2.602843285348655e-08,2.574551523082391e-07
1899,1.0502398950507086e-08,3.576343132749571e-07
1900,1.661137050135153e-08,2.9640912657669105e-07
1901,2.235495566438317e-09,3.0067414513723634e-07
1902,1.8659078726557254e-08,3.4764808987119977e-07
1903,9.720396265677778e-09,2.575905106994014e-07
1904,2.2573425795258117e-08,2.2412186240217125e-07
1905,9.289366220688322e-09,2.86938199423048e-07
1906,6.687439879637935e-09,3.354008413225529e-07
1907,2.571421719999023e-08,2.3657079140093629e-07
1908,1.4243027868232616e-08,2.907542366870075e-07
1909,1.8153245739949142e-08,2.2003934674330594e-07
1910,1.0688301244066167e-08,2.7148284686973057e-07
1911,1.4897047262429908e-08,2.521857389581328e-07
1912,2.865181703004538e-08,2.3077735988863424e-07
1913,2.1742258216050914e-08,2.4817991928216543e-07
1914,1.339348720819089e-08,2.672000878334302e-07
1915,1.4136914638918086e-08,1.9202641432514156e-07
1916,1.4283700444650549e-08,1.7689813525123554e-07
1917,1.754627876326964e-08,2.4016470234755616e-07
1918,1.378365155346728e-08,2.2513297892601258e-07
1919,1.2890988054792274e-08,1.7310754785171412e-07
1920,2.8774480576032602e-08,2.9153093095146687e-07
1921,1.5902769490150348e-08,1.9083323721247325e-07
1922,2.1396013683006032e-08,1.8739956075819464e-07
1923,1.4862327812892318e-08,1.475616784318845e-07
1924,1.8048273875415077e-08,1.8048274696980116e-07
1925,1.319781373076978e-08,1.5067504044452562e-07
1926,2.1177663178661987e-08,1.8391128620010022e-07
1927,1.6723837870102898e-08,1.415951551564376e-07
1928,1.3711249469139375e-08,1.8738707296961366e-07
1929,1.559656914729146e-08,1.336848756139375e-07
1930,1.6805765667982087e-08,1.617554907795693e-07
1931,1.4826963656844327e-08,1.539723157861772e-07
1932,1.4247397928102146e-08,1.468577899288448e-07
1933,2.5235457501437963e-08,1.605892663292252e-07
1934,3.5944740517379614e-09,2.0009238355100933e-07
1935,1.4361940969820353e-08,1.902957151855844e-07
1936,1.9399543305098632e-08,1.7338341962158665e-07
1937,5.036447148221157e-09,1.5990720392267121e-07
1938,9.075649898271365e-09,1.4521040370141236e-07
1939,1.3764645423464117e-08,1.1164656754658608e-07
1940,1.2678914584896006e-08,1.6736167118835965e-07
1941,2.066051907334554e-08,1.7709015764921787e-07
1942,6.068423541449874e-09,1.8205270180260413e-07
1943,2.3225881884414434e-08,1.4806499493147385e-07
1944,0.0,1.992175366893889e-07
1945,1.3071024262956144e-08,8.278315632992417e-08
1946,1.1136883415474585e-08,1.531321451864187e-07
1947,1.549713202209091e-08,1.0609574907505248e-07
1948,1.087188805648509e-08,1.2611389799133121e-07
1949,8.835307596655184e-09,1.128955915419283e-07
1950,1.0635361258337639e-08,1.4464091435684168e-07
1951,1.4925962243950153e-08,1.7058243351186775e-07
1952,1.2653764258629963e-08,1.782071912259653e-07
1953,1.0773827607835074e-08,7.757155628951296e-08
1954,1.563605800392054e-08,1.8372368160157748e-07
1955,1.1262729415761896e-08,1.3139850807419862e-07
1956,1.5698054856017052e-08,8.808352802702757e-08
1957,2.0320586824329467e-08,9.011738733022412e-08
1958,2.0680608225909225e-08,1.3070144433413589e-07
1959,2.712761748568937e-08,1.5656510576889104e-07
1960,1.3841666590685975e-08,1.4256916713861756e-07
1961,2.779263619245853e-08,1.229824171389282e-07
1962,1.331810878246742e-08,1.363520638619775e-07
1963,1.422531736849919e-08,1.4095995659602067e-07
1964,9.734349160073208e-09,1.119450168118874e-07
1965,1.1491290807796872e-08,1.110824836558777e-07
1966,8.862519607077957e-09,1.3515342089931437e-07
1967,1.3311906243984595e-08,1.2424445827718955e-07
1968,1.4372530499073832e-08,1.0105685888106564e-07
1969,1.6804503566447693e-08,9.946449175401995e-08
1970,1.5175792178467873e-08,1.094496528963873e-07
1971,1.798439097644433e-08,1.1304474334394854e-07
1972,1.3851396252206882e-08,1.1081117001765506e-07
1973,1.2129047988196362e-08,1.0861011112694996e-07
1974,1.5751600079827455e-08,9.788494637064105e-08
1975,8.567220266542108e-09,1.7876932645322086e-07
1976,7.998937512354587e-09,1.0170077757720719e-07
1977,8.815172591880582e-09,1.0989582044373947e-07
1978,1.425741957827853e-08,9.089104935355863e-08
1979,1.1703946700691858e-08,8.719440280913204e-08
1980,9.66475621755336e-09,7.049586869811719e-08
1981,9.48832451497239e-09,5.503228095449231e-08
1982,8.069752865935698e-09,1.0428603580692197e-07
1983,1.7051352996233504e-08,7.136307189625768e-08
1984,7.538710988796993e-09,1.1656007004035018e-07
1985,1.0828004715079942e-08,9.865514982720924e-08
1986,1.4386764946028308e-08,1.0430404806527349e-07
1987,1.2832715334809564e-08,7.088547704370285e-08
1988,1.2592763165564236e-08,7.315795791384971e-08
1989,1.7013179087754793e-08,9.659095390190942e-08
1990,9.262706268664544e-09,1.067935606613446e-07
1991,7.619904984768056e-09,7.326831408249745e-08
1992,1.2121877501769518e-08,6.832330878836501e-08
1993,1.2186256670432272e-08,7.367145826719934e-08
1994,1.3714809232734382e-08,5.64417161896813e-08
1995,1.6267353131205198e-08,7.04918612370875e-08
1996,1.0676184603042316e-08,8.113899951922576e-08
1997,1.822059936262832e-08,8.534911977164938e-08
1998,1.3350762273489636e-08,6.770743432582549e-08
1999,9.597422329088445e-09,6.16977153811149e-08
2000,1.1928685039741538e-08,9.233686171228328e-08
2001,1.22673927682726e-08,1.0120599469587432e-07
2002,1.6210519815373914e-08,8.455757694036947e-08
2003,1.2084076406182476e-08,9.583922633282782e-08
2004,1.8940602419803554e-08,9.426253200217616e-08
2005,1.4862373554080932e-08,1.5447861301254306e-07
2006,6.588624035241963e-09,1.4042004892189652e-07
2007,1.3581230362547103e-08,1.1983438241713884e-07
2008,1.277231942431456e-08,1.072874837859672e-07
2009,2.1933686200625857e-08,7.247652433761687e-08
2010,1.700565521733921e-08,3.7790344187271785e-08
2011,2.2179037717506844e-08,4.282848653502924e-08
2012,2.5531894598529448e-08,4.902123862393637e-08
2013,3.1796024591024263e-08,6.24763991652344e-08
2014,2.3819897165822113e-08,4.3741991362367116e-08
2015,3.036708307035951e-08,4.7213054354955375e-08
2016,2.4856080527158042e-08,5.116209944588945e-08
2017,1.9370207215985147e-08,3.622480315712551e-08
2018,2.4007639431999905e-08,5.1113042243144946e-08
2019,2.4744581716973357e-08,4.3366792379373464e-08
