year,deux_DET hommes_NOUN,deux_DET pommes_NOUN
1844,7.071462277963292e-06,5.21413324738873e-08
1845,6.847497729722818e-06,7.086889425300669e-08
1846,7.1354664328282524e-06,4.4494210982293225e-08
1847,6.33541975503249e-06,3.5055954583640414e-08
1848,6.202061172189133e-06,4.66622868677824e-08
1849,5.9158667795600195e-06,6.535943652963283e-08
1850,6.1732340554954135e-06,8.078905100461498e-08
1851,6.021840988523763e-06,2.7087642351375507e-08
1852,5.923945423091936e-06,1.8229526776991634e-08
1853,6.3947446165002475e-06,4.2997909455166905e-08
1854,6.2514235992239264e-06,6.130884178112694e-08
1855,6.621465672651539e-06,6.63367138997728e-08
1856,5.726489007429336e-06,5.487820436966828e-08
1857,6.984951369304326e-06,6.443592148741573e-08
1858,6.5345254256499175e-06,4.502181999432864e-08
1859,6.6203344886162085e-06,3.920973634663483e-08
1860,7.028723587154673e-06,4.11946569078836e-08
1861,6.642906669185322e-06,6.555189902002212e-08
1862,6.553791081387317e-06,7.409497770893836e-08
1863,6.579913588211639e-06,5.244351974909023e-08
1864,6.430688927139272e-06,4.89062239594773e-08
1865,6.367419075559155e-06,4.895118288494871e-08
1866,6.0547687326106825e-06,3.989802560555589e-08
1867,6.2911848317526164e-06,3.736664844211646e-08
1868,6.213867777660198e-06,5.038671413437612e-08
1869,6.390084706708876e-06,3.1742873551898754e-08
1870,6.593009345579048e-06,3.555110383857141e-08
1871,6.094431398651068e-06,3.504988654867702e-08
1872,6.210617584656575e-06,4.293610855743424e-08
1873,5.753747359449335e-06,7.183205619210042e-08
1874,6.085736970362632e-06,6.930546447847519e-08
1875,5.819937427986588e-06,6.293679655211548e-08
1876,6.215303358203528e-06,4.353130744760847e-08
1877,5.3374961908048135e-06,5.009700942970596e-08
1878,5.605481987913663e-06,7.005343016786014e-08
1879,6.194855927788012e-06,4.643087136990687e-08
1880,5.56170562049374e-06,6.867095647677957e-08
1881,5.419730371158948e-06,4.950480403387303e-08
1882,5.531956333015842e-06,4.8584313239175e-08
1883,5.334154081992892e-06,8.657494349195716e-08
1884,5.341432938621438e-06,4.7532217273271726e-08
1885,5.127503413859813e-06,6.574548400140046e-08
1886,5.153736253760144e-06,6.647067646303739e-08
1887,5.083420774099068e-06,7.638841981183475e-08
1888,5.48590003290883e-06,7.038082250332423e-08
1889,5.438138884983346e-06,4.510898410359232e-08
1890,5.071784357824072e-06,5.5056845305045954e-08
1891,4.989739522898162e-06,5.609313546983685e-08
1892,4.886932401859667e-06,6.707308175535331e-08
1893,4.676085893606796e-06,6.096832216861969e-08
1894,4.86100725538563e-06,6.301539490216612e-08
1895,4.8961429115479405e-06,5.2963806229655574e-08
1896,4.889816523245827e-06,6.78158322831024e-08
1897,4.646221498205705e-06,5.302309435961661e-08
1898,4.6098618327050644e-06,5.771522149089492e-08
1899,4.582362578275934e-06,5.9145088826539904e-08
1900,4.419662730015261e-06,4.360484462395675e-08
1901,4.400014290695253e-06,3.4650181834905425e-08
1902,3.891399927624661e-06,5.204900832556092e-08
1903,4.200831369871594e-06,4.9142005575930625e-08
1904,4.317436321343848e-06,3.9772228177525903e-08
1905,4.00165265546093e-06,4.335037762093208e-08
1906,4.101972820080846e-06,4.3211151101729683e-08
1907,4.183188707429508e-06,7.457122785936576e-08
1908,4.382923577850306e-06,4.616705573390334e-08
1909,4.26271208198159e-06,7.48133759387315e-08
1910,4.555353882551572e-06,7.10772073420074e-08
1911,4.1206298533325025e-06,5.639596634132715e-08
1912,3.9846862591730314e-06,4.9489502884636494e-08
1913,4.212164640193805e-06,6.734796897944761e-08
1914,4.130551531034143e-06,4.486818289128891e-08
1915,4.7806330485400395e-06,6.479418945826154e-08
1916,4.5510066684073536e-06,6.812226160946011e-08
1917,4.262649270003749e-06,7.018511427592244e-08
1918,4.120163225707074e-06,7.466144502643601e-08
1919,3.870058719712688e-06,6.445493699880345e-08
1920,3.887583716277732e-06,7.345065089481295e-08
1921,3.7742572374099836e-06,5.1494683295238985e-08
1922,3.854971339478652e-06,6.41880392171501e-08
1923,3.880128986111231e-06,5.520293022698297e-08
1924,4.231031027757126e-06,6.445812372746218e-08
1925,4.337681502875057e-06,4.8391981977147225e-08
1926,4.186489718449593e-06,8.025219744300927e-08
1927,4.406173729876173e-06,6.466550583894559e-08
1928,3.995686711277813e-06,5.255978929863403e-08
1929,4.007204267963971e-06,6.015819353777374e-08
1930,4.063844244228676e-06,5.356837984304974e-08
1931,3.909756230768835e-06,5.246464152008912e-08
1932,3.687884145620046e-06,4.8221959980665474e-08
1933,3.635052792105853e-06,4.3588517684156614e-08
1934,3.5848887023348652e-06,4.193552882725271e-08
1935,3.839425460228085e-06,3.949533855518439e-08
1936,3.45433130632955e-06,5.2136273964720203e-08
1937,3.6149100424154312e-06,4.658713592675667e-08
1938,3.85844782613276e-06,9.464606520737107e-08
1939,3.4258674190823513e-06,4.894096328200703e-08
1940,3.293981990282191e-06,4.81798743123818e-08
1941,3.6805237186854356e-06,6.198155233505531e-08
1942,3.956612147248961e-06,3.6410540360520827e-08
1943,4.087755087311962e-06,3.4838823381733164e-08
1944,4.450262906630087e-06,3.534504600111177e-08
1945,4.428898648711765e-06,7.84261473540937e-08
1946,4.451969232377451e-06,6.960552401125142e-08
1947,4.186609942280484e-06,7.033313753623816e-08
1948,3.971500746047241e-06,5.3272251498981404e-08
1949,3.470312435638334e-06,6.675565789038274e-08
1950,3.904241168584122e-06,4.679559073572648e-08
1951,4.2901481833723665e-06,5.757156884556025e-08
1952,3.989099241152871e-06,4.428817734769552e-08
1953,3.907667178282281e-06,4.0940544621115293e-08
1954,3.8122662999739987e-06,4.4953667233116335e-08
1955,3.698868113133358e-06,5.162084271148615e-08
1956,3.883524243519787e-06,5.930376167917473e-08
1957,3.5764232393376005e-06,4.5058693887156664e-08
1958,3.886299850819341e-06,4.8806235164455813e-08
1959,3.4545083735793014e-06,3.7978666100890734e-08
1960,3.988476237282157e-06,5.190625018691719e-08
1961,4.150830420712737e-06,5.0026746467590755e-08
1962,4.317603838899231e-06,3.995432473757887e-08
1963,4.159611989962286e-06,4.2029344449190376e-08
1964,4.126755641209456e-06,4.1370986358924e-08
1965,3.96832575688677e-06,6.51173135968186e-08
1966,4.1648302158137085e-06,6.037591437912937e-08
1967,4.467870155622222e-06,3.401931614188669e-08
1968,4.509830716870056e-06,5.2549563811510325e-08
1969,4.156616682848835e-06,4.36008749105099e-08
1970,3.9903137007968326e-06,6.116304129832884e-08
1971,3.889253150646255e-06,5.0356295577813626e-08
1972,3.875825996146887e-06,3.8476100083784104e-08
1973,3.7622102695422655e-06,4.85161943952761e-08
1974,3.6633721833823074e-06,5.006758962977642e-08
1975,3.363490577612538e-06,5.25456176347916e-08
1976,3.4743957826322003e-06,4.799362685048436e-08
1977,3.4549600513855694e-06,4.5838898232730685e-08
1978,3.886334809521941e-06,3.9207904034554986e-08
1979,3.6563128560374025e-06,4.0378616783520727e-08
1980,3.786310344366939e-06,6.765328963709294e-08
1981,3.8111436424514977e-06,5.5664835685309555e-08
1982,3.4892370308625686e-06,3.7245013295716944e-08
1983,3.6477265439316398e-06,5.62063142695024e-08
1984,3.801250102242193e-06,5.6250380908728914e-08
1985,3.73927093733073e-06,6.737424995684194e-08
1986,3.8064982845753548e-06,3.656636154980575e-08
1987,3.668323245165084e-06,4.277571724609075e-08
1988,3.616521610183554e-06,5.7566918121310096e-08
1989,3.7736327840320882e-06,4.555141419615438e-08
1990,3.730146374891774e-06,4.849299234388482e-08
1991,3.678655559724575e-06,5.099474731373732e-08
1992,3.826105228199594e-06,5.069148811820412e-08
1993,3.830361890777567e-06,3.988229302365198e-08
1994,3.9408975567312154e-06,4.8529325891166764e-08
1995,3.7756525443910505e-06,5.042879358541086e-08
1996,3.6667354947894637e-06,5.818520598666055e-08
1997,3.5295218481223856e-06,5.082588261373644e-08
1998,3.911773205800273e-06,6.436974508972071e-08
1999,3.734768483809603e-06,6.672493402248847e-08
2000,3.502173626657168e-06,5.56671979623502e-08
2001,3.960177309636492e-06,4.512648255072804e-08
2002,3.878695281400724e-06,6.790893197772263e-08
2003,3.930241746274987e-06,6.708746225214668e-08
2004,3.914978492502996e-06,6.210755731927975e-08
2005,3.8709728187313885e-06,5.71976186414247e-08
2006,4.06971054189853e-06,5.5179723457143837e-08
2007,4.337205780302611e-06,6.071608649182991e-08
2008,4.380905352263653e-06,6.513882444547647e-08
2009,4.315691001011146e-06,8.058245337672076e-08
2010,5.142793497725506e-06,8.975206516881329e-08
2011,5.696953280676098e-06,1.051592324330386e-07
2012,6.955909611860989e-06,1.232339497114765e-07
2013,7.483222589144134e-06,1.1240173902749007e-07
2014,8.013662977646163e-06,1.208318387568852e-07
2015,7.881033980083885e-06,1.0994213983650525e-07
2016,7.705591883677698e-06,1.0895248539477542e-07
2017,7.216282824629161e-06,9.735416162115484e-08
2018,7.93155641076737e-06,1.1616600037456237e-07
2019,7.80041045800317e-06,1.0178440906782882e-07
