year,plusieurs_DET iles_NOUN,plusieurs_DET piles_NOUN
1999,1.3710603485872497e-09,9.597422412355172e-09
2000,1.7672125984802278e-09,5.3016377954406835e-09
2001,4.8193330159929104e-09,7.886181485616817e-09
2002,2.190610692842654e-09,1.1829297874577094e-08
2003,1.2500768753476166e-09,7.917153710401692e-09
2004,8.809582507929292e-10,8.809582618951595e-09
2005,1.8014998381943315e-09,1.0808999251210594e-08
2006,8.235779835885637e-10,9.882935358973555e-09
2007,1.1983438685803094e-09,1.3181782249072072e-08
2008,1.7029758436759579e-09,1.6604014330123817e-08
2009,2.860915504498962e-09,1.3350939465084366e-08
2010,4.723793023408973e-10,3.259417202805537e-08
2011,0.0,2.638540574917414e-08
2012,0.0,3.029784917396583e-08
2013,5.578250084070646e-10,3.4306238960724045e-08
2014,1.5158115873603606e-09,3.443057716712161e-08
2015,1.551602762939197e-09,2.9923767796979917e-08
2016,6.21402013178951e-10,3.624845246186226e-08
2017,2.012489092040326e-09,3.2199825472645216e-08
2018,0.0,3.9238295279631075e-08
2019,2.806086529805185e-09,3.6224027555320504e-08
