year,aux_ADP airs_NOUN,aux_ADP pairs_NOUN
1918,1.1486376561009592e-07,1.4817425331159484e-07
1919,1.1049418369157848e-07,2.854432967769327e-08
1920,1.0979736009275598e-07,5.906340660999376e-08
1921,1.4009583387819546e-07,1.0147481432909444e-07
1922,1.7190590284599239e-07,3.9103058568912274e-08
1923,1.910870719434854e-07,1.4968486450328555e-07
1924,1.4825367922188804e-07,3.738571141553848e-08
1925,2.0236647046978362e-07,5.0591617561934754e-08
1926,1.0700293096022051e-07,8.916910876344275e-08
1927,1.4939961312521177e-07,7.69296485403359e-08
1928,1.5996458113676226e-07,7.426926806886058e-08
1929,1.1697426360868235e-07,5.458799279267623e-08
1930,1.6385622059189586e-07,3.466189291145838e-08
1931,1.4370748857572835e-07,4.334035441644346e-08
1932,9.534796863164274e-08,3.287861050083052e-08
1933,8.144170404733586e-08,4.7029716565560875e-08
1934,1.3778817731235904e-07,3.354842448288764e-08
1935,9.095895769917206e-08,5.2660451110853046e-08
1936,1.6125869706229423e-07,5.698615801463802e-08
1937,1.170974018860349e-07,5.036447248141229e-08
1938,1.1150084711086805e-07,5.186085694219855e-08
1939,9.635251796424882e-08,2.9058695005801383e-08
1940,1.0143131645712344e-07,2.7893612308815818e-08
1941,1.9184767552360427e-07,1.4757512545315876e-08
1942,1.5474480608013153e-07,1.18334261056674e-07
1943,8.419382258040287e-08,9.871000017369624e-08
1944,1.2210107591670294e-07,5.46241629706401e-08
1945,1.219962295628818e-07,3.485606470121638e-08
1946,1.1972149405181653e-07,2.227376683094917e-08
1947,1.0728783705893363e-07,5.3643919750712143e-08
1948,1.06544502331829e-07,3.4790041070209554e-08
1949,1.0995049448681016e-07,4.61399398687945e-08
1950,1.2230665924484185e-07,2.7651939848993834e-08
1951,1.3113524643948438e-07,5.970385030806824e-08
1952,8.96308345321728e-08,5.9050901946022805e-08
1953,1.0342874157132087e-07,7.649417455013463e-08
1954,1.2508846047865063e-07,1.16293177088167e-07
1955,1.2764426982059263e-07,3.191106712208125e-08
1956,1.552363162460324e-07,3.575668117150599e-08
1957,9.718541371661615e-08,4.505869244386673e-08
1958,8.603133344609049e-08,6.865962004498627e-08
1959,8.525822625671253e-08,5.270508585120126e-08
1960,1.0727291965828556e-07,5.052208340572406e-08
1961,1.0908610048598888e-07,3.6825243909799354e-08
1962,1.1098423446931349e-07,2.0928455468638418e-08
1963,1.1832877122586183e-07,2.845063473699838e-08
1964,8.517555871723204e-08,4.6238160744671575e-08
1965,1.1491290985432556e-07,8.91943088277003e-08
1966,1.2739872157219168e-07,4.098915151740101e-08
1967,1.1980715464154912e-07,7.34620009268383e-08
1968,1.6797895230347137e-07,9.70145834500169e-08
1969,8.720174657361746e-08,5.0867686951505675e-08
1970,1.0439106001847165e-07,4.552737911667215e-08
1971,1.346260187773396e-07,4.367637729263407e-08
1972,1.3697492673436784e-07,6.002271957239458e-08
1973,9.31731425346527e-08,4.741355219550769e-08
1974,6.075617275946854e-08,3.094064521258488e-08
1975,8.224531455880424e-08,1.0851812204393241e-07
1976,9.998671690603089e-08,4.1137394823920204e-08
1977,9.344082807505316e-08,4.4663541753919844e-08
1978,9.504946363314559e-08,9.207916662479221e-08
1979,9.772795150908564e-08,4.037861600636461e-08
1980,9.835310998962399e-08,5.685150689105356e-08
1981,9.867857464485041e-08,2.4669643328145696e-08
1982,9.497478570263951e-08,7.821452818745911e-08
1983,7.767838539063376e-08,4.2312619186191114e-08
1984,1.3627670258919977e-07,3.6533753799972146e-08
1985,9.083492735761922e-08,4.511668472151342e-08
1986,1.1689246526280783e-07,3.177077378957449e-08
1987,1.1549443801328607e-07,5.4997352727514937e-08
1988,8.215278701761974e-08,7.495692150305544e-08
1989,1.1909225272610513e-07,6.256459172959694e-08
1990,1.0951788154134334e-07,5.7755701665662684e-08
1991,1.2250461961516024e-07,3.751337729340776e-08
1992,1.1405584365853372e-07,4.95894991736634e-08
1993,1.3903410955862228e-07,5.705383721021917e-08
1994,1.0497104285800418e-07,5.8024191396111036e-08
1995,1.3664575782001975e-07,3.361919426181359e-08
1996,1.1797184074069378e-07,8.060519096630969e-08
1997,1.2179031649850458e-07,6.904648230943167e-08
1998,1.2397135984443253e-07,6.67538080367791e-08
1999,1.2385245440338366e-07,7.54083213649892e-08
2000,1.3784258490190382e-07,1.1884504846904065e-07
2001,1.2355017253717904e-07,9.638666051414724e-08
2002,1.58162092089853e-07,1.222360763719621e-07
2003,1.7001045560238737e-07,8.167168896733301e-08
2004,1.5064385938678981e-07,7.003618399115119e-08
2005,1.5582973145189527e-07,1.225019922168613e-07
2006,1.7583389411157668e-07,1.2600742560486822e-07
2007,1.9652838578743115e-07,9.746529694432127e-08
2008,2.494859703272567e-07,9.749536741820997e-08
2009,2.3364142820447853e-07,1.072843323068895e-07
2010,2.5225053845723266e-07,8.786255278891986e-08
2011,3.6518933521634267e-07,1.2160231563362878e-07
2012,3.5744652374103403e-07,9.70212042095131e-08
2013,3.2521199094803777e-07,1.0989152582352446e-07
2014,3.5123521820168424e-07,8.38027304217448e-08
2015,3.5598200205655406e-07,8.88846702906676e-08
2016,3.657986657190637e-07,9.196749967133044e-08
2017,3.569652507473542e-07,7.219804365465876e-08
2018,4.2852346959776355e-07,7.331365775575804e-08
2019,5.130036373479641e-07,1.1224345913829481e-07
