year,sans_ADP oser_VERB,sans_ADP poser_VERB
1899,8.899401251483141e-07,7.130576307190495e-08
1900,8.798835011702977e-07,7.578937655239315e-08
1901,9.115233083889507e-07,8.159558761988706e-08
1902,7.591298754050513e-07,6.825294729395637e-08
1903,9.239776836977853e-07,8.15433272016719e-08
1904,7.959819896541376e-07,7.63196768005514e-08
1905,8.453323161461412e-07,7.792746137269546e-08
1906,7.495076843611059e-07,1.1059996651852089e-07
1907,9.020547295790493e-07,7.86855025580735e-08
1908,9.179385997981626e-07,9.92100572805299e-08
1909,9.324167251634208e-07,8.086445779653673e-08
1910,8.801815987169448e-07,7.107720634280668e-08
1911,9.119121102685313e-07,8.086968694698271e-08
1912,8.611173356598556e-07,9.533241129844328e-08
1913,8.771145196817542e-07,6.681767317218146e-08
1914,9.080784337811565e-07,7.835190007909887e-08
1915,7.127360959202633e-07,6.125996410144552e-08
1916,7.130863082238648e-07,9.888715801764647e-08
1917,8.400281359399742e-07,1.1514745357210643e-07
1918,7.144526037450305e-07,1.2290422901628517e-07
1919,9.566954375372916e-07,8.287063746337253e-08
1920,8.503616371058342e-07,9.162400083084776e-08
1921,8.110412501594055e-07,9.238751896845088e-08
1922,9.222419343757338e-07,1.2099813861965458e-07
1923,9.76667234198203e-07,1.0085150670136045e-07
1924,9.037029009562048e-07,1.1989210602081357e-07
1925,9.612407723125216e-07,1.2207977828637695e-07
1926,9.418486754952937e-07,1.1034677260823855e-07
1927,1.0926239895070466e-06,1.1595193782909519e-07
1928,9.357927979181113e-07,1.3025686929069025e-07
1929,9.792417046128321e-07,1.047198217030143e-07
1930,8.591947491254359e-07,1.1133819466380146e-07
1931,9.010231565298454e-07,1.516912400134629e-07
1932,7.945663824671101e-07,1.4904969170004279e-07
1933,7.054457036304029e-07,1.135595528722888e-07
1934,8.435032299303202e-07,1.1741948569010674e-07
1935,7.851194538943673e-07,1.5080038107129212e-07
1936,7.868939633226546e-07,1.212471429923312e-07
1937,8.058315472680988e-07,1.548707500020896e-07
1938,7.973606912514697e-07,1.685477855062345e-07
1939,7.738789662425916e-07,1.6976396199908095e-07
1940,6.085878823114399e-07,2.130057605853608e-07
1941,7.31972669143488e-07,1.8594465878152278e-07
1942,6.584239784501733e-07,1.5474479653221351e-07
1943,9.406481993323723e-07,1.5677470432962082e-07
1944,8.771998309953233e-07,1.9921754379481627e-07
1945,8.648661342647301e-07,2.6577749068223966e-07
1946,8.658926873295059e-07,2.4918777086213595e-07
1947,9.274437822170967e-07,2.431857675233573e-07
1948,9.251976749169444e-07,2.402687151459304e-07
1949,7.244952158202977e-07,4.015156385150931e-07
1950,9.380388767965542e-07,2.0100833797442874e-07
1951,8.465153129577629e-07,2.2069101479615938e-07
1952,7.687161982516955e-07,1.971878269557692e-07
1953,8.705252554364051e-07,3.081314723374362e-07
1954,9.068913300325221e-07,2.951306026233169e-07
1955,7.095519620747837e-07,3.0127801275980914e-07
1956,8.572882101987034e-07,3.226822311575006e-07
1957,7.571627342883858e-07,3.233623671050623e-07
1958,8.222610077268655e-07,3.747326218217495e-07
1959,7.029928248414308e-07,4.092394965127255e-07
1960,8.055850244659268e-07,3.6680416837242547e-07
1961,8.12239790093372e-07,3.5713537460679845e-07
1962,8.453827859966623e-07,4.356923959392134e-07
1963,8.198955541161013e-07,4.6361601846456324e-07
1964,7.239922261703668e-07,4.818502983283679e-07
1965,7.923518978714128e-07,4.711429291148761e-07
1966,8.098127182165626e-07,5.577848440907474e-07
1967,7.775138968213469e-07,5.240946681084324e-07
1968,8.286661952183749e-07,5.587321059152828e-07
1969,6.957973042176491e-07,5.872492572223109e-07
1970,6.645157846207894e-07,6.249667325874952e-07
1971,6.638809395553835e-07,6.741577243118968e-07
1972,6.299820469735096e-07,6.838485493432245e-07
1973,6.020418439334208e-07,7.448338497084706e-07
1974,5.259909379162764e-07,7.847672698346742e-07
1975,5.220292784713365e-07,8.013206596046984e-07
1976,5.519267176623543e-07,8.358889935777825e-07
1977,5.459530072471352e-07,8.621238745121218e-07
1978,6.314848590704969e-07,8.417817962680374e-07
1979,6.167979798021861e-07,8.859887827838975e-07
1980,5.861390377503994e-07,9.153092772606897e-07
1981,6.173736579739852e-07,9.437719725724492e-07
1982,5.903334496792922e-07,9.863721164293793e-07
1983,5.797460360668083e-07,1.0003460859664415e-06
1984,6.054164956026398e-07,1.0038083324559466e-06
1985,5.853138027589466e-07,1.0100121539124984e-06
1986,6.510010948090894e-07,9.818966653085681e-07
1987,6.312473992409195e-07,9.526763218303813e-07
1988,6.278392099545727e-07,9.336634416712286e-07
1989,6.234506528812744e-07,8.890757960955398e-07
1990,5.966272667023986e-07,1.0069106668453287e-06
1991,5.902495381349127e-07,1.0380654416053403e-06
1992,6.40806486984502e-07,1.0860099930454226e-06
1993,6.458715766655132e-07,1.056326841109012e-06
1994,5.902643032129617e-07,1.0897998627967809e-06
1995,6.192438561924973e-07,1.0302656416882883e-06
1996,5.877239388496491e-07,1.1674407076611715e-06
1997,5.916899858959823e-07,1.1104975188303001e-06
1998,6.122277689257771e-07,1.2482962468141068e-06
1999,5.772164186623741e-07,1.1388941292267418e-06
2000,6.048284824089478e-07,1.2582553647888517e-06
2001,5.494039463371791e-07,1.2539027807179082e-06
2002,5.831405651690602e-07,1.2267420226308445e-06
2003,6.083707404513916e-07,1.2692447608486646e-06
2004,6.2327797678563e-07,1.2377463747270667e-06
2005,5.350454728159093e-07,1.2831182818473508e-06
2006,6.922173163559364e-07,1.296723535659794e-06
2007,8.348461975060673e-07,1.2291012883025587e-06
2008,8.604285639535192e-07,1.2342317887714671e-06
2009,9.011883577159097e-07,1.2020613766594579e-06
2010,1.1620530599998347e-06,1.303766890003999e-06
2011,1.2596164040701296e-06,1.229024633175868e-06
2012,1.5322541599971373e-06,1.2364246337881468e-06
2013,1.608767291827462e-06,1.3438004557997374e-06
2014,1.8358643742999448e-06,1.248379156493229e-06
2015,1.8654698550335524e-06,1.2541383824782315e-06
2016,1.8227792466518622e-06,1.1649215920783718e-06
2017,1.5780430047129812e-06,1.3677378944976226e-06
2018,1.9275812306318585e-06,1.4164507504688117e-06
2019,1.905332773333157e-06,1.2902895605293452e-06
