year,ces_DET arts_NOUN,ces_DET parts_NOUN
1852,7.089983879993156e-07,1.0481978307552708e-07
1853,4.5147804250689205e-07,7.882950114890264e-08
1854,5.107338427734476e-07,8.105236548594519e-08
1855,4.0491930874964055e-07,9.181001558999924e-08
1856,5.146126251798222e-07,8.024643172177548e-08
1857,4.246912914673828e-07,1.0055909083206416e-07
1858,4.0862194339297275e-07,7.829881898402391e-08
1859,4.6593385127913223e-07,9.013146895497925e-08
1860,3.290995254923157e-07,9.795173205873198e-08
1861,4.381130196406957e-07,1.1459791604551128e-07
1862,3.876432206617597e-07,8.04201585324904e-08
1863,6.258259830360657e-07,1.0388811055861424e-07
1864,4.5166336803958984e-07,1.0692243002097257e-07
1865,4.664482635696743e-07,1.0731605293301527e-07
1866,4.7147790382950916e-07,1.2407313043638624e-07
1867,4.590759523637189e-07,9.511510690174418e-08
1868,3.1318800441937356e-07,1.2695476581114917e-07
1869,5.025141289749513e-07,1.1525104959275723e-07
1870,3.348684387560752e-07,1.0722671106577764e-07
1871,2.432249637251971e-07,1.072738911034321e-07
1872,3.815871147949679e-07,1.4332194453459124e-07
1873,2.615884079903985e-07,1.4306550966125542e-07
1874,2.8080661990115274e-07,1.5892461036060013e-07
1875,5.280969359588994e-07,1.3216727801079742e-07
1876,4.0387378996697976e-07,9.673623679873344e-08
1877,4.434513168893872e-07,1.304996182227569e-07
1878,4.5172382234781594e-07,1.878156616896831e-07
1879,3.384566169550851e-07,1.105787905686384e-07
1880,3.587576093977418e-07,1.8355039976825083e-07
1881,3.555978729252729e-07,1.5757867011245708e-07
1882,3.354314088710453e-07,1.3510431706720283e-07
1883,3.1975855208088433e-07,1.377615888031869e-07
1884,2.581263576217907e-07,1.452373350474545e-07
1885,2.855416685321188e-07,1.6694196602884404e-07
1886,3.2977200170591914e-07,1.8456906758501646e-07
1887,2.4026443079527837e-07,1.475537025896756e-07
1888,2.2382369735396423e-07,1.2427605078357828e-07
1889,3.7152261755935e-07,1.6414658610131028e-07
1890,3.0019089347632644e-07,1.7369123561650213e-07
1891,2.2437254487694958e-07,2.3520872005633464e-07
1892,2.551284508101048e-07,1.6924983636812385e-07
1893,3.3871291238440904e-07,1.7366734716972587e-07
1894,2.63404354328145e-07,1.9030648701345854e-07
1895,2.4616133353916325e-07,2.666246210480949e-07
1896,2.2054888937361738e-07,1.450669095959256e-07
1897,2.0276963352827693e-07,1.9752558344521276e-07
1898,2.059641142082569e-07,2.0143743562073269e-07
1899,2.2552519851615216e-07,2.404496584063054e-07
1900,2.465750269520228e-07,2.268490284507152e-07
1901,2.2690280454540357e-07,2.604352360435769e-07
1902,1.6989581635984408e-07,2.4060391012881155e-07
1903,2.1600880706351688e-07,2.52190293537069e-07
1904,2.2788410092289269e-07,2.477702167880125e-07
1905,1.630799868479471e-07,1.9972137899060272e-07
1906,1.9805110484938382e-07,2.9064641893228327e-07
1907,2.20627978109178e-07,2.0314231008455863e-07
1908,2.19539086909748e-07,2.1511884895630828e-07
1909,2.409430854832806e-07,2.6404721609196713e-07
1910,2.6132895758479435e-07,2.848432210100782e-07
1911,2.4792943786877686e-07,2.548459150375493e-07
1912,2.0993967764226795e-07,2.4327997394379963e-07
1913,2.6249797757671445e-07,3.112855040399154e-07
1914,2.2367123442279535e-07,2.3907374568921114e-07
1915,8.246533300670933e-08,2.8745060021151403e-07
1916,1.7030566645814815e-07,2.1315675624578034e-07
1917,1.250172338984612e-07,2.1823185392122468e-07
1918,1.1716103553993662e-07,2.033088613018208e-07
1919,1.813946073903061e-07,2.771562392922533e-07
1920,2.4079696370193915e-07,4.2934552624274147e-07
1921,2.0749328522029487e-07,3.6500642863757093e-07
1922,2.4642305085365024e-07,2.2797820520281675e-07
1923,2.5265956660192046e-07,2.0913417131396272e-07
1924,2.642782939155097e-07,2.294709098293879e-07
1925,2.3426119355463015e-07,3.079489694357562e-07
1926,2.953726636611975e-07,3.2323801235634164e-07
1927,2.1406511518939908e-07,2.7650077072394197e-07
1928,2.365190527875427e-07,3.290699908120587e-07
1929,2.0498347463870914e-07,3.876861569551693e-07
1930,3.4031675077983436e-07,2.8359730208649125e-07
1931,2.0529642696942574e-07,2.132801739662682e-07
1932,2.3015026151540496e-07,2.3672599525070837e-07
1933,2.053248508993022e-07,1.8123646228218604e-07
1934,2.7198187702026644e-07,1.8811081048397682e-07
1935,2.7168005711786236e-07,2.0944497869379575e-07
1936,1.939954277219158e-07,2.303695829652952e-07
1937,2.392312515864248e-07,1.536116407407917e-07
1938,2.1911212755298948e-07,1.2576257901741883e-07
1939,2.0341087658692913e-07,1.8352860564618823e-07
1940,2.713287707845069e-07,1.9018372654500126e-07
1941,2.8039274768687505e-07,2.0070217132683865e-07
1942,1.941895497736823e-07,1.456421614420833e-07
1943,1.1903264218737775e-07,1.5967793487448034e-07
1944,1.8636479914846404e-07,1.7672523000555884e-07
1945,1.568522947081874e-07,1.481382732038128e-07
1946,2.672852046359253e-07,2.770299829535361e-07
1947,2.5629872157928446e-07,1.8238932142367048e-07
1948,2.9788973376909667e-07,1.7395020890376145e-07
1949,2.1302908503884055e-07,1.8946825619536867e-07
1950,2.775829415213593e-07,2.658840365654669e-07
1951,3.155774925822641e-07,1.673840124283288e-07
1952,1.8137063473311343e-07,2.5518425417203616e-07
1953,1.788455358253671e-07,1.9823842478672304e-07
1954,2.374726204568134e-07,1.934962163829823e-07
1955,2.1399185579085156e-07,1.8301934900932793e-07
1956,2.2064487659179122e-07,2.2936602661616234e-07
1957,2.880222220724704e-07,2.2529346210831136e-07
1958,2.0432441483198005e-07,1.8860715300661468e-07
1959,2.394981017950215e-07,2.2399660792871146e-07
1960,1.8063374485066674e-07,1.7994167222923352e-07
1961,2.2720480996607506e-07,2.2512035968702548e-07
1962,2.1879749567688123e-07,2.7968027893621183e-07
1963,2.5928873981229117e-07,1.771698556751744e-07
1964,2.4822590205531014e-07,1.8251905231636556e-07
1965,2.8290465436953127e-07,2.0465442318595706e-07
1966,2.791693649584204e-07,2.3762630974033527e-07
1967,3.579423744071164e-07,1.484031031395716e-07
1968,3.633555429871649e-07,1.3429333378667252e-07
1969,2.402589815986289e-07,1.607782298407301e-07
1970,3.0673494588739914e-07,1.9912479132244698e-07
1971,2.9699936909821645e-07,1.4490280797474497e-07
1972,3.093478415649997e-07,1.764770587442399e-07
1973,2.3155455775025757e-07,2.089504178570678e-07
1974,1.7720551515054694e-07,1.7326761536651247e-07
1975,1.6677522562957847e-07,1.1936993615790925e-07
1976,2.2339889849121164e-07,1.4226681699369692e-07
1977,1.7571578236896812e-07,1.5514703655128415e-07
1978,2.0316822535448864e-07,1.4732666286931817e-07
1979,2.2003420152572062e-07,1.5800328156956311e-07
1980,2.1546720807563702e-07,1.313269795133465e-07
1981,2.024175866921496e-07,1.4422253258317141e-07
1982,2.2160783830216246e-07,1.3594430114949319e-07
1983,2.1661534077566102e-07,1.446207313904324e-07
1984,2.2326182236298564e-07,1.6875114638992272e-07
1985,2.1174764697207138e-07,1.9851341725996008e-07
1986,2.014147084672402e-07,1.9002519024979847e-07
1987,2.0593453164963194e-07,2.1998940624712304e-07
1988,1.9368868997560185e-07,1.511131522136111e-07
1989,2.3489162526146856e-07,2.1458557952769297e-07
1990,2.6916334450177715e-07,1.683633161775333e-07
1991,1.998759568966335e-07,1.5415653820127773e-07
1992,2.496004709584554e-07,1.8127716394644722e-07
1993,2.559113800870705e-07,1.5398996389137665e-07
1994,2.500315154918553e-07,1.3873056836644082e-07
1995,2.559396801160574e-07,1.2363187451569502e-07
1996,2.396803377990864e-07,1.2971564267161284e-07
1997,2.0953689094938e-07,1.251467445229082e-07
1998,2.6367755667777715e-07,1.5591782798196618e-07
1999,2.623295518588975e-07,1.672693663579139e-07
2000,2.672908929746143e-07,9.45458697998447e-08
2001,2.3483295574777685e-07,1.012059893668038e-07
2002,2.3264286586055505e-07,1.292460360957648e-07
2003,2.7751707420975436e-07,1.3292484624116696e-07
2004,3.105377901491124e-07,1.277389465315082e-07
2005,3.2742259081786074e-07,1.1349449025033209e-07
2006,2.7795757162607515e-07,1.3918467978157878e-07
2007,2.844069437735186e-07,8.148737862256894e-08
2008,2.3969385676281263e-07,1.375152987037609e-07
2009,2.4031689527248545e-07,1.1968162993980513e-07
2010,2.1209830691759635e-07,1.5919182061452375e-07
2011,1.9808174189783756e-07,1.2504388102740904e-07
2012,1.6068072727914995e-07,1.1131906596517638e-07
2013,1.6260598767470213e-07,1.4308211504499013e-07
2014,1.823304780490531e-07,1.517977121778813e-07
2015,1.9483697466515792e-07,1.4030922201868634e-07
2016,2.1169095476558653e-07,1.441652610623123e-07
2017,1.2779305669230467e-07,1.6074756992168204e-07
2018,1.7915378203170462e-07,1.3165480439170096e-07
2019,1.5765104333098634e-07,1.3877373916670876e-07
