year,pas_ADV osé_VERB,pas_ADV posé_VERB
1913,1.9568033167161047e-06,2.0257421340375004e-07
1914,2.088044766423991e-06,2.2835895663320116e-07
1915,2.1122905309312046e-06,2.096975606491469e-07
1916,2.127172592736315e-06,1.7909563609919132e-07
1917,2.275533006468322e-06,1.6449637030291342e-07
1918,2.2961266950005665e-06,1.9067384471327387e-07
1919,2.283546336911968e-06,1.9704795306552114e-07
1920,2.079334763038787e-06,2.6351366955168487e-07
1921,1.9878461898770183e-06,2.7337617325429164e-07
1922,2.0695108560175868e-06,2.9069065021758433e-07
1923,2.008537421716028e-06,2.3779723790084972e-07
1924,2.2031786102161277e-06,2.6943496322928695e-07
1925,1.925780907185981e-06,2.617566394746973e-07
1926,1.9985025119240163e-06,2.7976807359664235e-07
1927,2.3234983927977737e-06,2.6312170575693017e-07
1928,1.934428837557789e-06,2.8108061655984784e-07
1929,2.1300456864992157e-06,2.6402761932331487e-07
1930,2.1500875391211594e-06,2.657411641848739e-07
1931,1.925224296428496e-06,2.3837195328724192e-07
1932,1.938742116180947e-06,2.7837222660309635e-07
1933,1.857100187407923e-06,2.4203097837016685e-07
1934,1.9278361378383124e-06,2.6000029151873605e-07
1935,1.8814142777046072e-06,3.0160074970808637e-07
1936,1.8575062767922645e-06,3.4191694453511445e-07
1937,1.7451289977543638e-06,3.11000604824585e-07
1938,1.909776074171532e-06,3.474677612302912e-07
1939,1.8459918464941438e-06,3.1658683496971207e-07
1940,1.4555394045601133e-06,2.5864986241685983e-07
1941,1.850592184382549e-06,2.4792620934022125e-07
1942,1.9054849644817295e-06,2.6094221539096907e-07
1943,2.0032323391205864e-06,3.3096881679739454e-07
1944,1.786531470315822e-06,3.630900380358071e-07
1945,2.3026786948321387e-06,4.0084475472212944e-07
1946,2.178652721340768e-06,4.343384603089362e-07
1947,2.026548145295237e-06,4.0650169808031933e-07
1948,1.994991407627822e-06,3.9573671983816894e-07
1949,1.7219032315551885e-06,3.553757039753691e-07
1950,1.8952214304590598e-06,3.9138129181992554e-07
1951,2.0501875042100437e-06,3.806120503213606e-07
1952,1.7103672007579007e-06,3.9015773722894664e-07
1953,1.69687780271488e-06,4.589650473008078e-07
1954,2.105004341501626e-06,4.5246841295920603e-07
1955,1.6959793356363662e-06,3.8011711467333953e-07
1956,1.7049832194970804e-06,4.54371473779247e-07
1957,1.797930167413142e-06,4.178972972113115e-07
1958,1.8604275737743592e-06,4.822717869501503e-07
1959,1.8570791553429444e-06,4.77446064905962e-07
1960,1.6900675063880044e-06,4.5746708110527834e-07
1961,1.7947095329873264e-06,4.2939623767779267e-07
1962,1.9228812107030535e-06,4.832570539292647e-07
1963,1.7613529053051025e-06,5.185774512028729e-07
1964,1.8495263702789089e-06,4.3074496147710306e-07
1965,1.60385593517276e-06,4.372162720756023e-07
1966,1.6722466398277902e-06,4.6749789817113196e-07
1967,1.7152638065454084e-06,5.004290528631827e-07
1968,1.8985215319844428e-06,4.4375187258083315e-07
1969,1.6282201613648795e-06,4.705261176241038e-07
1970,1.5355142295447877e-06,4.948228138346167e-07
1971,1.5189102668955456e-06,5.297687835081888e-07
1972,1.4015561191627057e-06,5.181448159419233e-07
1973,1.5023480273157475e-06,5.36986021870689e-07
1974,1.3203216440160759e-06,5.462430294755904e-07
1975,1.2519564052126952e-06,4.963276296621189e-07
1976,1.264403522327484e-06,5.393569608713733e-07
1977,1.384569827678206e-06,5.659341013597441e-07
1978,1.3669300642504822e-06,4.740591919016879e-07
1979,1.49869038068573e-06,5.366259756556246e-07
1980,1.3428325473796576e-06,5.92961214351817e-07
1981,1.3289979960973142e-06,5.585460485235672e-07
1982,1.4233802403396112e-06,5.804014904242649e-07
1983,1.4392604725799174e-06,5.336441972758621e-07
1984,1.3360916000237921e-06,5.265499680717767e-07
1985,1.3450787719193613e-06,5.101193210066413e-07
1986,1.521400463389e-06,5.92854632941453e-07
1987,1.4244313888411853e-06,5.322521587913798e-07
1988,1.385203972859017e-06,5.726708991460328e-07
1989,1.4340463394546532e-06,5.751551839239255e-07
1990,1.3828675946570002e-06,5.399613201007014e-07
1991,1.3475508922056179e-06,5.732512704526016e-07
1992,1.3130196521160542e-06,5.212407359067583e-07
1993,1.4396399592442322e-06,5.46719775229576e-07
1994,1.3319189520188957e-06,5.58614715373551e-07
1995,1.3068106454738881e-06,5.308579602569807e-07
1996,1.2693983535427833e-06,5.669053848578187e-07
1997,1.2322879001658293e-06,5.451794891087047e-07
1998,1.3503341733667185e-06,5.387985879679036e-07
1999,1.2600044101418462e-06,4.748438868773519e-07
2000,1.2852053714595968e-06,5.681588390871184e-07
2001,1.342841414953e-06,5.222404411142634e-07
2002,1.38139910177415e-06,5.713112614103011e-07
2003,1.4763407989448751e-06,6.067039635127003e-07
2004,1.3725330063607544e-06,5.439917458716081e-07
2005,1.3587812190962723e-06,5.796325694973348e-07
2006,1.5454440926987445e-06,5.641509233100805e-07
2007,1.6637006865494186e-06,6.626841582146881e-07
2008,1.7336294604319846e-06,6.313783273981244e-07
2009,1.8200190652351012e-06,7.862749384912604e-07
2010,2.3151310415414628e-06,8.653988743390073e-07
2011,2.326122057638713e-06,9.257836381948437e-07
2012,2.7948915430897614e-06,1.0505524414838874e-06
2013,2.896227442761301e-06,1.1100718211309868e-06
2014,3.475539415376261e-06,1.107408706957358e-06
2015,3.1040922294778284e-06,1.0475534963916289e-06
2016,3.26650319948385e-06,1.1007100511051249e-06
2017,3.073322432101122e-06,1.245227622348466e-06
2018,3.3326734865113394e-06,1.2352318208286306e-06
2019,3.338477654324379e-06,1.191056185234629e-06
