year,avons_VERB assez_ADV,avons_VERB passé_VERB
1986,3.464812721176713e-07,6.486033043984207e-07
1987,2.6582054601931304e-07,5.927492452428851e-07
1988,2.782400940759544e-07,5.390901947066595e-07
1989,3.5014218724427337e-07,6.278411888160917e-07
1990,2.9204770157775783e-07,6.892543638059578e-07
1991,3.1476068329538975e-07,6.201429982866102e-07
1992,2.6668129748941283e-07,5.890130410080019e-07
1993,2.514800030439801e-07,6.785529080843844e-07
1994,2.89593458546733e-07,7.89656496635871e-07
1995,2.624466333145392e-07,7.412490390379389e-07
1996,2.615665266603173e-07,6.304287012426357e-07
1997,2.3399084625452815e-07,6.890263648529071e-07
1998,2.574789732534555e-07,7.376295911853958e-07
1999,2.705559154492221e-07,7.006118494246039e-07
2000,2.531532174998574e-07,7.917112725408515e-07
2001,2.6550142706582847e-07,7.509397050853295e-07
2002,2.7119762080474175e-07,7.689043854952615e-07
2003,2.3584783548358246e-07,7.800479693287343e-07
2004,2.6869227554016106e-07,8.712677299627103e-07
2005,2.2653860298760264e-07,7.593321811327769e-07
2006,2.915465984187904e-07,8.738162478039158e-07
2007,2.959909295441321e-07,1.0209889751422452e-06
2008,2.856741900814086e-07,1.1111917501693824e-06
2009,2.827538025940157e-07,1.089055217562418e-06
2010,3.420026075673377e-07,1.4152483345242217e-06
2011,3.1547767775919056e-07,1.369746769341873e-06
2012,4.1804221950769715e-07,1.8536155721449177e-06
2013,4.5239607970870566e-07,1.977210786208161e-06
2014,4.683857923737378e-07,2.204639713454526e-06
2015,4.716872581411735e-07,2.0709464934043353e-06
2016,5.165921947991592e-07,2.2691531285090605e-06
2017,4.180946007181774e-07,2.2806532342656283e-06
2018,4.7679691306257155e-07,2.355846618229407e-06
2019,4.425963879839401e-07,1.969362529052887e-06
