year,anciens_ADJ airs_NOUN,anciens_ADJ pairs_NOUN
1901,1.1736351446245408e-08,1.1736351668290013e-08
1902,9.820567470342212e-09,9.820567470342212e-09
1903,9.180374460626695e-09,9.720396931811592e-09
1904,6.449550227216605e-09,1.6123874679863093e-08
1905,1.3934049469810361e-08,5.676835002077496e-09
1906,9.773950537805831e-09,1.594697174311932e-08
1907,2.3657079850636364e-08,1.9028519870900595e-08
1908,7.367083831866239e-09,6.875944702500192e-09
1909,1.320236009405562e-08,3.190570624367339e-08
1910,2.3514263869373053e-08,4.809735720812114e-09
1911,1.5429085564733214e-08,2.979409430281521e-08
1912,1.4586379215586476e-08,2.5526163405231728e-08
1913,2.333315407554437e-08,6.41661728195686e-08
1914,2.0090231700464756e-08,1.7411533825839598e-08
1915,1.4136913861761968e-08,4.594497204912784e-08
1916,9.888715624128963e-09,4.394984820521586e-09
1917,6.57985488317081e-09,1.0966424435210342e-09
1918,8.040463406189247e-09,1.4932290071101306e-08
1919,8.287063479883727e-09,1.8415696745321952e-09
1920,1.8930579770426448e-08,2.8017256958889902e-08
1921,1.5145495524393482e-08,9.844571380313027e-09
1922,1.2542490601674672e-08,2.6560567079059183e-08
1923,1.1677542488541803e-08,4.2463792482294593e-08
1924,7.734974438733389e-09,2.062659898438568e-08
1925,1.6497267552040284e-08,6.598906754362588e-09
1926,1.0031524944054127e-08,2.563611833927837e-08
1927,2.4528294062520217e-08,1.1149224654616319e-08
1928,1.9424270192303084e-08,2.742249805010033e-08
1929,8.912325322185666e-09,4.4561625500705304e-09
1930,1.575540553577781e-08,1.4705045403573536e-08
1931,2.737285687004487e-08,1.3686427990933225e-08
1932,1.6439305028370654e-08,9.863582839386709e-09
1933,1.1470662641954732e-08,8.02946376055047e-09
1934,9.585264137967897e-09,7.188948103475923e-09
1935,9.574627313213568e-09,7.180970484910176e-09
1936,9.699771208460106e-09,1.6974599503782883e-08
1937,8.813782592653752e-09,8.813782481631449e-09
1938,7.779128452511941e-09,3.8895642262559704e-09
1939,1.070583532936098e-08,6.117620188206274e-09
1940,7.607348528892999e-09,5.0715658339584024e-09
1941,2.6563522936839945e-08,1.4757513433494296e-08
1942,1.517105907566929e-08,3.034211770724937e-09
1943,1.7419411690866582e-08,1.1612940831184915e-08
1944,1.2852744646352221e-08,3.2131861615880553e-09
1945,8.714016175304096e-09,1.089252021913012e-08
1946,2.7842208538686464e-09,8.352662561605939e-09
1947,2.3841741914054637e-09,1.4305045148432782e-08
1948,2.174377566888097e-09,1.522064252412747e-08
1949,8.835307596655184e-09,6.871905600114303e-09
1950,9.571825110299415e-09,1.701657836861159e-08
1951,9.595261474260042e-09,1.3859822622919182e-08
1952,7.381362854275153e-09,2.1089608281954497e-08
1953,1.0773827385790469e-09,2.0470272588113403e-08
1954,1.07497895029951e-08,4.397641362174909e-08
1955,4.6928039232341234e-09,1.0324168631115072e-08
1956,5.232684729961079e-09,6.104799332717903e-09
1957,1.0602045130703175e-08,6.184526224473075e-09
1958,6.617794756635931e-09,1.4062814024384807e-08
1959,6.975672928177801e-09,6.975673150222406e-09
1960,1.1765417085030094e-08,2.076250060767393e-09
1961,7.64297514166401e-09,1.250668635321972e-08
1962,9.512934440181198e-09,7.610347740882872e-09
1963,9.052474325699222e-09,8.405868889838075e-09
1964,1.2776333768727e-08,2.3727476428092587e-08
1965,1.2585700037703873e-08,2.954903433050049e-08
1966,7.200797291773142e-09,9.970334780007306e-09
1967,4.437302081328198e-09,2.3172577634511526e-08
1968,1.392338955241712e-08,1.8414804570099363e-08
1969,1.317109776799441e-08,9.991867111480701e-09
1970,7.3579600190498695e-09,1.2416557226835323e-08
1971,1.2332153964678128e-08,9.762955222036851e-09
1972,1.898154339263769e-08,2.8728822210055682e-08
1973,5.513203671370093e-09,1.7642252103655665e-08
1974,4.500457340128605e-09,1.3501372020385816e-08
1975,3.4268881066168433e-09,3.940921144973686e-08
1976,5.713526984862938e-09,5.713526873840635e-09
1977,5.876781727920388e-09,1.2928920156696222e-08
1978,1.4257419356233925e-08,1.7821774278559133e-08
1979,2.3407893401383717e-09,1.4044735818785625e-08
1980,2.2740602734216964e-09,2.1035057307106086e-08
1981,1.8976649140967083e-09,1.2651098835192442e-08
1982,3.724501262958313e-09,1.6760256293935072e-08
1983,4.4207211225000265e-09,9.47297440490047e-09
1984,5.799008495621649e-09,1.2757819078945687e-08
1985,1.0226448909911312e-08,9.02333674446254e-09
1986,5.994485352545098e-09,5.994485352545098e-09
1987,4.888653482026939e-09,1.3443797186596385e-08
1988,2.398621523624911e-09,2.15875938236465e-08
1989,8.232182935330457e-09,1.1525056464734007e-08
1990,5.448650863826288e-09,6.538381003284854e-09
1991,4.103025752488776e-09,1.2895223555631219e-08
1992,2.7549720282848966e-09,9.366905473484621e-09
1993,3.323524400133948e-09,1.2186256448387667e-08
1994,3.6924485691258724e-09,1.2132331583813993e-08
1995,8.133675954979935e-09,3.795715741716776e-09
1996,9.074756945892659e-09,3.3096171137003694e-08
1997,4.315405033317177e-09,5.753873377756236e-09
1998,5.2449422582867555e-09,5.2449422582867555e-09
1999,8.226361730701015e-09,1.5995704094606822e-08
2000,3.5344251969604557e-09,1.2370488633450805e-08
2001,7.886181485616817e-09,2.1467938537966802e-08
2002,3.9430991805033955e-09,1.4019908789464353e-08
2003,2.9168461535000745e-09,1.0833999475323708e-08
2004,6.607186797680242e-09,1.629772833355858e-08
2005,4.503749373441224e-09,1.1709748948263154e-08
2006,2.8825228870488218e-09,1.317724729332781e-08
2007,3.1955835755326234e-09,2.276853305893667e-08
2008,1.2772318758180745e-09,1.2346575484212252e-08
2009,5.721831008997924e-09,1.4781396551200032e-08
2010,5.196172381261022e-09,1.369900015646408e-08
2011,4.5887662558641296e-09,1.4913490831158782e-08
2012,7.148930780687124e-09,8.510632198976964e-09
2013,4.462600067256517e-09,2.872798710029656e-08
2014,8.012147389990787e-09,1.4508482415465096e-08
2015,1.0196246513771712e-08,1.906254887273917e-08
2016,8.28536009245262e-09,2.1541936373603576e-08
2017,4.2765391228272165e-09,7.798394818792076e-09
2018,4.130346731301415e-09,1.6005094138904497e-08
2019,7.397864543179367e-09,1.5050828139351324e-08
