year,elles_PRON aient_VERB,elles_PRON paient_VERB
1869,2.9545290658461454e-07,1.1232093699575785e-08
1870,3.016109531017719e-07,4.185855573268782e-08
1871,2.3685225869485294e-07,2.7615060904651045e-08
1872,2.703160646433389e-07,1.5118348350995348e-08
1873,3.3880786531881313e-07,1.735941301816979e-08
1874,3.2800605254124093e-07,1.0754296453363565e-08
1875,3.478688483937731e-07,1.2587360043170293e-08
1876,3.301124138488376e-07,3.627608791134662e-08
1877,3.296507031791407e-07,5.3807899580426977e-08
1878,3.4422805583744776e-07,4.227362149222813e-08
1879,3.9771708770786063e-07,4.032154787836362e-08
1880,3.4463835163478507e-07,4.1074217804748514e-08
1881,3.242215882437449e-07,4.8807553110208346e-08
1882,3.1413418355441536e-07,3.394246261834155e-08
1883,3.778964696721232e-07,3.79160325358896e-08
1884,3.3140517530227953e-07,3.9610182689386875e-08
1885,3.686903653488116e-07,2.6427106281090573e-08
1886,4.046321748774062e-07,4.969167211044123e-08
1887,3.682313547415106e-07,3.264462256069578e-08
1888,3.6458533259065007e-07,3.867774811538993e-08
1889,3.947036191220832e-07,2.6313574430503195e-08
1890,3.9522950601167395e-07,3.6704564720935196e-08
1891,3.4548273220025294e-07,7.075384100829751e-08
1892,3.541709361343237e-07,3.949162774574688e-08
1893,3.725841963841958e-07,3.941386639283451e-08
1894,3.591877373310126e-07,1.8274463275957942e-08
1895,3.117642393135611e-07,3.791727287705271e-08
1896,3.166704516388563e-07,4.658652930089602e-08
1897,3.682482940803311e-07,3.612562560206811e-08
1898,3.7684642961721693e-07,7.695362569393183e-08
1899,3.344185017795098e-07,3.979856444402685e-08
1900,3.644119317414152e-07,5.7620688664883346e-08
1901,3.699745150242961e-07,7.656572442726883e-08
1902,3.0541966111741203e-07,6.776191874280357e-08
1903,3.8665578472318884e-07,7.18229298257711e-08
1904,3.6601198871721863e-07,8.491907621532846e-08
1905,3.6692998151011125e-07,7.1734549855762e-08
1906,3.961021945997345e-07,8.230695591748827e-08
1907,3.553704743808339e-07,7.251409250841334e-08
1908,4.007693519270106e-07,5.8445531081474655e-08
1909,3.0530458161592833e-07,1.0506878922456053e-07
1910,2.800335039410129e-07,6.252656348237906e-08
1911,2.8304390298217186e-07,6.384448880680793e-08
1912,2.745364895417879e-07,6.147117126431567e-08
1913,2.7257365786681476e-07,5.143900061455042e-08
1914,2.3639505286610074e-07,4.151980981248471e-08
1915,3.710939893153409e-07,4.123266661437697e-08
1916,2.8347650982141204e-07,6.592477141964537e-08
1917,2.884169703065709e-07,5.3735478289240746e-08
1918,2.5614619403313554e-07,5.513460443751228e-08
1919,3.0938369377508934e-07,5.340551956223294e-08
1920,3.377215307409642e-07,4.0890052233066854e-08
1921,2.786771062801563e-07,2.499006734879572e-08
1922,2.9364181841629033e-07,4.279202769907897e-08
1923,2.7282987957732985e-07,5.201814623490009e-08
1924,2.3204924559649953e-07,3.222906019839655e-08
1925,2.485588197487232e-07,4.179307477869543e-08
1926,2.5859040420073143e-07,5.3501464591931835e-08
1927,2.3747848842958774e-07,5.1286432878328014e-08
1928,1.9881311175140581e-07,5.827281190917688e-08
1929,2.562293559549289e-07,2.6736974856333973e-08
1930,2.1532387961542554e-07,5.882018072611572e-08
1931,1.6879927500212943e-07,3.649714219733369e-08
1932,2.0055952631992113e-07,3.397456360687556e-08
1933,1.8467765983132267e-07,3.5559052591338514e-08
1934,1.6654396972626273e-07,1.9170528275935794e-08
1935,1.9747669455227879e-07,3.4708024898577605e-08
1936,1.7823330722421815e-07,2.66743711563322e-08
1937,2.077534446698337e-07,3.777335422228134e-08
1938,1.9447821841822588e-07,2.7226950471970213e-08
1939,2.125872953229191e-07,2.9058696782158222e-08
1940,1.5468275194052694e-07,5.0715659227762444e-08
1941,1.2396310467011062e-07,3.246652813260198e-08
1942,1.6688164805600536e-07,3.3376329255929704e-08
1943,1.7129087837020052e-07,5.2258234184421326e-08
1944,2.0243072640369064e-07,4.177142010064472e-08
1945,2.5052796104318986e-07,1.742803235060819e-08
1946,2.0324812055605435e-07,2.227376771912759e-08
1947,1.8000514501181897e-07,2.0265480848991047e-08
1948,1.587295628269203e-07,2.5005341797168512e-08
1949,1.9732186729015666e-07,1.9634017078828947e-08
1950,1.893094321303579e-07,1.595304244261797e-08
1951,1.8124383416306955e-07,1.9190523392609293e-08
1952,2.140595256605593e-07,1.8980646387944944e-08
1953,1.8530982970332843e-07,2.3702420914872846e-08
1954,1.95450724049806e-07,2.247683283940205e-08
1955,1.520468515536777e-07,2.1586898490966178e-08
1956,1.9709780474386207e-07,2.1802854188734955e-08
1957,1.7758425485681073e-07,2.2087593976038988e-08
1958,1.704082137621299e-07,2.895285222681565e-08
1959,1.9144347618293978e-07,1.9376868998222108e-08
1960,1.9309125320887688e-07,2.6991250123842292e-08
1961,1.7856768863566685e-07,2.223410966450956e-08
1962,1.6045149209276133e-07,2.1562652108286784e-08
1963,1.9462819977889012e-07,2.5217608445871065e-08
1964,1.8069385987473652e-07,3.528701686406066e-08
1965,1.855022730978817e-07,3.939871273672679e-08
1966,2.1380829196004925e-07,3.434226325538248e-08
1967,1.7305477229001553e-07,2.1200443622859666e-08
1968,1.760634944503181e-07,3.1439911118980035e-08
1969,1.96658106688119e-07,3.5425711253367353e-08
1970,1.7981014366341697e-07,2.8052222766916657e-08
1971,1.8344078966947563e-07,2.98027051925942e-08
1972,1.6878183828339388e-07,2.565073486948677e-08
1973,1.6043422590428236e-07,3.859242614367986e-08
1974,1.65954361364129e-07,2.4752514704573514e-08
1975,1.5478111947686557e-07,2.513051278185685e-08
1976,1.4340952247948735e-07,3.085304545180634e-08
1977,1.5103329076282535e-07,3.173462115313441e-08
1978,1.8415833835661033e-07,2.970295742699136e-08
1979,1.878483431028144e-07,2.984506330960812e-08
1980,1.620267937596509e-07,4.832378053265529e-08
1981,1.4991552177434642e-07,4.617651239158249e-08
1982,1.433933078942573e-07,4.034876521785691e-08
1983,1.3325316672307963e-07,3.03135170298674e-08
1984,1.681712404888458e-07,3.421414973558967e-08
1985,1.5399828612316924e-07,2.7671567703890787e-08
1986,1.6305000372085487e-07,2.517683883596078e-08
1987,1.686585449078848e-07,3.4831654893707764e-08
1988,1.5411143294841168e-07,3.358070177483796e-08
1989,1.5202098779809603e-07,7.408964997068779e-08
1990,1.6019033921566006e-07,3.596109721115681e-08
1991,1.6060414509411203e-07,4.7477869635770276e-08
1992,1.7466523161147052e-07,3.69166262004228e-08
1993,1.6617622122794273e-07,3.93283716704218e-08
1994,1.719626112617334e-07,5.27492662882878e-08
1995,1.4098371536874765e-07,5.2055527888228426e-08
1996,1.4252705682338274e-07,3.629902689539222e-08
1997,1.6686232129359269e-07,3.4523240266537414e-08
1998,1.4828881944595196e-07,3.671459580800729e-08
1999,1.4670345649392402e-07,3.6104588652108305e-08
2000,1.603745403144785e-07,4.5063920595111995e-08
2001,1.5684737775245594e-07,2.8477876501398214e-08
2002,1.4764717093385116e-07,2.891606110111411e-08
2003,1.4459222086316004e-07,3.2918690884287116e-08
2004,1.5681057163874357e-07,3.567880924038036e-08
2005,1.5898235972144903e-07,3.1075872541919125e-08
2006,1.461850871464776e-07,3.211954080484247e-08
2007,1.5298856226309e-07,3.395307590636776e-08
2008,1.2559446815885167e-07,3.150505367699452e-08
2009,1.0585387144601555e-07,2.7178697514784744e-08
2010,8.455589295408572e-08,4.015224064346512e-08
2011,6.42427266939194e-08,2.332622850431676e-08
2012,1.416169084222929e-07,3.097870049373341e-08
2013,8.478939861333856e-08,2.37075630238337e-08
2014,6.951079001282778e-08,2.6201885994225904e-08
2015,9.287450808415088e-08,2.127912379634722e-08
2016,1.215876608284816e-07,2.8791626860424913e-08
2017,8.5027664908921e-08,2.440142932158551e-08
2018,1.1048677350800062e-07,1.987729358887691e-08
2019,9.2345757707335e-08,2.1173198749835365e-08
