year,aurais_VERB eu_VERB,aurais_VERB pu_VERB
1852,6.510545347282459e-08,1.6276364078748884e-07
1853,6.210809289086683e-08,1.5765900229780527e-07
1854,6.130883889454708e-08,1.3041118052115053e-07
1855,6.209116065747367e-08,1.6610712805231742e-07
1856,6.316170697573398e-08,1.5738655179120542e-07
1857,6.492407322866711e-08,1.898906987207738e-07
1858,8.417122643322728e-08,1.923214654198091e-07
1859,6.517981887554924e-08,2.3678606453358952e-07
1860,9.383226995396399e-08,2.668498098046257e-07
1861,1.1554111267741973e-07,2.5230406208720524e-07
1862,5.602302977081308e-08,1.8388203670838266e-07
1863,1.0938219929812476e-07,2.027816066174637e-07
1864,9.781245324802512e-08,2.2727010673406767e-07
1865,1.1390563514623864e-07,2.4852138835740334e-07
1866,7.055138695477581e-08,2.0240949538674613e-07
1867,7.521857980918867e-08,2.3536135529411695e-07
1868,7.014621417056333e-08,1.783294578672212e-07
1869,1.1720445769469734e-07,2.4026914502428554e-07
1870,7.626285025708057e-08,1.7316827438662585e-07
1871,8.072094459521395e-08,3.1332473326983745e-07
1872,8.466275147611668e-08,2.4612671722934465e-07
1873,8.14096594581315e-08,2.2387656883893214e-07
1874,1.0694550667267322e-07,2.3719198338767455e-07
1875,1.0470394329331612e-07,2.998080219640542e-07
1876,8.827181829929032e-08,3.0713755450051394e-07
1877,1.0390490956524445e-07,2.430632548566791e-07
1878,8.515115013096874e-08,2.663238092281972e-07
1879,9.774920783911512e-08,2.999678656578908e-07
1880,9.11334154807264e-08,3.189669541825424e-07
1881,9.203709794292081e-08,2.984233162806049e-07
1882,8.984770261122321e-08,2.7220525566917786e-07
1883,9.226234709558412e-08,2.635164264574996e-07
1884,9.836528391815591e-08,2.3303989848955098e-07
1885,7.734762874633816e-08,2.3075375565895229e-07
1886,6.582533274013258e-08,2.0134807243721298e-07
1887,7.377684596576728e-08,2.0109088438857725e-07
1888,8.179392807505792e-08,2.2953025791139225e-07
1889,7.768769449967294e-08,2.3118354874895886e-07
1890,8.586246025288347e-08,2.1236212432995671e-07
1891,7.266611135037238e-08,2.403080827662052e-07
1892,7.334159590755007e-08,2.3506920854288182e-07
1893,9.237624709612646e-08,2.1554457418915263e-07
1894,7.939939195011902e-08,1.940874057027031e-07
1895,9.990900196044095e-08,2.3954086714184086e-07
1896,7.84304887702092e-08,2.671354195626918e-07
1897,8.565268672100501e-08,2.1675374739515973e-07
1898,6.111023509447477e-08,2.472701225997298e-07
1899,7.572782578790793e-08,2.49293776732884e-07
1900,9.188163829776386e-08,2.2892544393471326e-07
1901,7.712459648701042e-08,2.3137378946103127e-07
1902,7.365425602756659e-08,1.9788443239576736e-07
1903,6.75027536090056e-08,2.0466835337629163e-07
1904,8.330668777034589e-08,2.5744455456333526e-07
1905,6.863809431933987e-08,2.1107504721840087e-07
1906,5.2985100751357095e-08,2.062817969772368e-07
1907,4.782844342798853e-08,2.3194223786049406e-07
1908,7.072399910157401e-08,1.9694670072567533e-07
1909,7.646367095048845e-08,1.8868374240810226e-07
1910,1.2451870645691088e-07,2.41021183455814e-07
1911,8.086968961151797e-08,2.2611590111409896e-07
1912,9.012298818333875e-08,2.3754961375743733e-07
1913,6.999946577934679e-08,2.211346696867622e-07
1914,7.768223042603495e-08,1.9755394475851062e-07
1915,6.597226587246041e-08,1.4608144738303963e-07
1916,5.273981784625903e-08,2.0436679903923505e-07
1917,6.031533672512523e-08,1.864292187292449e-07
1918,4.9391417178412667e-08,2.2168705982039683e-07
1919,9.484083562938395e-08,1.7771147042822122e-07
1920,9.692456615084666e-08,2.2186638659604796e-07
1921,9.541661682987979e-08,2.6277433562427177e-07
1922,1.0476668421688373e-07,3.143000526506512e-07
1923,1.242065934548009e-07,3.375871528987773e-07
1924,9.797634703545555e-08,3.6096548683417495e-07
1925,7.368779364469447e-08,2.6505608730076347e-07
1926,1.1591983906100722e-07,3.354987541115406e-07
1927,1.3267577969600097e-07,3.021440022621391e-07
1928,8.6837914636817e-08,3.0621791324847436e-07
1929,1.3925507857948105e-07,3.1861563343227317e-07
1930,1.0713675635543041e-07,3.424174792598933e-07
1931,8.211856794559935e-08,2.9197713047324214e-07
1932,7.233294496700182e-08,2.608369698009483e-07
1933,7.341223806633934e-08,2.592369696685637e-07
1934,5.870974462141021e-08,2.863597785562888e-07
1935,9.095896302824258e-08,2.668927265858656e-07
1936,8.366053094732706e-08,2.437067507798929e-07
1937,7.80649358489427e-08,2.165672299270227e-07
1938,6.741911562357927e-08,2.5800775915740815e-07
1939,6.72938256229827e-08,2.844693369752349e-07
1940,5.0715659227762444e-08,1.6229010668666888e-07
1941,5.9030050181263505e-08,2.803927543482132e-07
1942,7.282108072104165e-08,2.9431853931782825e-07
1943,7.548411673496958e-08,2.7580733785725897e-07
1944,5.1410978585408884e-08,2.602680808649893e-07
1945,8.06046500656521e-08,3.4856066122301854e-07
1946,1.0997672461598995e-07,3.0765639280616597e-07
1947,9.298279479708071e-08,3.969649924329133e-07
1948,7.284165093324191e-08,3.6420823334992747e-07
1949,7.755436826073492e-08,2.9156515779504844e-07
1950,9.678178969352302e-08,4.020166670670733e-07
1951,1.0554787621686046e-07,3.84876614134555e-07
1952,5.9050901057844385e-08,3.142351658880216e-07
1953,8.619061730996691e-08,3.598458420128736e-07
1954,1.0945240092041786e-07,4.6810447429379565e-07
1955,6.569925403709931e-08,3.0127802119750413e-07
1956,9.331621697583614e-08,3.566946986666153e-07
1957,6.184526313290917e-08,3.25129377642952e-07
1958,8.768578396711746e-08,3.747326218217495e-07
1959,9.068374851040062e-08,3.1545542356070655e-07
1960,7.405292024031951e-08,3.8618250641775376e-07
1961,8.685199048841241e-08,3.6547316994983703e-07
1962,8.43480236767391e-08,3.760780202810565e-07
1963,7.241979460559378e-08,3.2976871011669573e-07
1964,1.0768624036927577e-07,3.504365793105535e-07
1965,6.402290608775729e-08,3.0479282031592447e-07
1966,6.037591759877614e-08,3.112959916506952e-07
1967,8.23366050894947e-08,3.1406239031639416e-07
1968,8.084548852593798e-08,3.085602600094717e-07
1969,8.220581548812333e-08,2.688720712740178e-07
1970,7.128024037683645e-08,2.658063067428884e-07
1971,5.1897814046242274e-08,2.918609709468001e-07
1972,6.925698414761428e-08,2.447080191814166e-07
1973,7.387693301552645e-08,2.850326268344361e-07
1974,5.963106275430619e-08,2.402119037014927e-07
1975,4.683413834527528e-08,2.3702642693024245e-07
1976,4.2280099421532213e-08,2.428248819796863e-07
1977,5.582942819160053e-08,2.1509021053134347e-07
1978,5.0495025050167897e-08,2.500989069176285e-07
1979,7.432006299268323e-08,2.52805250511301e-07
1980,5.969408078954075e-08,2.950593227524223e-07
1981,6.641827354769703e-08,2.9730082928836055e-07
1982,6.145427278170246e-08,3.296183592738089e-07
1983,5.873243935639039e-08,3.1387119747705583e-07
1984,4.465236713713239e-08,3.07927336962166e-07
1985,5.414002401948892e-08,3.0198100375855574e-07
1986,4.975423095743281e-08,3.1051433779794024e-07
1987,6.233032934233051e-08,2.786532604659442e-07
1988,8.09534768109188e-08,3.6159218552711536e-07
1989,5.7625282323670035e-08,3.172134483975242e-07
1990,5.1762185648840386e-08,2.7679146796799614e-07
1991,6.154538567670897e-08,3.159329651225562e-07
1992,5.3997453619558655e-08,3.0635288794655935e-07
1993,5.594599628011565e-08,3.218279402972257e-07
1994,3.639699386326356e-08,3.038357760942745e-07
1995,6.886512693426994e-08,2.9389684641500935e-07
1996,7.046281780276331e-08,2.94662697797321e-07
1997,6.712852496093547e-08,3.538632142863207e-07
1998,5.769436484115431e-08,3.318617984859884e-07
1999,6.124069784618769e-08,3.075745382830064e-07
2000,7.378112343303656e-08,3.7376545947154227e-07
2001,6.790878614992835e-08,3.4042014362967166e-07
2002,6.878517666564221e-08,3.9825303588258976e-07
2003,6.667076490884938e-08,4.404437561333907e-07
2004,7.620288755560978e-08,4.206575567877735e-07
2005,6.440362199100491e-08,4.589320781178685e-07
2006,8.894642178347567e-08,4.768516532749345e-07
2007,1.1144597777956733e-07,8.672014928379213e-07
2008,1.2772319735177007e-07,8.829929925013857e-07
2009,1.0680751216796125e-07,1.0709360367400222e-06
2010,1.483271034885547e-07,1.4615416148444638e-06
2011,1.3154463829323504e-07,1.5827420156711014e-06
2012,1.8757432940219587e-07,1.8297857877769275e-06
2013,2.2675587274534337e-07,2.1046737401775317e-06
2014,2.3408462368479377e-07,2.3315349153563147e-06
2015,2.3673025850712293e-07,2.184656750614522e-06
2016,2.3841123208967474e-07,2.3093371055438183e-06
2017,2.2741126315395377e-07,2.608437398521346e-06
2018,2.700214167816739e-07,2.833417966030538e-06
2019,2.5076209908547753e-07,2.628792799441726e-06
