year,vrais_ADJ artisans_NOUN,vrais_ADJ partisans_NOUN
1849,4.1897072478036534e-09,2.513824481908955e-09
1850,0.0,4.752297222410107e-09
1851,0.0,1.096404567135778e-08
1852,9.765818376195057e-09,3.906327261660181e-09
1853,1.6124216628554677e-08,3.3442816516071616e-08
1854,1.0391328908454511e-09,1.506742641765868e-08
1855,0.0,1.751289246954002e-08
1856,5.177189232874468e-10,8.801221973442352e-09
1857,1.0739319655783675e-08,8.298565390418844e-09
1858,2.4468380654951716e-09,1.1255455234504552e-08
1859,5.092173349652285e-10,1.323965115318515e-08
1860,1.8308735638683515e-09,1.373155145145688e-09
1861,1.8863854922557266e-09,9.903524222920623e-09
1862,4.517986262886353e-10,1.536115412648087e-08
1863,1.4983863039219614e-09,2.2975255475898848e-08
1864,0.0,1.102787461348953e-08
1865,9.41368871743009e-10,6.589582213223366e-09
1866,5.352174259343201e-09,1.556996132023869e-08
1867,3.396968040192405e-09,1.067618526917613e-08
1868,4.939874287401835e-09,1.1855697756857353e-08
1869,9.767038289254515e-10,2.0999133099053324e-08
1870,8.601073631098188e-09,1.4335121534259088e-08
1871,0.0,1.4869648623516696e-08
1872,6.047339295989218e-10,1.4513614310374123e-08
1873,1.7958012854535355e-09,1.1373408881354408e-08
1874,1.1949218281515073e-09,1.2546679251101978e-08
1875,0.0,4.005069165202713e-09
1876,1.209202959984168e-09,2.418405919968336e-09
1877,0.0,4.9478527941460015e-09
1878,6.039088784604019e-09,1.9325083755461492e-08
1879,2.443730107160036e-09,1.832797580370027e-09
1880,5.134277003548959e-09,1.0910338410496934e-08
1881,0.0,1.2550513517339823e-08
1882,4.6587693702804245e-09,4.6587693702804245e-09
1883,0.0,1.0110942305630033e-08
1884,1.0562715146988921e-08,7.922036360241691e-09
1885,0.0,1.160214413431504e-08
1886,1.936039106809062e-09,1.5488312854472497e-08
1887,5.876032105334161e-09,3.9173548849191775e-09
1888,1.268122939990235e-09,1.014498351992188e-08
1889,0.0,5.6386229019267375e-09
1890,1.3108772956016423e-09,8.520702365899524e-09
1891,6.374220040683554e-10,3.824531802365527e-09
1892,3.761107425503951e-09,3.761107425503951e-09
1893,1.847524977449666e-08,4.926733243593162e-09
1894,4.411077725308132e-09,1.6384001710889606e-08
1895,7.824199066419624e-09,1.9259566386153892e-08
1896,8.845543852942228e-09,2.358811590497112e-09
1897,0.0,5.2440420894583895e-09
1898,2.26334195829736e-09,7.921697076085366e-09
1899,1.0502398950507086e-08,1.713549302451156e-08
1900,2.595526460424935e-09,6.748368974740515e-09
1901,3.912117296778206e-09,8.941982265753268e-09
1902,3.928227076954727e-09,5.892340837476695e-09
1903,8.640352433531007e-09,9.1803746826713e-09
1904,1.0749250378694342e-09,4.837162670412454e-09
1905,5.676835002077496e-09,7.741138396966107e-09
1906,9.773950537805831e-09,3.600929110447737e-09
1907,6.1714118260169926e-09,1.337139288182243e-08
1908,6.875944702500192e-09,5.893666887857307e-09
1909,9.901770070541716e-09,8.801573692096554e-09
1910,1.1757131268552712e-08,6.412980813053082e-09
1911,1.2236860413850081e-08,2.128149656499545e-09
1912,4.688478938419394e-09,1.0939784189645252e-08
1913,4.772690687104841e-09,1.8030165804816534e-08
1914,1.0045115850232378e-08,1.0714789944188396e-08
1915,0.0,9.424609537234119e-09
1916,9.888715624128963e-09,4.394984820521586e-09
1917,6.57985488317081e-09,1.0966424435210342e-09
1918,8.040463406189247e-09,2.2972752589112133e-09
1919,1.9336480860943084e-08,7.366278698128781e-09
1920,1.9687803387569147e-08,5.300562211374427e-09
1921,1.5145495524393482e-08,1.1359120755116692e-08
1922,1.1804696775641332e-08,9.591316185719734e-09
1923,1.0615948120573648e-09,0.0
1924,6.445812328337297e-09,3.867487219366694e-09
1925,1.2097995494286806e-08,3.299453377181294e-09
1926,1.0031524944054127e-08,3.343841648018042e-09
1927,1.2264147031260109e-08,8.919379901328739e-09
1928,1.3711249025050165e-08,3.4278122562625413e-09
1929,3.342121912552898e-09,1.6710609784809094e-08
1930,7.352522590764465e-09,1.3654684494213143e-08
1931,1.4826963656844327e-08,3.4216069977333063e-09
1932,1.2055489939655217e-08,8.767629289252454e-09
1933,3.4411986593596566e-09,2.2941324395731044e-09
1934,1.4377896206951846e-08,7.188948103475923e-09
1935,4.787313656606784e-09,1.6755597798123745e-08
1936,7.274828739411987e-09,8.487299751891442e-09
1937,3.777335333410292e-09,1.2591118148108649e-09
1938,5.186085783037697e-09,1.0372171566075394e-08
1939,1.6823456405745674e-08,4.588215141154706e-09
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,1.7709016475464523e-08,0.0
1942,2.1239483061208375e-08,1.8205270180260413e-08
1943,2.9032352077962287e-09,0.0
1944,1.2852744646352221e-08,3.2131861615880553e-09
1945,2.178504043826024e-09,1.742803235060819e-08
1946,1.5313215584455975e-08,1.2528993842408909e-08
1947,1.4305045148432782e-08,5.960435700558264e-09
1948,1.3046265401328583e-08,1.0871888278529696e-08
1949,7.853606653895895e-09,8.835307596655184e-09
1950,1.0635361480382244e-09,1.1698897850465073e-08
1951,1.1727541604500402e-08,5.330700769690111e-09
1952,1.0544803918932644e-09,1.0544803918932644e-09
1953,1.1851209791302608e-08,9.69644453618912e-09
1954,1.9545072227344917e-09,2.9317608341017376e-09
1955,2.3464020060259827e-08,3.754243138587299e-09
1956,7.849027205963921e-09,1.4825940475304833e-08
1957,1.7670075402875796e-09,1.3252556385623393e-08
1958,1.2408365002158916e-08,5.790570245522986e-09
1959,3.8753737996444215e-09,5.425523585955716e-09
1960,3.460416619915918e-09,4.844583401109048e-09
1961,1.042223907177231e-08,2.779263708063695e-09
1962,8.8787386332001e-09,5.7077609305622445e-09
1963,7.1126584622049904e-09,1.4225316924409981e-08
1964,1.034274621503073e-08,9.125952438182594e-09
1965,1.0396882466068291e-08,8.755269398363907e-09
1966,9.416426749453422e-09,6.6468897053084675e-09
1967,8.381570104631919e-09,1.6763140209263838e-08
1968,9.88111459321317e-09,6.287982134978165e-09
1969,7.2668124850849836e-09,8.629339909305145e-09
1970,6.438214850135182e-09,1.2876429700270364e-08
1971,5.138397263237948e-09,8.221435976452085e-09
1972,8.721249500354133e-09,6.669190977248718e-09
1973,8.269805285010534e-09,9.923766697284009e-09
1974,1.1251143128276908e-08,2.812785782069227e-09
1975,1.3707552426467373e-08,5.711480177694739e-09
1976,1.1427053969725876e-08,1.0284348483935446e-08
1977,5.876781727920388e-09,4.7014254711541525e-09
1978,7.72276909088987e-09,1.7821774056514528e-09
1979,7.607565244427406e-09,5.851973128301324e-09
1980,9.096241093686785e-09,1.0801786132219604e-08
1981,1.9609203150139365e-08,5.060439622894819e-09
1982,1.1794254461960918e-08,7.449002747961231e-09
1983,7.57837881337764e-09,8.841442245000053e-09
1984,9.278413592994639e-09,6.378909400694965e-09
1985,1.4437339324047116e-08,8.421781494405423e-09
1986,1.4386765556650971e-08,7.792831269171074e-09
1987,4.888653482026939e-09,7.332980445085013e-09
1988,4.197587610832443e-09,7.195864348830128e-09
1989,8.232182935330457e-09,5.488121956886971e-09
1990,1.2531897297662908e-08,4.90378582185258e-09
1991,4.68917216167597e-09,4.10302547493302e-09
1992,8.815910668147353e-09,9.366905473484621e-09
1993,8.308811416668505e-09,6.093128224193833e-09
1994,8.439882570598911e-09,5.274926717646622e-09
1995,4.880205572987961e-09,7.591431483433553e-09
1996,1.014237493990322e-08,4.804283193493575e-09
1997,8.151320507465698e-09,4.315404922294874e-09
1998,1.4781200263769279e-08,6.675381136744818e-09
1999,8.226361813967742e-09,7.312321859131998e-09
2000,1.0161472552283612e-08,8.83606254831193e-09
2001,1.0514908055370142e-08,1.0076787404500465e-08
2002,8.324320788233308e-09,6.133709984368352e-09
2003,9.167230530238157e-09,7.91715315529018e-09
2004,6.607186797680242e-09,8.80958239690699e-09
2005,4.503749373441224e-09,9.457874483587148e-09
2006,6.1768350434476815e-09,6.58862386870851e-09
2007,1.0385647009059085e-08,3.994479413904628e-09
2008,1.3623806971452268e-08,9.79211112195344e-09
2009,1.0490023072406984e-08,5.721831008997924e-09
2010,1.0392344762522043e-08,5.668551850135373e-09
2011,1.3383901986685487e-08,3.823971805871906e-09
2012,1.191488419038933e-08,3.744677901096338e-09
2013,8.646287241731443e-09,5.578249862026041e-09
2014,8.661780626084692e-09,8.012147389990787e-09
2015,6.64972610309178e-09,7.314698624583116e-09
2016,9.735297901158901e-09,6.8354220061905835e-09
2017,1.1571811953103861e-08,2.7671724911471074e-09
2018,9.809573597863164e-09,5.162933192082164e-09
2019,1.0969247732361964e-08,4.3366790158927415e-09
