year,aurez_VERB été_VERB,aurez_VERB eté_VERB
1966,5.81602854765606e-08,0.0
1967,7.888537112421545e-08,0.0
1968,7.815063440830272e-08,0.0
1969,6.767218962977495e-08,1.3625273131978588e-09
1970,5.932355406912393e-08,0.0
1971,6.577148781161668e-08,0.0
1972,7.541316193737657e-08,0.0
1973,4.3554308604143444e-08,0.0
1974,5.456804430536977e-08,0.0
1975,4.283610266497817e-08,0.0
1976,4.056603941648973e-08,5.713526873840635e-10
1977,4.113747209544272e-08,0.0
1978,4.633661276898238e-08,0.0
1979,5.442335293537326e-08,0.0
1980,4.946081233470068e-08,0.0
1981,5.566483451957538e-08,0.0
1982,3.972801465579323e-08,0.0
1983,3.031351525351056e-08,0.0
1984,4.5812168281145205e-08,0.0
1985,3.128090142467954e-08,0.0
1986,4.91547815784088e-08,0.0
1987,4.0331389783432314e-08,0.0
1988,3.058242370457265e-08,0.0
1989,3.951447880012893e-08,0.0
1990,2.942271493111548e-08,1.6345953479657283e-09
1991,4.6891720728581276e-08,0.0
1992,3.195767561692264e-08,0.0
1993,3.988229480000882e-08,0.0
1994,3.956195016030506e-08,0.0
1995,5.747797970911961e-08,0.0
1996,4.110330920070737e-08,0.0
1997,4.027711497656128e-08,0.0
1998,4.005228504411207e-08,0.0
1999,4.067479153491149e-08,0.0
2000,3.2251630699420275e-08,0.0
2001,3.066848108801423e-08,0.0
2002,2.716357272447567e-08,0.0
2003,3.2918691772465536e-08,0.0
2004,4.096455796798182e-08,0.0
2005,4.4136747590073355e-08,4.5037495954858286e-10
2006,3.911995349881181e-08,0.0
2007,5.1928232380760164e-08,1.1983438685803094e-09
2008,4.172290957171754e-08,4.257439678578834e-10
2009,4.815874277142029e-08,0.0
2010,3.7317963830219014e-08,0.0
2011,6.691951170978427e-08,0.0
2012,6.502122573692759e-08,0.0
2013,6.359205428907444e-08,2.789125042035323e-10
2014,8.207037183183274e-08,0.0
2015,7.735847873391322e-08,0.0
2016,8.18179302086719e-08,0.0
2017,5.8362182642213156e-08,5.031222660711876e-10
2018,5.859929430584998e-08,0.0
2019,6.760117798876308e-08,0.0
