year,les_DET airs_NOUN,les_DET pères_NOUN
1882,4.654776411427974e-06,1.0128830922440102e-05
1883,4.673151266842979e-06,7.627442300872644e-06
1884,4.776327870104069e-06,9.338760492028086e-06
1885,4.115538224880311e-06,8.964590307414255e-06
1886,4.749103958090473e-06,8.67216471078791e-06
1887,4.286238905137907e-06,8.671064733789535e-06
1888,4.136617135941378e-06,8.580753984688272e-06
1889,4.393740184127637e-06,9.450332413507567e-06
1890,3.71699246670687e-06,8.965089705270657e-06
1891,3.5829491729089114e-06,7.807144669413901e-06
1892,3.7648685022872996e-06,8.396045672043329e-06
1893,3.584814301405004e-06,7.876614944279936e-06
1894,3.7456348422892916e-06,8.004215004575599e-06
1895,3.4932039127966164e-06,8.494672414371962e-06
1896,3.2740304334311077e-06,7.833023545344986e-06
1897,3.1312759176671534e-06,7.3940996685450955e-06
1898,3.361628749587453e-06,7.573142198680216e-06
1899,3.362978596044286e-06,8.232775456917807e-06
1900,3.5008463044050586e-06,8.578734309594438e-06
1901,3.4393098715668202e-06,8.361871323359082e-06
1902,3.139144510555525e-06,6.941177389307995e-06
1903,3.284413992332702e-06,8.6484527059838e-06
1904,2.8754244212336744e-06,8.384952707274351e-06
1905,2.86680175776155e-06,7.99866026568452e-06
1906,2.9651078818915266e-06,7.787780987200676e-06
1907,3.1772486011050205e-06,7.889636179925219e-06
1908,3.5833495246606617e-06,7.873939125602192e-06
1909,3.83418556992865e-06,8.078744372141955e-06
1910,4.158283601896073e-06,9.085590505719665e-06
1911,3.5673109337608366e-06,8.40033885651792e-06
1912,3.4496786867066476e-06,7.035844134861691e-06
1913,3.7995920649791515e-06,8.276906214632618e-06
1914,3.5224870913452833e-06,8.400395444141395e-06
1915,3.3504486083302254e-06,7.942589775211673e-06
1916,3.2621775183372392e-06,9.320664105416654e-06
1917,3.5257055444049e-06,6.457030849560397e-06
1918,3.842192910497033e-06,6.418587048528934e-06
1919,3.598427042561525e-06,6.67476913918108e-06
1920,3.47338261974528e-06,6.537107708481926e-06
1921,3.3978916675891924e-06,6.279322207092264e-06
1922,3.2521939488106e-06,6.912387846114143e-06
1923,3.3121758917786792e-06,7.0479279941082495e-06
1924,3.4781603801548044e-06,7.869047294661868e-06
1925,3.682189920084511e-06,8.018771524120893e-06
1926,3.2412969517281454e-06,6.629723088735773e-06
1927,3.245539367924266e-06,8.746567004891403e-06
1928,3.1455890976417322e-06,7.186979985362996e-06
1929,3.111515525233699e-06,7.654573153104138e-06
1930,3.3779589330151794e-06,8.380825249787449e-06
1931,2.9756575230521776e-06,7.318817466739347e-06
1932,2.972226369024611e-06,7.122602795561761e-06
1933,2.59695791271497e-06,5.854625982237849e-06
1934,2.801293334186994e-06,6.320283461036524e-06
1935,2.5468508866310913e-06,6.618461327434488e-06
1936,3.1948622023492135e-06,6.31576389764632e-06
1937,2.445195036671066e-06,6.8948961740034065e-06
1938,2.598229063011104e-06,5.954922841056032e-06
1939,2.720811654199906e-06,6.096208551298332e-06
1940,2.842612751408069e-06,7.607348720739537e-06
1941,3.3233918941277807e-06,7.065897193569981e-06
1942,3.5469934971388284e-06,8.398698014389083e-06
1943,3.6464634760591252e-06,8.131961777735341e-06
1944,3.6148344975117652e-06,1.0754534315537967e-05
1945,3.5596755836309057e-06,5.9407804116062835e-06
1946,3.1893250564962727e-06,8.869135427858055e-06
1947,2.9229974742861486e-06,6.749596991539875e-06
1948,3.0191232767151632e-06,7.338524341093944e-06
1949,2.5946352124606165e-06,8.430846833107353e-06
1950,2.7098902108946277e-06,6.432266758338301e-06
1951,2.9883909462569136e-06,6.017295163474046e-06
1952,2.2639694776671604e-06,5.731100998218608e-06
1953,2.347617026998705e-06,6.993291179924199e-06
1954,2.7832183491227624e-06,6.089267202469273e-06
1955,2.5031416512888427e-06,6.755760324494986e-06
1956,2.667797218691703e-06,6.2443373280984815e-06
1957,2.60545267138923e-06,8.979932516695044e-06
1958,2.5495054600810363e-06,6.425878723348433e-06
1959,2.1237049807609765e-06,6.042483136070587e-06
1960,2.7551836652150996e-06,6.555413193609638e-06
1961,2.3227696104299866e-06,6.10604254802638e-06
1962,2.598933818376281e-06,7.274224003595009e-06
1963,2.8651081862562933e-06,6.821686042712827e-06
1964,2.677554412855443e-06,8.74752970503323e-06
1965,2.7135862268323763e-06,7.058936262183124e-06
1966,2.6227519995813964e-06,6.664060634875568e-06
1967,3.0997019209166865e-06,7.635117555082616e-06
1968,3.874295273931239e-06,6.4757233531054226e-06
1969,2.6033354814103404e-06,6.5319560746956995e-06
1970,2.76521328146373e-06,7.165273501641423e-06
1971,3.0943429010221735e-06,7.0406320560323365e-06
1972,3.6531776146375705e-06,5.484126972987724e-06
1973,2.7147015728701263e-06,5.984031304251403e-06
1974,2.1073391138770603e-06,5.458492267962356e-06
1975,2.064700005632858e-06,6.203238513080578e-06
1976,2.120289774865114e-06,5.438706125460158e-06
1977,2.1050632454944207e-06,5.273824172036257e-06
1978,2.7017809429707995e-06,5.683363639263916e-06
1979,2.590083479248051e-06,5.645984003876947e-06
1980,2.4861163652190044e-06,5.414537554315757e-06
1981,2.3834669704569933e-06,6.077588096786712e-06
1982,2.230976434702825e-06,6.1895005103451695e-06
1983,2.3897155401186865e-06,5.795565527932922e-06
1984,2.6808815292156396e-06,6.131291513611359e-06
1985,2.4356993861829324e-06,6.1623376268471475e-06
1986,2.50089924236363e-06,6.165328159113415e-06
1987,2.3923847791706976e-06,6.578294488690517e-06
1988,2.2888845663260327e-06,6.53984142218178e-06
1989,2.4295917810945866e-06,6.894727960116143e-06
1990,2.481860441605477e-06,6.495336663192575e-06
1991,2.812917117012148e-06,6.548429098529596e-06
1992,2.4552311685965833e-06,7.965726240399817e-06
1993,2.629461711478598e-06,7.384871253179881e-06
1994,2.501897675699638e-06,7.999426088645123e-06
1995,2.6591697732669672e-06,7.545882567683293e-06
1996,2.4144190717834135e-06,7.708205203016405e-06
1997,2.427655047654298e-06,7.570179377580644e-06
1998,2.6777814383649456e-06,8.032390155676694e-06
1999,2.632435851523951e-06,7.347055486661702e-06
2000,2.6777688617585227e-06,7.629940171227645e-06
2001,2.6076973185240604e-06,7.472594802493404e-06
2002,2.7203005288356508e-06,7.58739935236008e-06
2003,2.9714327283159037e-06,7.549214046775887e-06
2004,2.8291974274452514e-06,8.244007631219574e-06
2005,2.84321721011338e-06,8.480110068376234e-06
2006,3.0950060931900225e-06,7.26725221511515e-06
2007,3.3805279358034568e-06,8.493461564285099e-06
2008,3.5519819263640784e-06,7.816659206127952e-06
2009,3.661018190825871e-06,8.333846949426515e-06
2010,4.531534784746327e-06,6.752662159215106e-06
2011,4.854914891438966e-06,6.516048244975536e-06
2012,6.316590933863608e-06,5.677612762156059e-06
2013,7.086329823380311e-06,5.263636865038279e-06
2014,6.7843399875755495e-06,5.734098806442489e-06
2015,7.366123313090611e-06,5.273676237038671e-06
2016,8.214520626381727e-06,6.384077096299734e-06
2017,7.32973659722802e-06,5.4392546644521644e-06
2018,8.429521308528365e-06,4.7437032719699346e-06
2019,8.10168209142148e-06,4.767285844309299e-06
