year,fus_VERB heureux_ADJ
1988,3.1182079140990027e-08
1989,3.786804469996241e-08
1990,3.3236769780842224e-08
1991,5.3339334726842935e-08
1992,3.691662442406596e-08
1993,4.708326173386013e-08
1994,4.325439917352014e-08
1995,4.392185104507007e-08
1996,3.736664666575962e-08
1997,4.411302967355368e-08
1998,4.243635132183954e-08
1999,4.4787970665538523e-08
2000,4.8156543641653116e-08
2001,4.731708713734406e-08
2002,4.381221430094229e-08
2003,5.0003073681637034e-08
2004,4.801222530659288e-08
2005,4.77397463782836e-08
2006,5.188541152278958e-08
2007,4.314037838071272e-08
2008,6.002989749731569e-08
2009,6.007922337403215e-08
2010,5.62131354797657e-08
2011,8.259779349373275e-08
2012,1.028084284371289e-07
2013,1.0291871177514622e-07
2014,1.1563476931542027e-07
2015,1.1925175158467027e-07
2016,1.2883735678315134e-07
2017,7.471365393030283e-08
2018,1.0093534541510962e-07
2019,9.030496528339427e-08
