year,leurs_DET airs_NOUN,leurs_DET pères_NOUN
1907,7.611408170404843e-08,1.8437093380896385e-06
1908,8.74227243929937e-08,1.8476646186371681e-06
1909,9.131632561221181e-08,1.6717489614848091e-06
1910,1.1115833142838483e-07,1.8955702749678949e-06
1911,8.086969005560718e-08,1.6913469131907277e-06
1912,8.439262089154909e-08,1.6519075067833455e-06
1913,1.198475674257793e-07,1.7118051172104742e-06
1914,1.0112083170810138e-07,1.6949458370163484e-06
1915,6.832842192050492e-08,1.835442668962628e-06
1916,9.998590799753515e-08,2.1623326311726032e-06
1917,6.68951898319392e-08,2.1110366503762634e-06
1918,8.155327257952649e-08,2.118087895297549e-06
1919,1.2798909510003398e-07,1.7992135443734014e-06
1920,1.0979736009275598e-07,1.806734452713954e-06
1921,8.405749696294151e-08,1.5100058554651241e-06
1922,1.2690049133734504e-07,1.4054967270027419e-06
1923,9.554353530560888e-08,1.5743450916261281e-06
1924,1.0055467192238154e-07,1.5444166123756986e-06
1925,8.908524051776112e-08,1.4187649171049088e-06
1926,1.0811754602713108e-07,1.4657171689691495e-06
1927,1.0703256236865855e-07,1.4460544743855053e-06
1928,9.940655920637198e-08,1.231727299710883e-06
1929,1.2254447256943024e-07,1.3145679602644122e-06
1930,9.348207452575252e-08,1.3171518489230039e-06
1931,1.1633463614657558e-07,1.3081944629789177e-06
1932,8.110057425625428e-08,1.4335074070004339e-06
1933,5.7353312543639845e-08,1.248008022258773e-06
1934,7.308763727564838e-08,1.3107848992888194e-06
1935,8.138433482685059e-08,1.3117239774373957e-06
1936,8.123559069872499e-08,1.2743075217258593e-06
1937,6.547381470323188e-08,1.2603709009795239e-06
1938,7.649476430060531e-08,1.4274701261030032e-06
1939,6.117620365841958e-08,1.1883476780383262e-06
1940,6.085878911932241e-08,1.239997857283015e-06
1941,1.6233264865661567e-07,1.4875573572936673e-06
1942,7.58552971547033e-08,1.41394268560191e-06
1943,9.580676185727555e-08,1.5590372619556092e-06
1944,1.0603514510876266e-07,1.6515776977144014e-06
1945,9.149717072887142e-08,1.4421696672428652e-06
1946,9.744773166175946e-08,1.5382820794940244e-06
1947,7.390940259810463e-08,1.3375217271516249e-06
1948,7.610321417494958e-08,1.1654663829574474e-06
1949,5.006674186347482e-08,1.2575587722274406e-06
1950,6.70027759941405e-08,1.319848307090865e-06
1951,8.742349344448286e-08,1.290029656431102e-06
1952,5.588746121443222e-08,1.055534925242796e-06
1953,4.201792791480585e-08,1.096775601894251e-06
1954,4.788542540268281e-08,1.261634448468385e-06
1955,7.414630021074231e-08,1.0877919756069332e-06
1956,4.534993758298356e-08,1.1171782894336957e-06
1957,6.714628852932947e-08,1.1529724694980814e-06
1958,6.038737820901474e-08,1.0935905905284926e-06
1959,9.998464456373313e-08,1.1199830529662336e-06
1960,8.304999910002664e-08,1.1128699846096879e-06
1961,7.087122311233429e-08,1.270123478391838e-06
1962,6.468795565872654e-08,1.2652202805440993e-06
1963,6.595373935880389e-08,1.2414822592177188e-06
1964,8.517555327713922e-08,1.4230401692572059e-06
1965,6.730613089089843e-08,1.262400385115825e-06
1966,9.637989828448212e-08,1.311652951585529e-06
1967,8.677390361810922e-08,1.563409364635504e-06
1968,1.0420084683993025e-07,1.6618238714016798e-06
1969,6.358461177025099e-08,1.6236784006196103e-06
1970,8.921526339911168e-08,1.3101768008283443e-06
1971,9.40326732035146e-08,1.496301329950711e-06
1972,8.259536166121961e-08,1.2214879143712665e-06
1973,6.615844849733321e-08,1.2553565031936387e-06
1974,5.5130603415776136e-08,1.1813700346863243e-06
1975,6.682431896720686e-08,1.2325374161292757e-06
1976,4.97076848571254e-08,1.2026974172130167e-06
1977,4.583889934295371e-08,1.1871099223625947e-06
1978,6.178215161689593e-08,1.299801414944568e-06
1979,6.96384847564957e-08,1.3757989307805474e-06
1980,5.742002096020826e-08,1.256986845277197e-06
1981,6.768338045581856e-08,1.1727568915986808e-06
1982,5.959202153960064e-08,1.200530902245589e-06
1983,7.830991677337806e-08,1.11339019426282e-06
1984,7.19077029032178e-08,1.1470439158500767e-06
1985,6.015558084992989e-08,1.1321279913545368e-06
1986,6.234264771087794e-08,1.1725213617808095e-06
1987,4.277571941102565e-08,1.1390562271174076e-06
1988,5.336932984434384e-08,1.1975118319185185e-06
1989,7.134558510646372e-08,1.2529382367176822e-06
1990,7.192219286800139e-08,1.1992481088185514e-06
1991,6.271768021592905e-08,1.218598587371389e-06
1992,6.942529445774781e-08,1.2187996238921528e-06
1993,5.705383482323967e-08,1.2153020811922488e-06
1994,6.435410382366058e-08,1.200045826266205e-06
1995,6.235818617028599e-08,1.212459991961623e-06
1996,7.313186389801274e-08,1.2651278353814632e-06
1997,6.13746503619339e-08,1.248111025198284e-06
1998,5.1018981039874234e-08,1.3999227075345289e-06
1999,6.763897908435013e-08,1.3372408407263947e-06
2000,7.554833558742757e-08,1.382843848318771e-06
2001,7.97380550476845e-08,1.3778911185369225e-06
2002,5.8270244962521645e-08,1.438355003990921e-06
2003,7.167107307637366e-08,1.3025801219868072e-06
2004,6.386947482006633e-08,1.3553542439481703e-06
2005,8.737274237446968e-08,1.405620291272669e-06
2006,1.037708292628281e-07,1.3502560634037764e-06
2007,6.950394615401478e-08,1.4236324776817355e-06
2008,8.174284071849058e-08,1.2440239256505947e-06
2009,7.390698275600016e-08,1.417583657570276e-06
2010,8.644541260593996e-08,1.2371613413719729e-06
2011,8.871615253536191e-08,1.1536923434363189e-06
2012,1.1472331484796428e-07,1.3402543208584916e-06
2013,1.2160585427523074e-07,1.3345963365551938e-06
2014,1.3663958675635968e-07,1.3503716367324614e-06
2015,1.3365950124466508e-07,1.4711410623036159e-06
2016,1.2863022025300097e-07,1.665771712566766e-06
2017,1.0716504039720576e-07,3.991771869493732e-06
2018,1.20038200268624e-07,1.2130311928260085e-06
2019,1.2168211460661382e-07,1.3627376609370856e-06
