year,dix_DET airs_NOUN,dix_DET paires_NOUN
1843,3.5441467538532834e-09,7.915261168722765e-08
1844,2.7442805805577564e-09,7.903528009833849e-08
1845,0.0,7.812319324784767e-08
1846,1.7563503984519002e-09,4.5079661559199735e-08
1847,1.6179670936367074e-09,8.46736085691191e-08
1848,2.413566457803995e-09,4.424871846708811e-08
1849,0.0,4.943854992056629e-08
1850,3.394498016007219e-09,5.363306954109248e-08
1851,0.0,4.966067668199514e-08
1852,4.557382027314816e-09,4.622487215222293e-08
1853,1.7915795513800958e-09,6.270528496443717e-08
1854,5.195664454227256e-10,1.3612640192839365e-07
1855,2.1227748447927297e-09,5.094659627502551e-08
1856,3.6240324075009767e-09,3.831120043429337e-08
1857,2.4407544874094356e-09,8.737901424638039e-08
1858,9.787352039936081e-10,3.8170671956549995e-08
1859,1.018434669930457e-09,3.7172863898149444e-08
1860,5.492620580582752e-09,5.309533435138292e-08
1861,4.715963730639317e-10,5.0932407180681594e-08
1862,1.3553959066214816e-09,3.975828022362293e-08
1863,2.9967726078439227e-09,2.34747175031913e-08
1864,9.589455896019672e-10,2.6371003158942585e-08
1865,1.882737743486018e-09,1.4591217123438582e-08
1866,1.4596839292835284e-09,3.308616608466153e-08
1867,0.0,3.591080321996287e-08
1868,2.9639244392143382e-09,5.977247563571098e-08
1869,4.883519144627257e-10,4.102156125895817e-08
1870,0.0,4.587239077480376e-08
1871,3.18635318130589e-09,1.0408753570168017e-07
1872,0.0,4.8378716144270584e-08
1873,4.788803575905831e-09,4.9085237874280097e-08
1874,5.974609140757536e-10,5.197910013521323e-08
1875,5.721527140956084e-10,4.691652399912982e-08
1876,3.627608879952504e-09,3.446228391545958e-08
1877,1.8554447978047506e-09,3.958282301930183e-08
1878,8.4547240319921e-09,6.159870546973423e-08
1879,0.0,5.926045609783159e-08
1880,6.417846254436199e-10,5.134276981344499e-08
1881,6.972507571312292e-10,5.0899306103247e-08
1882,1.9966155395678697e-09,3.926677294430192e-08
1883,1.8958017378167824e-09,4.549924126351357e-08
1884,1.3203393933736152e-09,6.007544417485633e-08
1885,1.933690763067375e-09,4.7697703675630976e-08
1886,6.453463874400711e-10,6.130790808356323e-08
1887,1.9586774424595887e-09,4.6355363991779086e-08
1888,1.9021844099853524e-09,6.467426927336817e-08
1889,6.265136742733546e-10,6.515742145829506e-08
1890,0.0,4.915789730830511e-08
1891,0.0,4.9081495312464085e-08
1892,0.0,4.82675464041904e-08
1893,0.0,6.15841644346915e-08
1894,1.2603078580752936e-09,5.419323745314841e-08
1895,0.0,4.9954499203863634e-08
1896,5.89702897624278e-10,5.071444852955409e-08
1897,5.826713556089658e-10,2.9133567114314474e-08
1898,5.6583548957434e-10,5.5451877978285324e-08
1899,0.0,8.291367592505594e-08
1900,5.191053142894475e-10,8.824790498351831e-08
1901,5.588738916095792e-10,5.029864924566141e-08
1902,0.0,6.874397584510916e-08
1903,3.2401321625741275e-09,3.9961630449170116e-08
1904,0.0,6.23456530846056e-08
1905,3.096455536422127e-09,3.7157463772530264e-08
1906,3.600929110447737e-09,4.578324386272925e-08
1907,2.057137349353866e-09,3.857132457874002e-08
1908,3.437972351250096e-09,5.893666776835005e-08
1909,2.7504918342913243e-09,2.3104131385842663e-08
1910,2.137660271017694e-09,4.809735676403193e-08
1911,4.25629931299909e-09,4.4691141898312026e-08
1912,5.209421227725386e-10,5.313609524604246e-08
1913,4.772690687104841e-09,6.41661772604607e-08
1914,6.696743715117748e-10,3.147469573860917e-08
1915,0.0,4.123266661437697e-08
1916,6.592477230782379e-09,4.504859507648007e-08
1917,1.0966424435210342e-09,3.618920207948406e-08
1918,5.743188147278033e-09,3.6756403254400993e-08
1919,1.8415696745321952e-09,2.7623545006960626e-08
1920,3.028892692213958e-09,3.6346713194745917e-08
1921,3.7863738810983705e-09,3.0290991048786964e-08
1922,2.951174193910333e-09,3.467629783315829e-08
1923,0.0,2.3355085421172816e-08
1924,1.289162443462999e-09,2.4494086314774677e-08
1925,3.299453377181294e-09,1.5397448649423495e-08
1926,1.1146138456652466e-09,5.461607877066399e-08
1927,4.4596899506643695e-09,3.456259833889419e-08
1928,3.4278122562625413e-09,6.055801682336437e-08
1929,0.0,6.127223173280072e-08
1930,1.0503603542488804e-09,2.5208648724017735e-08
1931,2.2810713318222042e-09,4.1059284860978096e-08
1932,0.0,2.6302887423668153e-08
1933,1.1470662197865522e-09,5.964744520525755e-08
1934,2.3963160344919743e-09,2.2765002327673756e-08
1935,2.393656828303392e-09,3.949533589064913e-08
1936,1.2124714565686645e-09,4.243650053581405e-08
1937,0.0,1.6368453148452033e-08
1938,1.2965214457594243e-09,2.9819993141444456e-08
1939,0.0,3.6705721129237645e-08
1940,0.0,4.057252667166722e-08
1941,0.0,8.264207629338216e-08
1942,0.0,4.8547388331598995e-08
1943,0.0,3.193558839598154e-08
1944,0.0,4.177142010064472e-08
1945,4.357008087652048e-09,4.574858669670334e-08
1946,2.7842208538686464e-09,3.3410650246423756e-08
1947,3.5762612871081956e-09,2.3841741914054637e-08
1948,1.0871887834440486e-09,5.870819297371099e-08
1949,3.9268033269479474e-09,2.4542519905246252e-08
1950,1.0635361480382244e-09,3.084254895924232e-08
1951,0.0,4.90424478805096e-08
1952,0.0,6.432330046379775e-08
1953,0.0,3.663101422191062e-08
1954,0.0,4.788542851130728e-08
1955,0.0,4.411235643431155e-08
1956,0.0,2.529131082340541e-08
1957,5.301022731885041e-09,5.301022487635976e-08
1958,8.272243445794913e-10,2.3162282314359572e-08
1959,8.525822714489095e-09,2.2477167904710882e-08
1960,0.0,3.391208380776334e-08
1961,0.0,2.2928924869880518e-08
1962,3.805173953708163e-09,4.0588520322515365e-08
1963,2.5864212993553792e-09,3.7503109950876024e-08
1964,1.2167936658258327e-09,5.110533463081879e-08
1965,1.6416130677043839e-09,2.8454625766727304e-08
1966,5.539074754423723e-10,5.0405581042411995e-08
1967,5.916402479044791e-09,3.007504645324843e-08
1968,4.4914158503495116e-10,4.042274337479057e-08
1969,1.8167031212712459e-09,4.2238346820155925e-08
1970,1.3796175313274261e-09,2.6672605457633836e-08
1971,1.0276794970565106e-09,3.3913424068998665e-08
1972,2.565073486948677e-09,2.6676763020816452e-08
1973,1.102640756478479e-09,2.205281557365879e-08
1974,5.625571675160757e-10,3.7691330057043615e-08
1975,1.1422960355389478e-09,3.655347269315712e-08
1976,1.142705374768127e-09,2.742492943852426e-08
1977,4.11374712072643e-09,3.6436045736110145e-08
1978,1.1881182704343018e-09,3.267325321409942e-08
1979,0.0,4.447499746262906e-08
1980,5.685150683554241e-10,2.0466543348973687e-08
1981,2.5302198114474095e-09,2.8464972379182996e-08
1982,0.0,2.917526109591506e-08
1983,1.2630632095778083e-09,2.3366668600033336e-08
1984,3.479405208395292e-09,2.6095537508652455e-08
1985,1.2031116103372597e-09,3.6093349864430024e-08
1986,1.7983456945813714e-09,2.577628732680637e-08
1987,1.2221633705067347e-09,3.605381881932601e-08
1988,1.1993107618124554e-09,2.3986215458293714e-08
1989,1.0976244357863152e-09,2.4696550138259e-08
1990,3.814055737905164e-09,3.105731116725963e-08
1991,2.344586080837985e-09,2.051512781875431e-08
1992,2.7549720282848966e-09,2.644773244853127e-08
1993,1.661762283333701e-09,2.8249958816672915e-08
1994,0.0,2.4264662945583382e-08
1995,1.626735190995987e-09,2.4943273557731516e-08
1996,2.135236876199542e-09,2.2953796197100473e-08
1997,0.0,2.3494982848148993e-08
1998,2.3840645013706308e-09,2.1456580956424887e-08
1999,1.3710603763428253e-09,1.5538683784122043e-08
2000,0.0,1.5463110236701993e-08
2001,3.066848330846028e-09,2.3220422029623933e-08
2002,8.76244299341522e-10,1.9277375029602695e-08
2003,4.1669229178253886e-10,3.0418537910748e-08
2004,3.0833537945085254e-09,2.2904914243060404e-08
2005,1.3511248786457486e-09,2.8823997855198513e-08
2006,4.1178899179428186e-10,1.976587160612553e-08
2007,1.5977917877663117e-09,1.917350189728495e-08
2008,1.2772318758180745e-09,3.320803054762678e-08
2009,3.814554005998616e-09,2.2410504563197264e-08
2010,2.3618964561933353e-09,2.4563723499682055e-08
2011,1.1471915639660324e-09,2.562061185429343e-08
2012,2.0425516833455504e-09,3.199997467007165e-08
2013,2.789125042035323e-10,2.7054513740409902e-08
2014,8.661780737106994e-10,3.399748838006644e-08
2015,1.329945265027277e-09,3.989835661855068e-08
2016,1.0356699942093428e-09,3.127723546825223e-08
2017,5.031222660711876e-10,2.616235761365715e-08
2018,2.5814667070633845e-10,2.917057306817128e-08
2019,1.53059265262101e-09,2.9081260510821494e-08
