year,quelques_DET artisans_NOUN,quelques_DET partisans_NOUN
1861,4.1500479497358356e-08,2.702247314800843e-07
1862,2.7107917799362724e-08,2.90958313442502e-07
1863,2.1476870060155306e-08,2.1327030452766849e-07
1864,3.212467802882202e-08,2.0905013542460438e-07
1865,2.1651483939066907e-08,2.2969400959027553e-07
1866,3.7951779718881085e-08,2.486328192219389e-07
1867,3.445496155052297e-08,1.9508302528947752e-07
1868,3.556709482488429e-08,2.1686047801949826e-07
1869,2.8812763286367726e-08,3.0375489146194923e-07
1870,4.816600984725028e-08,2.9702372472684146e-07
1871,1.4869648623516696e-08,1.752494274143146e-07
1872,1.9351485525120893e-08,1.7779177330368157e-07
1873,1.496501100817227e-08,1.8496753284580336e-07
1874,3.1067967753983794e-08,1.583271487248794e-07
1875,2.0597497041308088e-08,2.0826358593240002e-07
1876,1.1487428563938806e-08,1.9347248070289425e-07
1877,4.514915552533694e-08,1.9853258947932773e-07
1878,3.140326132466953e-08,2.168032811056264e-07
1879,2.8102896787451925e-08,1.8938908219467976e-07
1880,1.4119261759759638e-08,2.259081881561542e-07
1881,4.532129760370651e-08,2.1475323919162292e-07
1882,3.8601235097246445e-08,1.6305693328888538e-07
1883,4.107570372724467e-08,1.6746248654442297e-07
1884,4.4891539374702916e-08,2.290788785330733e-07
1885,2.127059778311846e-08,1.2891271072845711e-07
1886,4.2592862570245416e-08,1.6585401763080654e-07
1887,5.810742820244741e-08,1.44289239223383e-07
1888,3.8677748337434537e-08,2.0163154701435815e-07
1889,4.8241552974559454e-08,1.7542382835245007e-07
1890,3.1461055982617836e-08,1.3633123696621396e-07
1891,2.3584614039506846e-08,1.415076811284166e-07
1892,2.2566645441202127e-08,1.435489274115298e-07
1893,4.187723279258648e-08,1.5703962397140003e-07
1894,3.843939033743027e-08,1.4808617265771318e-07
1895,2.9491211028798148e-08,1.9259566919060944e-07
1896,3.0664550232373244e-08,1.857564075891105e-07
1897,3.379493929145383e-08,1.689746937927339e-07
1898,5.0925194949869024e-08,1.403272040789716e-07
1899,2.3215829259015663e-08,1.719076934136865e-07
1900,5.4506058333458896e-08,1.5884622772688317e-07
1901,4.7504279843124664e-08,1.5983792955864828e-07
1902,3.1425815283370184e-08,1.2668532090032159e-07
1903,3.942160886616364e-08,1.5120616758679262e-07
1904,2.956043942958786e-08,1.8596203243959053e-07
1905,2.838417545447669e-08,1.8217480057813873e-07
1906,2.7264177138164314e-08,1.3066228099489763e-07
1907,3.805704196224724e-08,1.4811389092983518e-07
1908,3.094175182738468e-08,1.6502267463636144e-07
1909,3.410609639153961e-08,1.4412576287980983e-07
1910,3.6874639341988313e-08,1.544459502511586e-07
1911,4.0966881886816964e-08,1.213045317527417e-07
1912,2.5526164293410147e-08,1.7347372160969599e-07
1913,5.037840367094759e-08,1.511352119010212e-07
1914,3.21443702766544e-08,1.4665868075525168e-07
1915,2.473960047932877e-08,1.3312261071263265e-07
1916,6.372727767711694e-08,1.1976333880170387e-07
1917,3.289927308358642e-08,1.4804672687773746e-07
1918,2.1824115847834946e-08,1.631065416063393e-07
1919,2.394040587994084e-08,1.6574127315038822e-07
1920,4.164727585020955e-08,1.3099960360918317e-07
1921,3.559191302793252e-08,1.3025125245036406e-07
1922,3.541408943874558e-08,1.3796739040117245e-07
1923,4.140219767023723e-08,1.210218085745396e-07
1924,3.0939899087201184e-08,1.1731378135593218e-07
1925,4.8391984641682484e-08,1.3637740892136208e-07
1926,4.2355326357323975e-08,1.226075214688649e-07
1927,4.2367053421088485e-08,1.3936530685043635e-07
1928,2.9707706294956893e-08,1.1311780756528833e-07
1929,5.124586799354347e-08,1.4482527888048935e-07
1930,3.466189291145838e-08,1.3444612756430274e-07
1931,4.448089274688982e-08,1.585344575616432e-07
1932,4.38381477785299e-08,1.1726704096659546e-07
1933,2.408839039347299e-08,9.750062757163391e-08
1934,3.834105655187159e-08,1.2221212486451805e-07
1935,3.710167995052416e-08,9.933675837459077e-08
1936,3.031178641421661e-08,1.212471429923312e-07
1937,5.666003044524359e-08,1.0828361762804661e-07
1938,2.9819993030422154e-08,1.283556230191607e-07
1939,6.576441879957429e-08,9.788192567583565e-08
1940,9.12881876757865e-08,8.875239898564757e-08
1941,7.969057236323351e-08,1.1806010080661622e-07
1942,5.158160010232393e-08,1.1530004950799366e-07
1943,1.1903264329760077e-07,1.1612940742367073e-07
1944,3.534504777746861e-08,1.3174063084875343e-07
1945,8.71401635293978e-08,1.2199622823061418e-07
1946,6.542919184227003e-08,1.0858461152452037e-07
1947,3.2186353138285995e-08,1.1563244939338801e-07
1948,5.3272248834446145e-08,1.1415482514820496e-07
1949,8.442627219551468e-08,8.148117247586129e-08
1950,4.998619829166273e-08,9.25276442131917e-08
1951,4.157946653648992e-08,8.31589359595597e-08
1952,7.381362676639469e-08,7.486810815748868e-08
1953,8.080370639262924e-08,7.218464359581844e-08
1954,4.495366745516094e-08,8.502106707553025e-08
1955,6.194501267486885e-08,6.194501400713648e-08
1956,7.761816034346225e-08,5.407107961374891e-08
1957,7.068029850287871e-08,6.802979068964987e-08
1958,8.272243601226137e-08,5.2942356720819816e-08
1959,6.898165505475617e-08,6.045583234026708e-08
1960,7.751333441774477e-08,7.266875234890335e-08
1961,8.407272567012569e-08,7.434530235883585e-08
1962,8.117703975685231e-08,9.576354198514991e-08
1963,8.082566793632395e-08,1.0668988226214537e-07
1964,6.631525684142048e-08,8.578395194192012e-08
1965,7.441979121836084e-08,8.481667279625071e-08
1966,6.868452651076495e-08,8.30861193179544e-08
1967,8.282963914751917e-08,8.135053874980258e-08
1968,6.871866098379087e-08,1.0824312290935723e-07
1969,7.085142517126997e-08,7.81182309950168e-08
1970,7.587896000416094e-08,7.541908852992663e-08
1971,6.679916442209333e-08,8.52973989218242e-08
1972,8.003028817427094e-08,7.746522046048199e-08
1973,7.11203265169047e-08,7.387693390370487e-08
1974,7.819544478593343e-08,8.944658791421034e-08
1975,6.511087491389844e-08,6.396857799018107e-08
1976,6.570555921570076e-08,6.399150165314893e-08
1977,1.0519439364031768e-07,7.992423523006664e-08
1978,9.386134536271129e-08,6.0594032014194e-08
1979,7.139407465217573e-08,7.197927232027723e-08
1980,1.1313450176686501e-07,4.8892295989588774e-08
1981,9.172046500083297e-08,6.072527569678243e-08
1982,8.255978256599406e-08,7.014477620970183e-08
1983,1.079919043078803e-07,5.304865302591111e-08
1984,9.046453364192075e-08,6.494889470687326e-08
1985,8.842870613534615e-08,7.158514270244609e-08
1986,9.71106648428588e-08,6.294209620172353e-08
1987,1.0327280541844175e-07,5.988600693118684e-08
1988,9.654451726959223e-08,5.2170019193553685e-08
1989,9.165164005509041e-08,5.927171820019339e-08
1990,8.064003198526848e-08,5.884543119449859e-08
1991,8.264665751767097e-08,6.095923721360919e-08
1992,7.162927406767494e-08,5.620142978779441e-08
1993,1.2241648583710685e-07,5.262247215753746e-08
1994,7.965139259269449e-08,6.435410382366058e-08
1995,5.964695803939435e-08,8.079451507825297e-08
1996,8.380804938923347e-08,5.818520509848213e-08
1997,9.206197404409977e-08,6.952596809384204e-08
1998,7.676688351665462e-08,5.5310300117739075e-08
1999,7.906447807570771e-08,7.952149694290256e-08
2000,7.775735433313002e-08,6.40614539193507e-08
2001,7.009939029245515e-08,6.089884363458253e-08
2002,7.973823024087778e-08,6.484207992762947e-08
2003,5.3753305806480967e-08,7.458792272707626e-08
2004,7.972672211309373e-08,7.708384819338221e-08
2005,7.25103665999427e-08,7.296074500118266e-08
2006,7.659275169658031e-08,6.135655894468073e-08
2007,6.391167328700931e-08,6.031663923877773e-08
2008,7.578242389172374e-08,5.023778948398672e-08
2009,5.912558798115697e-08,6.150968179241545e-08
2010,6.660548024228774e-08,5.47959995156333e-08
2011,5.965396399076894e-08,3.5562939926236936e-08
2012,6.842548128105364e-08,4.085103300077719e-08
2013,5.6619239074962024e-08,4.462599934029754e-08
2014,4.439162637481786e-08,5.716775408615149e-08
2015,5.6301014073056876e-08,4.100664563466694e-08
2016,4.287673949221471e-08,6.462581136901235e-08
2017,4.25138324544605e-08,4.1507586701072796e-08
2018,3.949643989642482e-08,3.975458584548619e-08
2019,5.637682942705169e-08,4.056070546099022e-08
