year,aviez_VERB assez_ADV,aviez_VERB passé_VERB
1979,1.0533551808578068e-08,1.1118749476679568e-08
1980,2.8425752862659692e-09,9.664756106531058e-09
1981,6.958104314946922e-09,6.325549417596221e-09
1982,5.586751949948621e-09,9.932003663948308e-09
1983,1.0104505676622466e-08,1.0736036948344463e-08
1984,8.118611560803402e-09,9.858314165001048e-09
1985,6.617113967877231e-09,9.624892882698077e-09
1986,1.019062523255343e-08,1.1389522214244607e-08
1987,3.0554083707556856e-09,1.2832715334809564e-08
1988,4.197587610832443e-09,1.139345240375178e-08
1989,7.683371272548811e-09,1.2073869015694072e-08
1990,8.172976073694826e-09,1.6345952147389653e-08
1991,7.033758464558559e-09,8.7921980806982e-09
1992,4.958949695321735e-09,9.366905473484621e-09
1993,6.647049133334804e-09,8.862731881720265e-09
1994,6.857404422078162e-09,8.439882570598911e-09
1995,8.133675954979935e-09,7.0491861237087505e-09
1996,6.4057106285986265e-09,1.2811421257197253e-08
1997,8.151320507465698e-09,9.110299181713799e-09
1998,5.72175506974304e-09,1.621164003040576e-08
1999,5.0272213059088244e-09,1.2339542720951613e-08
2000,6.185244316725402e-09,4.418031274155965e-09
2001,1.0514908055370142e-08,1.1391150245287918e-08
2002,4.381221607729913e-09,1.0076809608960957e-08
2003,6.667076668520622e-09,1.2500768420409258e-08
2004,7.928623979580607e-09,1.1452457648886138e-08
2005,4.954124666056714e-09,1.3511249008502091e-08
2006,7.823991232669414e-09,1.7706927479821388e-08
2007,8.38840730210677e-09,1.7176262190332636e-08
2008,8.940623352771127e-09,1.575252639440805e-08
2009,9.53638501499654e-09,2.86091541568112e-08
2010,1.6060896612657416e-08,3.4011311100812236e-08
2011,1.9502257586623273e-08,4.1298896746866376e-08
2012,1.6340413466764403e-08,4.5616985744345584e-08
2013,1.8687137171014e-08,4.964642741356329e-08
2014,3.1182409543362155e-08,5.240377376480865e-08
2015,2.1944096317838557e-08,5.807427427839684e-08
2016,2.5477483234226384e-08,6.524721385403609e-08
2017,2.3646746782901573e-08,4.4526320408522224e-08
2018,2.323320025254816e-08,6.143891084775532e-08
2019,2.040790292312522e-08,5.1785050914077146e-08
