year,trois_DET artisans_NOUN,trois_DET partisans_NOUN
1957,1.1485549067380418e-08,1.7670075402875796e-09
1958,1.4062813857851353e-08,2.4816730892496253e-09
1959,9.300897163555533e-09,7.750747599288843e-09
1960,4.844583401109048e-09,9.689166802218097e-09
1961,1.876002997391879e-08,1.1811870925804158e-08
1962,8.8787386332001e-09,7.610347740882872e-09
1963,1.4225316924409981e-08,7.759264120110743e-09
1964,5.4755713296827935e-09,1.2776333713215848e-08
1965,1.0396882466068291e-08,1.2147935990469705e-07
1966,1.2739872379263772e-08,6.092982340888398e-09
1967,5.916402479044791e-09,8.381570548721129e-09
1968,1.0779397818794223e-08,9.431972952667067e-09
1969,7.720988265402795e-09,5.45010922503586e-09
1970,1.1036940084085956e-08,1.65554097097953e-08
1971,7.193756701440179e-09,8.221435976452085e-09
1972,9.747279428040656e-09,5.643161382629103e-09
1973,1.433432994524253e-08,6.064523994098181e-09
1974,1.7439272304020648e-08,6.1881286761433785e-09
1975,1.4278700888326057e-08,2.056132819561185e-08
1976,1.656922776760439e-08,9.712995741040231e-09
1977,1.7042667388444954e-08,5.876781727920388e-09
1978,1.4851478380428773e-08,7.128709622605811e-09
1979,7.60756546647201e-09,7.607565244427406e-09
1980,2.103505747363954e-08,3.411090521154847e-09
1981,8.855769562110538e-09,6.325549417596221e-09
1982,1.3656504593839713e-08,4.966001942996456e-09
1983,9.47297440490047e-09,6.315316158911344e-09
1984,9.278413870550395e-09,1.1018116197192285e-08
1985,2.1054453291924347e-08,6.015557829641693e-09
1986,1.5585661872208334e-08,1.3787316399671568e-08
1987,1.4054878372249391e-08,4.888653482026939e-09
1988,1.6790350221285166e-08,8.994830658082265e-09
1989,1.591555476299078e-08,9.329807593161377e-09
1990,1.3621627381610324e-08,9.262706823776057e-09
1991,1.992898113201136e-08,7.033758464558559e-09
1992,1.8733810058790823e-08,6.0609386398624565e-09
1993,1.274017746855094e-08,3.822053074031828e-08
1994,9.494868002946077e-09,6.857404755145069e-09
1995,9.760411145975922e-09,8.675921314704738e-09
1996,1.3879039695297024e-08,4.270473752399084e-09
1997,1.342570443707558e-08,7.1923417221952946e-09
1998,1.668845217572823e-08,5.244942036242151e-09
1999,1.5538683784122043e-08,8.226362091523498e-09
2000,1.3254094488601709e-08,5.743441056083043e-09
2001,1.8401088874853144e-08,1.2705514196298395e-08
2002,9.638686959689835e-09,7.448076377869484e-09
2003,1.3334153003974336e-08,7.083769126836614e-09
2004,1.5416769749698744e-08,7.488145131739898e-09
2005,1.216012401883404e-08,5.854874363109275e-09
2006,1.1941880539989569e-08,1.0294724628323593e-08
2007,1.3581230362547103e-08,5.991719398412698e-09
2008,1.4901038847270343e-08,8.089135361544209e-09
2009,1.0013204487790972e-08,1.3350938798950551e-08
2010,8.030448306328708e-09,4.723793189942427e-09
2011,3.0591775224131368e-09,1.911985902935953e-09
2012,7.82978107349841e-09,3.744677928851914e-09
2013,9.204112472183112e-09,5.857162754807632e-09
2014,7.145969038724331e-09,6.712880029624557e-09
2015,6.649726325136385e-09,4.433150846416822e-09
2016,5.178350026557865e-09,5.3854840587064245e-09
2017,3.773417051045058e-09,5.534344815760761e-09
2018,6.453666601125008e-09,4.388493402007754e-09
2019,7.908062094053037e-09,3.3162841917011576e-09
