year,auriez_VERB eu_VERB,auriez_VERB pu_VERB
1838,1.590664737705083e-07,3.5537470921553904e-07
1839,1.4891841715325427e-07,4.670305315812584e-07
1840,1.2994165388136025e-07,4.1211885104530666e-07
1841,1.3483152372373297e-07,3.666133352453471e-07
1842,1.6234001520842867e-07,4.1188746990883374e-07
1843,1.4176586660141766e-07,4.016699506337318e-07
1844,1.6026598359530908e-07,4.517085869792936e-07
1845,1.3838965173817996e-07,4.542305589438911e-07
1846,1.7153688247617538e-07,3.588809249777114e-07
1847,1.1703295399456692e-07,3.2790799764370604e-07
1848,2.534244742946612e-07,4.843223564421351e-07
1849,2.1535096550451271e-07,3.9550837982460507e-07
1850,1.9212858148875966e-07,3.835782820260647e-07
1851,1.3543821353323438e-07,3.656831779608183e-07
1852,1.5495098182327638e-07,4.023517021778389e-07
1853,1.606449728797088e-07,4.478948767427937e-07
1854,1.0858938992441836e-07,3.6421607774173026e-07
1855,1.6557643789383292e-07,4.006737412964867e-07
1856,1.2114622904846328e-07,3.592969335386442e-07
1857,1.9965372644037416e-07,4.368950499156199e-07
1858,1.928108304127818e-07,4.2477108763705473e-07
1859,2.0215928486777557e-07,4.669522866151965e-07
1860,1.7942561214567831e-07,5.190526621845493e-07
1861,1.7449065126129426e-07,5.890238981010043e-07
1862,2.231885218861862e-07,4.4050366909687e-07
1863,1.7281388409173815e-07,5.544029022530594e-07
1864,1.9946068618992285e-07,5.293379672366427e-07
1865,2.2592853099467902e-07,5.408164156506245e-07
1866,1.921917061054046e-07,4.0335930862056557e-07
1867,1.4073152954097168e-07,4.498556336329784e-07
1868,1.33870585727891e-07,4.277930827356613e-07
1869,1.9534076045601978e-07,5.210715130488097e-07
1870,1.7718210187922523e-07,4.5184305008660886e-07
1871,1.317025919433945e-07,5.48052753401862e-07
1872,1.8323437700473733e-07,4.783445319844759e-07
1873,1.652137200380821e-07,4.7469015385104285e-07
1874,1.577296870891587e-07,5.442868769023335e-07
1875,1.556255426748976e-07,5.115045382808603e-07
1876,2.515142227821343e-07,4.7219376142493275e-07
1877,1.465801346967055e-07,3.9768366377757047e-07
1878,1.3889903982544638e-07,3.122208909189794e-07
1879,1.6800645141756831e-07,4.0077173935060273e-07
1880,1.906100379756026e-07,3.979064615577954e-07
1881,1.520006662758533e-07,4.6436900902335765e-07
1882,1.583981656949618e-07,4.066440340011468e-07
1883,1.8010115354627487e-07,4.3224278556408535e-07
1884,1.3797546216665069e-07,3.875196057379071e-07
1885,1.1344318551209653e-07,3.925392206838296e-07
1886,1.3745878391091537e-07,3.368708121342934e-07
1887,1.0642147429962279e-07,3.845536582502973e-07
1888,1.198376224920139e-07,3.975565334712883e-07
1889,1.0838686392844465e-07,3.3894389162014704e-07
1890,1.1928983667530701e-07,3.762217772873555e-07
1891,1.0581205600601606e-07,3.4420787642375217e-07
1892,9.528138633640992e-08,3.0715710863660206e-07
1893,7.82118902975526e-08,3.3624954198785417e-07
1894,1.0964678409663975e-07,3.3209113325938233e-07
1895,1.0171458342256301e-07,3.827838952474849e-07
1896,1.1381266062926443e-07,3.367203476045688e-07
1897,8.79833734757085e-08,3.8048440842430864e-07
1898,1.0694290608626034e-07,3.819389462478284e-07
1899,1.2823981876408652e-07,3.6813671044910734e-07
1900,1.0278284889864153e-07,3.2911276548475143e-07
1901,1.0618603596412868e-07,3.358832145750057e-07
1902,9.86967023663965e-08,3.024734951395658e-07
1903,1.2150495365403913e-07,3.0565246333935647e-07
1904,9.244355680948502e-08,4.2674523115238117e-07
1905,1.1250454434730273e-07,3.5764060157816857e-07
1906,7.253299827425508e-08,3.3797292076087615e-07
1907,9.051404248339168e-08,3.857132639950578e-07
1908,9.331639461152008e-08,4.0027819636634376e-07
1909,1.0616898293847044e-07,3.889195454576111e-07
1910,1.0634860103664323e-07,4.2379113551760383e-07
1911,9.789488331080065e-08,3.7295822608029994e-07
1912,1.0262559868579046e-07,3.922694133962068e-07
1913,9.863560990197584e-08,3.574214986201696e-07
1914,1.1317496984020181e-07,2.732271298100386e-07
1915,5.890380805340101e-08,3.216148058982071e-07
1916,5.383856560570166e-08,3.450062990850711e-07
1917,6.799183438488399e-08,4.0575770299255964e-07
1918,5.743188324913717e-08,3.847935943213088e-07
1919,1.0312790266198135e-07,3.7568020161415916e-07
1920,9.616734075734712e-08,3.536232213718904e-07
1921,1.0223209301329916e-07,3.612200600855431e-07
1922,1.6379016187784146e-07,3.9840850263317407e-07
1923,1.2526818693459063e-07,5.031959631196514e-07
1924,1.250487571269332e-07,4.911709083899041e-07
1925,9.128487477028102e-08,4.509252846673917e-07
1926,1.058883185578452e-07,4.3804323013318935e-07
1927,1.3379069230268215e-07,4.615779118921637e-07
1928,1.0854738974330758e-07,4.06767071581271e-07
1929,1.1586022452547695e-07,5.291693128128827e-07
1930,1.3129503884101723e-07,3.980865699304559e-07
1931,9.238338805062085e-08,3.581282044251566e-07
1932,8.658033578967661e-08,4.1207857748304377e-07
1933,8.02946331646126e-08,2.798841478579561e-07
1934,9.824896096688462e-08,3.6783450241273385e-07
1935,1.1250187270661627e-07,3.9495338910455757e-07
1936,7.396075574206407e-08,3.3827953416221135e-07
1937,5.162358363008934e-08,3.739561975635297e-07
1938,8.168085230408906e-08,2.9431038228722173e-07
1939,7.494084997006212e-08,3.823512599865353e-07
1940,7.100192078723921e-08,1.572185368559076e-07
1941,9.444808313219255e-08,4.3091938550787745e-07
1942,7.282108072104165e-08,3.610711871715466e-07
1943,1.3935529352693266e-07,4.2967880631294975e-07
1944,9.318240046241044e-08,3.630900380358071e-07
1945,9.149717072887142e-08,4.2480829165469913e-07
1946,9.744773166175946e-08,5.109044991513656e-07
1947,1.4424253436118306e-07,5.435917387330846e-07
1948,6.631851334759631e-08,4.7183993956423365e-07
1949,8.737137591197097e-08,4.162411642028019e-07
1950,1.1592543813776501e-07,5.104973297420656e-07
1951,1.151431376911205e-07,5.4266536153591e-07
1952,8.119499028680366e-08,4.966602773492923e-07
1953,9.696444891460487e-08,4.438816745278018e-07
1954,1.1140691213995524e-07,5.316259716892091e-07
1955,1.0605737088553724e-07,4.824202619602147e-07
1956,9.854890237193104e-08,4.491387812777248e-07
1957,9.718541349457155e-08,4.3380035208429035e-07
1958,8.685855590329083e-08,4.409105827107851e-07
1959,8.758345160231329e-08,4.944977263221517e-07
1960,8.651041838447782e-08,4.6646417217743874e-07
1961,9.17157052526818e-08,4.4468220039561857e-07
1962,9.068997997019324e-08,4.978435867997177e-07
1963,7.823924619287936e-08,4.29992553563352e-07
1964,1.320221088008111e-07,4.575144316731894e-07
1965,1.1272409494722524e-07,4.2408336753396725e-07
1966,7.477751040596559e-08,4.3315563402757107e-07
1967,1.0304401598659751e-07,4.5605602849718707e-07
1968,9.70145848100401e-08,4.172525223111734e-07
1969,8.129746476015498e-08,4.128457931074081e-07
1970,1.1174901715094165e-07,3.867527595957654e-07
1971,8.529740114227025e-08,3.869213287543971e-07
1972,9.182962656950622e-08,3.5654520047501137e-07
1973,7.277429148189185e-08,3.572556011022243e-07
1974,6.694430254583494e-08,3.6228681210559444e-07
1975,5.8257096924307916e-08,3.295523924862209e-07
1976,5.713526718409412e-08,3.5709541634787456e-07
1977,5.641710743020667e-08,3.2322299148290767e-07
1978,7.306927329864266e-08,3.2376223657593073e-07
1979,7.72460495568339e-08,3.891562414537475e-07
1980,5.2871900635409474e-08,3.9284390140892356e-07
1981,8.159958753140018e-08,3.548633173977578e-07
1982,5.710901973543514e-08,3.50723865949476e-07
1983,5.7469375036589554e-08,3.7197210644990264e-07
1984,6.72685018798802e-08,3.798350576289522e-07
1985,5.233535560478231e-08,3.1341056683231727e-07
1986,6.773768745915731e-08,5.131279294801061e-07
1987,4.949761489569937e-08,3.3059518500522245e-07
1988,5.696726290693732e-08,3.8437909211097576e-07
1989,5.488122312158339e-08,3.709970712861832e-07
1990,4.6858399826987807e-08,3.1329742000707483e-07
1991,7.561290260582609e-08,4.4488521666607994e-07
1992,6.171137556520989e-08,3.234337100366247e-07
1993,6.536264862688768e-08,3.4232300549774664e-07
1994,6.646407513244412e-08,3.787397417909233e-07
1995,6.073145186746842e-08,3.296850081824232e-07
1996,5.4982351116450445e-08,3.170826801124349e-07
1997,5.6100265766190205e-08,2.85775712427494e-07
1998,5.4833485307881347e-08,3.104051984337275e-07
1999,7.129514045800533e-08,3.496203930808406e-07
2000,4.329670844072098e-08,2.8805564511458215e-07
2001,4.950769394440613e-08,3.3034336865966907e-07
2002,4.468845915539532e-08,3.3209659022759297e-07
2003,6.583738354493107e-08,3.446045298005629e-07
2004,4.052407831522942e-08,3.2287118756357813e-07
2005,6.620511783239635e-08,3.161632093906519e-07
2006,6.218013481884554e-08,4.2249550347150944e-07
2007,7.749289920866431e-08,6.251360105125059e-07
2008,7.70596599863893e-08,6.322297849692404e-07
2009,7.629108011997232e-08,7.476525638594467e-07
2010,9.636537612323082e-08,9.749908258527284e-07
2011,1.2274949767743237e-07,1.0546514204179402e-06
2012,1.3038287249855784e-07,1.3436585959425429e-06
2013,1.6790532697541494e-07,1.5379235946966219e-06
2014,1.6977089956071723e-07,1.5937677062538569e-06
2015,1.861923379919972e-07,1.5400765960293938e-06
2016,1.895276113828004e-07,1.597417394805234e-06
2017,1.3383052532844886e-07,1.4577967704099137e-06
2018,1.719256772503286e-07,1.6436198393421364e-06
2019,1.7984463340781076e-07,1.4900319911248516e-06
