year,ces_DET yeux_NOUN,ces_DET pieux_NOUN
1896,1.3162168173153077e-06,1.1440236136195381e-07
1897,1.2667274944533347e-06,1.0954221707493161e-07
1898,1.2448380246610213e-06,1.5503892214496773e-07
1899,1.434959330026686e-06,1.4371703827009696e-07
1900,1.445708264213863e-06,1.095312249788094e-07
1901,1.3267666361116426e-06,9.22141953907385e-08
1902,1.3635858522320632e-06,1.379789793531927e-07
1903,1.3403346628138024e-06,8.964365783015182e-08
1904,1.2173525760772463e-06,1.1824175416563776e-07
1905,1.427466003178779e-06,1.238582179041714e-07
1906,1.4794674996210233e-06,1.517534435890866e-07
1907,1.241482422642548e-06,1.280568042716368e-07
1908,1.382064894528412e-06,1.6895178589493298e-07
1909,1.5078196042850323e-06,1.4192537634016844e-07
1910,1.6155366893144674e-06,1.3627584394271253e-07
1911,1.4668271859363813e-06,1.5854715229579597e-07
1912,1.4190463133445519e-06,1.4325908281875854e-07
1913,1.5304428018225735e-06,1.0924159177250203e-07
1914,1.4089948336959424e-06,1.279078034599479e-07
1915,1.2134184999013087e-06,1.5197182889892247e-07
1916,1.5151710073268987e-06,1.6920691869870552e-07
1917,1.3444836781673075e-06,8.115154237486877e-08
1918,1.5483635849022903e-06,1.424310696052089e-07
1919,1.7669860596924991e-06,9.852398186183109e-08
1920,1.7211682177276089e-06,1.317568329994856e-07
1921,1.7379455385935216e-06,1.1813486011647001e-07
1922,1.9234277885971096e-06,8.853522892593446e-08
1923,1.8121423295269778e-06,8.705077547688234e-08
1924,1.8061166144889285e-06,6.574728494967985e-08
1925,1.9125831727251352e-06,1.0118323423569109e-07
1926,1.9929295547171932e-06,8.025219777607617e-08
1927,2.164064483167749e-06,7.246996069909528e-08
1928,1.776749357418339e-06,7.655447653576175e-08
1929,2.0643173286316596e-06,7.575476423937744e-08
1930,1.6102024460451503e-06,8.402883011626727e-08
1931,1.4074210596959347e-06,9.466446204697831e-08
1932,1.4521386049182183e-06,7.562080384104775e-08
1933,1.4372739371992793e-06,1.009418273412166e-07
1934,1.2029506137878343e-06,5.152079474157745e-08
1935,1.3560066349782574e-06,7.540018742702159e-08
1936,1.2561204698613437e-06,8.36605327236839e-08
1937,1.1785287057364258e-06,8.436049014903801e-08
1938,1.3198588675322753e-06,5.575042205663294e-08
1939,1.3336412081343951e-06,8.411728025237153e-08
1940,1.054885657936211e-06,9.12881876757865e-08
1941,1.3429336860326657e-06,1.0625409530007346e-07
1942,1.4776611720890287e-06,9.406056378225003e-08
1943,1.6548440129326991e-06,9.000029344008453e-08
1944,1.8636479808264994e-06,8.675602813923433e-08
1945,2.0042237025563736e-06,6.535512220295914e-08
1946,1.852898975585049e-06,3.341064935824534e-08
1947,1.9991300206356755e-06,6.675687735935298e-08
1948,1.7188454819461185e-06,5.435943872811322e-08
1949,1.4107040442468133e-06,4.712164081155379e-08
1950,2.013273942225169e-06,4.4668519549873054e-08
1951,1.703691978605093e-06,8.209279300785965e-08
1952,1.6302267056289566e-06,7.697707182785507e-08
1953,1.3553474644822927e-06,8.619061553361007e-08
1954,1.594877886645918e-06,6.058972346068003e-08
1955,1.2642413906860384e-06,6.569925403709931e-08
1956,1.5881198720535394e-06,3.575667939514915e-08
1957,1.2642939282159205e-06,6.714628764115105e-08
1958,1.3955274624777303e-06,6.78323965885852e-08
1959,1.3199524033780108e-06,7.363210219324401e-08
1960,1.4824425562665056e-06,3.94487482680006e-08
1961,1.473009817232196e-06,7.295567172604933e-08
1962,1.393962023144013e-06,7.610347729780642e-08
1963,1.4386968274493483e-06,8.599850431778577e-08
1964,1.5167332634291597e-06,6.996563506334041e-08
1965,1.4172592415206964e-06,6.894774617904886e-08
1966,1.269002027015631e-06,5.3729024784843205e-08
1967,1.3499259381433149e-06,8.332266787647313e-08
1968,1.5338185619384603e-06,6.198153990055744e-08
1969,1.129989321668745e-06,4.859681013158479e-08
1970,1.1561194668274766e-06,6.254265993987929e-08
1971,1.1869697686961445e-06,7.75897994742536e-08
1972,1.0342376128846809e-06,6.15617619104114e-08
1973,1.0023004364256849e-06,7.332561224870915e-08
1974,7.729535553835376e-07,5.850594408940424e-08
1975,7.893265419056661e-07,5.0832174025572385e-08
1976,7.753256241471718e-07,4.9707682414634746e-08
1977,7.769105891952677e-07,5.2891036439461914e-08
1978,1.029504474558962e-06,3.742572474152439e-08
1979,9.83131535292614e-07,5.559374827157626e-08
1980,8.840409222443668e-07,5.173487105381014e-08
1981,9.678090790998795e-07,6.072527547473783e-08
1982,9.83889087535772e-07,4.8418516307435766e-08
1983,9.605595536754663e-07,5.3680186518079154e-08
1984,9.869912176441176e-07,5.1031273429202884e-08
1985,8.848885642009918e-07,5.7147802934309766e-08
1986,9.944851342424954e-07,5.2152023144458326e-08
1987,8.976790084602726e-07,3.299841111470414e-08
1988,8.659023720269943e-07,4.137622244826389e-08
1989,8.682209298171983e-07,5.378359801966326e-08
1990,7.807916588831176e-07,4.84929936206413e-08
1991,7.965731185777258e-07,3.399649806112848e-08
1992,8.264916218081453e-07,5.1242479592872314e-08
1993,8.901506447500651e-07,3.711269069839318e-08
1994,8.503181447849784e-07,5.8551686166197214e-08
1995,9.256123334466793e-07,4.0126135303353294e-08
1996,8.75980958880973e-07,2.5622842070305296e-08
1997,8.151320756155656e-07,4.5551495908568995e-08
1998,8.287008554930253e-07,3.766822187500907e-08
1999,8.080115847519664e-07,4.8901151572522394e-08
2000,8.155686259669892e-07,3.446064500423063e-08
2001,8.306777772304486e-07,4.205963399783741e-08
2002,8.670437381397278e-07,3.110667257111288e-08
2003,8.425518274179922e-07,4.000246001112373e-08
2004,8.32065069289456e-07,3.7000245978191515e-08
2005,8.696740181335372e-07,2.9724747996340284e-08
2006,9.294077472077333e-07,2.5530916936133963e-08
2007,1.0976829685205303e-06,3.235528422962375e-08
2008,1.118003652322841e-06,2.4693151079446807e-08
2009,1.2001540881101391e-06,2.9085974517784052e-08
2010,1.5786916520710292e-06,3.967986117459077e-08
2011,1.7406720331791803e-06,2.7532597979273987e-08
2012,2.1783812940157077e-06,4.1872307843249246e-08
2013,2.5528862579449196e-06,3.486406274788578e-08
2014,2.790392699125732e-06,3.378094581840685e-08
2015,2.9950367661513155e-06,4.25582458163376e-08
2016,2.8679773720341473e-06,5.8618922160746934e-08
2017,2.4479414548750356e-06,2.389830733307008e-08
2018,2.8721397598019394e-06,4.0270879075876564e-08
2019,2.7713931274320203e-06,3.290774230890747e-08
