year,cas_NOUN heureux_ADJ
1935,8.617164581892212e-08
1936,1.0306007425242569e-07
1937,1.3346584637474734e-07
1938,1.4002431214521494e-07
1939,1.1470537941704606e-07
1940,6.593035806190528e-08
1941,7.37875680556499e-08
1942,5.76500234217292e-08
1943,8.129058670647282e-08
1944,6.42637232317611e-08
1945,3.921307367704685e-08
1946,8.491873870752897e-08
1947,9.775114051535638e-08
1948,9.458542393758762e-08
1949,1.0013348372694963e-07
1950,5.9558026066497405e-08
1951,7.676209179408033e-08
1952,5.799642011083961e-08
1953,6.8952495269059e-08
1954,4.29991580119804e-08
1955,6.476069103200643e-08
1956,6.104799155082219e-08
1957,5.8311247386200193e-08
1958,4.3015667472445784e-08
1959,4.417926291466756e-08
1960,6.090333215524879e-08
1961,3.682524507553353e-08
1962,4.122271590745186e-08
1963,4.332255798544793e-08
1964,4.380457241381919e-08
1965,3.6115487489496445e-08
1966,4.763604266599941e-08
1967,5.719189388742052e-08
1968,3.368561962702188e-08
1969,3.905911682977603e-08
1970,3.311081897550139e-08
1971,4.059333846839763e-08
1972,3.078088184338412e-08
1973,2.260413545229767e-08
1974,1.912694358452427e-08
1975,2.9128548462153958e-08
1976,2.171140245366132e-08
1977,2.7620874476497193e-08
1978,2.673266052966028e-08
1979,2.2822696621460636e-08
1980,3.183684427199296e-08
1981,2.4669642328944974e-08
1982,2.483000827169235e-08
1983,2.3998200759933752e-08
1984,1.8556827185989277e-08
1985,1.7445119127046382e-08
1986,1.6784559520033326e-08
1987,1.8332450224534114e-08
1988,1.9188972188999287e-08
1989,1.5366742545097622e-08
1990,1.7435683119515488e-08
1991,2.6962739596569918e-08
1992,2.4794749364787094e-08
1993,2.8249957040316076e-08
1994,1.5297286992677073e-08
1995,1.3556126887692699e-08
1996,1.6014276127407356e-08
1997,1.8700088588730068e-08
1998,1.4781200263769279e-08
1999,1.828080442578539e-08
2000,1.8555732950176207e-08
2001,2.2782300490575835e-08
2002,1.8401129509015846e-08
2003,2.1251306492331423e-08
2004,1.3654853248112886e-08
2005,2.34194974524371e-08
2006,2.4295550460351478e-08
2007,1.917350189728495e-08
2008,1.7881246705542253e-08
2009,1.9549588614609092e-08
2010,2.0784689525044087e-08
2011,2.2943831723409858e-08
2012,1.599998711299122e-08
2013,1.9523875849358774e-08
2014,1.2559581819004961e-08
2015,1.219116452233493e-08
2016,1.1806638333666797e-08
2017,8.553078245654433e-09
2018,1.0842160058643913e-08
2019,1.020395146156261e-08
