year,cents_ADJ pages_NOUN
1900,6.260410145841888e-07
1901,7.941598028082808e-07
1902,6.840025434939889e-07
1903,8.170533192242146e-07
1904,7.895324642959167e-07
1905,6.982506874919636e-07
1906,7.366472232206434e-07
1907,7.853121815060149e-07
1908,7.681412625970552e-07
1909,8.091946597232891e-07
1910,8.513231932738563e-07
1911,7.71986265135638e-07
1912,7.876644758653129e-07
1913,9.121142170442909e-07
1914,9.30177691316203e-07
1915,6.255584708014794e-07
1916,5.900267296965467e-07
1917,5.987667464069091e-07
1918,6.374938834596833e-07
1919,6.933509553164185e-07
1920,8.624771794529806e-07
1921,7.716629397691577e-07
1922,8.971569513960276e-07
1923,9.331418482361187e-07
1924,1.1202821497136028e-06
1925,9.667398899182444e-07
1926,9.474217677052366e-07
1927,1.1305313591947197e-06
1928,9.666431424193433e-07
1929,9.625310894989525e-07
1930,8.844033914101601e-07
1931,8.850556696415879e-07
1932,9.918380783346947e-07
1933,8.68329152581282e-07
1934,8.650700920043164e-07
1935,7.611828891640471e-07
1936,8.911665076993813e-07
1937,8.121270980154804e-07
1938,8.310702241942636e-07
1939,6.607029945371323e-07
1940,7.987716230672959e-07
1941,7.172151299528196e-07
1942,6.97868699717219e-07
1943,9.116158707911381e-07
1944,6.04078991273127e-07
1945,8.278315135612502e-07
1946,8.241293585342646e-07
1947,8.678393896843772e-07
1948,8.991051458906441e-07
1949,7.480560384465207e-07
1950,9.43356553761987e-07
1951,9.008884376271453e-07
1952,8.362029575437191e-07
1953,8.683704777467938e-07
1954,9.098230862036871e-07
1955,9.038340635925124e-07
1956,8.686257046974788e-07
1957,7.942699085106142e-07
1958,7.221668738566223e-07
1959,8.835852440824965e-07
1960,6.38100857486279e-07
1961,8.518443337379722e-07
1962,8.612376518613019e-07
1963,8.444665695606091e-07
1964,7.915242576927994e-07
1965,9.658156159275677e-07
1966,7.378047826023248e-07
1967,7.844163860681874e-07
1968,1.1066848628615844e-06
1969,7.616527568643505e-07
1970,7.71666066157195e-07
1971,8.360172500943008e-07
1972,7.397671879516565e-07
1973,7.244349831125874e-07
1974,6.80694199672871e-07
1975,6.910890988365281e-07
1976,7.804677579770214e-07
1977,7.516404139096267e-07
1978,7.598016509291483e-07
1979,7.192075486273097e-07
1980,7.299733510990336e-07
1981,8.741909596210462e-07
1982,7.945602646941552e-07
1983,7.81204619215714e-07
1984,7.399534638352634e-07
1985,7.748038797217305e-07
1986,7.559046366623079e-07
1987,7.473528853552125e-07
1988,7.681585429963889e-07
1989,7.200416121122544e-07
1990,7.57362499825831e-07
1991,8.323280553668155e-07
1992,8.044518722272187e-07
1993,7.993076565071533e-07
1994,7.901840035628993e-07
1995,7.070875653880648e-07
1996,8.348775963895605e-07
1997,7.868421789680724e-07
1998,8.048602353483147e-07
1999,7.312322054531251e-07
2000,7.665284442737175e-07
2001,6.668204264315136e-07
2002,6.558688596669526e-07
2003,7.15043995569431e-07
2004,7.347192081397225e-07
2005,6.706083013341413e-07
2006,7.333961775657372e-07
2007,6.934416205695015e-07
2008,6.45002103283332e-07
2009,6.160504995023075e-07
2010,5.791370085717062e-07
2011,4.829676640838443e-07
2012,4.319996662616177e-07
2013,4.696886435340275e-07
2014,5.181910296414571e-07
2015,4.834350875171367e-07
2016,4.1406087802897673e-07
2017,3.863979145535268e-07
2018,4.0193435779656284e-07
2019,4.466779444101121e-07
