year,les_DET ailes_NOUN,les_DET pelles_NOUN
1877,6.557141773555486e-06,9.215375662563474e-08
1878,7.665415182600555e-06,8.575505638930281e-08
1879,6.4447272052348126e-06,8.614148505614594e-08
1880,5.045069087827869e-06,6.867095159179826e-08
1881,5.393931814978714e-06,7.251407785346942e-08
1882,5.219152882318667e-06,5.590523666221259e-08
1883,5.704467241685052e-06,9.163041170268116e-08
1884,5.762621185567696e-06,9.374409959406194e-08
1885,5.4149784318724414e-06,7.28356860379975e-08
1886,6.601893403512804e-06,5.6145133875418196e-08
1887,5.408561321473826e-06,7.899998610838566e-08
1888,5.855557617451268e-06,9.447515658678185e-08
1889,5.2357749495968164e-06,6.954301845496502e-08
1890,5.7449195765002514e-06,1.1863439430825906e-07
1891,6.072719372696156e-06,8.796423855983448e-08
1892,4.544044543308701e-06,6.832678334234288e-08
1893,5.423101754331583e-06,4.926733199184241e-08
1894,5.593876494458527e-06,9.578339810190073e-08
1895,4.609054997217754e-06,5.8982422501685505e-08
1896,5.634611056848371e-06,6.899523752323944e-08
1897,5.100705152472074e-06,5.651912182713659e-08
1898,4.304876341620911e-06,6.846609501565126e-08
1899,4.828339569939999e-06,7.130576484826179e-08
1900,4.5857763097956195e-06,6.540726893433657e-08
1901,4.538615030469373e-06,5.4210766542439615e-08
1902,8.705442155587662e-06,1.5418291887669966e-07
1903,5.334337743079232e-06,4.9142003355484576e-08
1904,4.887683985543845e-06,9.620579177749278e-08
1905,4.4418653430966515e-06,7.276669933276025e-08
1906,4.535113134807034e-06,8.487904601395257e-08
1907,4.642959140710445e-06,5.2457003185679696e-08
1908,5.436416529391863e-06,5.451641982290312e-08
1909,5.786484734926489e-06,7.921416589340424e-08
1910,5.657317956320185e-06,5.825124116398683e-08
1911,6.015747032961372e-06,6.969690002911477e-08
1912,6.1830621689296095e-06,5.0531384188090556e-08
1913,6.579419505214901e-06,1.0340830058908068e-07
1914,5.2850702445539355e-06,9.643310683316031e-08
1915,4.078499756587917e-06,2.0145102208601884e-07
1916,6.885842367410078e-06,1.0328214550270332e-07
1917,5.690477564712637e-06,1.4146687377092348e-07
1918,5.806363446936302e-06,9.99314746508162e-08
1919,5.415135774455848e-06,1.28909874774763e-07
1920,5.043106170887768e-06,1.21155711241272e-07
1921,5.203234820783109e-06,8.557204900228044e-08
1922,6.553082414484379e-06,1.3427842393554101e-07
1923,5.367423284496908e-06,8.705077725323918e-08
1924,5.302324922240587e-06,4.383152307774196e-08
1925,5.890624265703082e-06,9.128487654663786e-08
1926,5.092670789963449e-06,6.018914788796792e-08
1927,5.587991495303868e-06,8.807887441619755e-08
1928,5.057165992639057e-06,9.026572289627666e-08
1929,5.737309095366072e-06,8.355304892404547e-08
1930,4.698262046076707e-06,9.033099246380516e-08
1931,5.407279502378515e-06,1.0150767515426651e-07
1932,4.512041243742715e-06,5.150982307355889e-08
1933,4.424234504085689e-06,1.6861873319840015e-07
1934,4.592539710301935e-06,1.0184343324226575e-07
1935,5.10327657821108e-06,1.1010821410195604e-07
1936,5.773788927854184e-06,7.032334536916096e-08
1937,4.6700458256054844e-06,8.436049458993011e-08
1938,5.384453743317863e-06,8.686693497850229e-08
1939,5.363623415632901e-06,1.1164657109929976e-07
1940,4.29561634973652e-06,8.368083825871508e-08
1941,6.118464966675674e-06,1.0625409530007346e-07
1942,7.251766305671481e-06,6.068423630267716e-08
1943,6.480021113475232e-06,1.5096823391402836e-07
1944,6.853726176814234e-06,7.390327816381159e-08
1945,5.925531183947896e-06,1.7428033061150927e-07
1946,4.8932682830127305e-06,1.1832938184852537e-07
1947,5.03299173715277e-06,1.4066628040154683e-07
1948,6.06868792374371e-06,1.087188756798696e-07
1949,5.525012227280968e-06,1.246760081841103e-07
1950,5.932404519626289e-06,1.4676798798518575e-07
1951,5.116406612160063e-06,1.0981244003005486e-07
1952,5.294545985634613e-06,1.2231972768006472e-07
1953,4.480834888909158e-06,1.1204780214768562e-07
1954,5.771659743913915e-06,1.0261163119196226e-07
1955,4.370877547898999e-06,9.010183266155991e-08
1956,4.747789489556453e-06,1.1337483840634377e-07
1957,4.335352969064843e-06,8.746687640837081e-08
1958,4.18989139916448e-06,9.182190519041455e-08
1959,4.321817016261775e-06,7.595733109155844e-08
1960,3.379442915729669e-06,1.1557791701477527e-07
1961,3.987548666373186e-06,9.657941646423751e-08
1962,3.853372618323192e-06,1.0908165215539611e-07
1963,3.6778910157408973e-06,9.569758585570298e-08
1964,3.4368337367141066e-06,9.369311104734379e-08
1965,3.826052648037148e-06,8.974151066709624e-08
1966,3.732228663011483e-06,1.2130573345814355e-07
1967,3.6854259519714105e-06,8.92390739082316e-08
1968,3.674427262012614e-06,1.1048882875286381e-07
1969,3.2164728906991513e-06,9.855614635512211e-08
1970,3.163462849897769e-06,1.3796175135638578e-07
1971,3.1688497301729512e-06,1.3000146026342918e-07
1972,3.2966323431082856e-06,1.1029815638607943e-07
1973,3.455124840456847e-06,9.978898685147897e-08
1974,2.590575860494937e-06,9.619727769916153e-08
1975,2.7712100916232885e-06,1.0680468065515925e-07
1976,3.3195591413459624e-06,1.2112677261200133e-07
1977,2.822030552351862e-06,1.010806442991452e-07
1978,3.095048185741689e-06,9.504946252292257e-08
1979,3.0617525510479027e-06,8.075723512135369e-08
1980,3.0478093435704068e-06,8.527725725571145e-08
1981,2.7971580038865795e-06,7.464148676916693e-08
1982,2.903869471992948e-06,8.566352871497429e-08
1983,2.9025193555298756e-06,8.209911062095898e-08
1984,2.8380347600887035e-06,9.452383586960877e-08
1985,2.912131691346076e-06,9.083492980010988e-08
1986,3.3359311828462523e-06,8.57211386318113e-08
1987,3.063963475824494e-06,8.860684719280698e-08
1988,2.8675520695742307e-06,8.275244223199252e-08
1989,2.755037371571234e-06,7.244321231780759e-08
1990,2.722690823020457e-06,7.355678821596712e-08
1991,2.6558299168755184e-06,8.674968210442557e-08
1992,2.867926042426916e-06,6.55683360939463e-08
1993,2.8366281696889928e-06,6.813225272850332e-08
1994,2.8025685878674267e-06,6.32991179472242e-08
1995,2.84027984776003e-06,8.025227504759869e-08
1996,2.6460923550075677e-06,6.245567529816753e-08
1997,2.9114600010871072e-06,6.281311826228375e-08
1998,3.015841826936594e-06,6.627699544736743e-08
1999,2.7188125955035503e-06,8.363468229077853e-08
2000,2.750224552983127e-06,6.847949052257718e-08
2001,2.588858023955254e-06,8.324302491757862e-08
2002,2.7531595776508766e-06,7.491888709409977e-08
2003,2.667247457566191e-06,7.333784246554842e-08
2004,2.609838929856778e-06,8.236959603280525e-08
2005,2.448238319630036e-06,6.485399506317435e-08
2006,2.675804950058591e-06,6.835697519136374e-08
2007,2.771369793208578e-06,8.268572226910464e-08
2008,3.00447524637093e-06,8.344581425845377e-08
2009,2.947219826410219e-06,1.0299296171467631e-07
2010,3.3024037406903517e-06,9.872727257942415e-08
2011,3.4216900530736893e-06,1.212199123301616e-07
2012,3.96799694613037e-06,1.3991478020614068e-07
2013,4.296089230138023e-06,1.4698688488579137e-07
2014,4.241673821070435e-06,1.4508483303643516e-07
2015,4.428495998354265e-06,1.2944800431569092e-07
2016,4.8181440774897055e-06,1.3505137363978292e-07
2017,4.184970919141051e-06,2.5608923781561543e-07
2018,4.351578354544472e-06,1.4068993436922028e-07
2019,4.1627017139944655e-06,1.1709034097862059e-07
