year,leurs_DET iles_NOUN,leurs_DET piles_NOUN
1851,1.9348317170653218e-08,1.7413483988093503e-08
1852,1.4974254503030693e-08,4.427171074183889e-08
1853,1.911018188138769e-08,1.5527023222716707e-08
1854,1.091089552041069e-08,4.520228102933288e-08
1855,1.2736649068756378e-08,1.539011762474729e-08
1856,1.0354378687793542e-08,9.31894050815174e-09
1857,5.369659827891837e-09,2.1966791052818735e-08
1858,1.125545512348225e-08,2.104280660830682e-08
1859,1.5785737605966688e-08,1.476730293603623e-08
1860,1.052752293673187e-08,2.9293977021893625e-08
1861,9.431927516789784e-09,1.2733101684148096e-08
1862,1.2650361869148696e-08,1.9427341513278407e-08
1863,4.994620939058336e-09,2.3974179974572962e-08
1864,1.1986820425136102e-08,1.8699438442126848e-08
1865,9.413688717430091e-09,2.871175119878444e-08
1866,1.2164032114903023e-08,9.731225603104576e-09
1867,6.308654931785895e-09,2.523461972714358e-08
1868,7.903798504571569e-09,1.679557115608077e-08
1869,4.395167230164532e-09,1.3673853160867111e-08
1870,8.601073187008978e-09,2.0069171213776826e-08
1871,1.0621177271019633e-09,1.1683294998121596e-08
1872,2.1165687758006868e-08,9.675742873582749e-09
1873,8.979006427267677e-09,1.3169209722718733e-08
1874,4.182226565063729e-09,1.4936523129449597e-08
1875,8.58229043387837e-09,5.6643119250576746e-08
1876,1.813804439976252e-09,1.5719638923883394e-08
1877,8.04026067946495e-09,1.5462040536817767e-08
1878,6.6429974854287366e-09,1.6305540029293297e-08
1879,4.887460103297769e-09,1.5273313280772527e-08
1880,1.9253538763308597e-09,2.4387816210946767e-08
1881,6.275256814181063e-09,1.743126887276958e-08
1882,3.9932310791357395e-09,1.3976308554930483e-08
1883,2.5277356319186595e-09,1.8958017378167824e-08
1884,1.1222884843675729e-08,1.9805090900604227e-08
1885,7.090199150017185e-09,1.8047780159236027e-08
1886,6.453463874400711e-09,2.2587122783246372e-08
1887,6.528924623161458e-09,3.264462256069578e-09
1888,7.608737417896805e-09,2.9800888867725916e-08
1889,6.265136742733546e-09,2.255449160770695e-08
1890,8.520702587944129e-09,1.1142456735058204e-08
1891,5.0993759215245404e-09,1.8485238229004608e-08
1892,8.149066310636499e-09,1.817868611198037e-08
1893,1.1700991287000306e-08,7.390100087434348e-09
1894,6.9316932194141145e-09,8.822155450616265e-09
1895,1.5648397688750038e-08,9.027921521465032e-09
1896,5.307326134129653e-09,1.592197840238896e-08
1897,1.6314797735006437e-08,1.631479829011795e-08
1898,1.0750874412934763e-08,1.1316709347397591e-08
1899,1.2160672469008205e-08,1.7688250864011934e-08
1900,7.267474289029963e-09,1.1939421895590385e-08
1901,3.912117352289357e-09,1.2295225282343836e-08
1902,7.856454153909453e-09,1.4239823542538943e-08
1903,9.180374016537485e-09,1.7280704867062013e-08
1904,1.9348650681649815e-08,2.6873125946735854e-08
1905,5.1607592088664944e-09,1.8578732552398947e-08
1906,1.3374879870298173e-08,2.3663248249761182e-08
1907,1.337139243773322e-08,7.71426478252124e-09
1908,6.3848060172233545e-09,1.5716444812241548e-08
1909,3.85068837926994e-09,1.5952851484257735e-08
1910,9.619471330601925e-09,2.0842188419578633e-08
1911,7.980561100850991e-09,3.1390207766435196e-08
1912,6.772247651554153e-09,1.5628263128064646e-08
1913,4.772690687104841e-09,1.6969567084856862e-08
1914,6.696743715117748e-09,1.2723813114234872e-08
1915,1.1780761921542648e-09,1.295883844676382e-08
1916,3.2962386153911893e-09,1.4283700444650549e-08
1917,3.2899273305631027e-09,2.302949086985251e-08
1918,1.1486376294556067e-09,4.594550517822427e-09
1919,1.0128633542993981e-08,2.3940405213807026e-08
1920,1.0601124422748853e-08,6.815008557481406e-09
1921,2.8019165654313838e-08,2.7261890522822796e-08
1922,6.640141769764796e-09,2.1396013294427974e-08
1923,4.246379248229459e-09,2.1231896241147297e-08
1924,1.0313299547703991e-08,1.933743654092268e-08
1925,2.1996355847875293e-09,1.7597084234211025e-08
1926,2.229227691330493e-09,1.89484357093761e-08
1927,8.919379901328739e-09,1.56089151603922e-08
1928,1.0283436990832229e-08,1.4853853258500749e-08
1929,6.684243603061191e-09,1.893869061575515e-08
1930,1.0503603542488804e-09,1.3654684494213143e-08
1931,4.5621426636444085e-09,2.9653927313688655e-08
1932,5.4797684168050864e-09,2.1919072779041926e-08
1933,2.2941324395731044e-09,1.3764794637438627e-08
1934,1.7972370258689807e-08,7.188948103475923e-09
1935,9.574627313213568e-09,1.3165112555668657e-08
1936,6.0623572828433225e-09,2.182448710641438e-08
1937,3.777335333410292e-09,8.813782592653752e-09
1938,6.482607117774819e-09,1.0372171566075394e-08
1939,3.058810094103137e-09,1.5294050470515685e-08
1940,7.607348750937604e-09,1.7750480196809804e-08
1941,0.0,1.7709016475464523e-08
1942,6.068423541449874e-09,1.2136847082899749e-08
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,1.2852744646352221e-08,1.927911696952833e-08
1945,4.357008087652048e-09,8.714016175304096e-09
1946,5.568441707737293e-09,1.3921104269343232e-08
1947,3.5762612871081956e-09,1.1920871401116528e-08
1948,4.348755133776194e-09,1.522064252412747e-08
1949,1.9634016634739737e-09,5.890204768377316e-09
1950,1.0635361480382244e-09,9.57182533234402e-09
1951,7.462981344019681e-09,1.2793681891665187e-08
1952,9.490323416017077e-09,1.581720565635436e-08
1953,3.232148326759443e-09,7.54167928107563e-09
1954,2.9317608341017376e-09,2.9317608341017376e-09
1955,5.631364707880948e-09,2.2525458831523792e-08
1956,2.0058625871399727e-08,1.3953826760726429e-08
1957,5.301022731885041e-09,1.3252556940734905e-08
1958,9.926692023931594e-09,1.7371711180658167e-08
1959,7.750748043378053e-09,6.200598368089061e-09
1960,6.228750071279876e-09,1.3841666479663672e-08
1961,4.168895617606694e-09,1.667558224838217e-08
1962,3.805173953708163e-09,1.4586500007851555e-08
1963,5.1728423766661535e-09,1.0345685197421517e-08
1964,2.4335873316516654e-09,1.6426714100070683e-08
1965,1.6416130121932326e-09,1.4227312661319047e-08
1966,2.215629901769489e-09,4.431259803538978e-09
1967,2.4651677366094304e-09,1.3804939413830652e-08
1968,5.838840411165336e-09,1.5719955115400808e-08
1969,4.541757803178115e-09,1.4533625303236875e-08
1970,4.1388525939822784e-09,8.277704743875347e-09
1971,2.5691987426412766e-09,1.644287195290417e-08
1972,2.0520587451500205e-09,1.1799337673590315e-08
1973,5.513203782392395e-09,1.3231689521830958e-08
1974,5.063014563155832e-09,7.875800456247362e-09
1975,1.1422960355389478e-09,6.8537762132336866e-09
1976,2.856763492431469e-09,6.8562320265641574e-09
1977,5.289103821581875e-09,6.464460078348111e-09
1978,4.1584139465200565e-09,1.1881182371276111e-08
1979,4.681578680276743e-09,1.6385525825057812e-08
1980,4.548120546843393e-09,6.822181042309694e-09
1981,5.692994742290125e-09,8.22321433169293e-09
1982,5.586752060970923e-09,9.932003663948308e-09
1983,3.789189739755727e-09,1.768288515613392e-08
1984,2.319603453759811e-09,1.4497521683143333e-08
1985,3.609334831011779e-09,1.564045071233977e-08
1986,2.9972427317837003e-09,1.6185110141009318e-08
1987,3.6664902225425067e-09,1.5888123539031795e-08
1988,4.797243047249822e-09,1.4991384134077634e-08
1989,7.134558943633351e-09,7.134558943633351e-09
1990,8.717841559757744e-09,2.2339468941368068e-08
1991,5.2753188484189195e-09,1.0550637696837839e-08
1992,2.754972139307199e-09,1.597883780846132e-08
1993,1.6617622278225497e-09,9.970573089379542e-09
1994,2.1099705871385765e-09,1.4769794220992338e-08
1995,1.0844901643380922e-09,5.964695848348356e-09
1996,1.6014276571496566e-09,1.3879040139386234e-08
1997,2.397447240731765e-09,1.4384683777457496e-08
1998,2.86087753487152e-09,1.4781200263769279e-08
1999,1.3710603763428253e-09,1.2339543442596579e-08
2000,4.4180314962005696e-10,9.277866475088103e-09
2001,2.628727069353687e-09,1.577236274918903e-08
2002,1.314366449012283e-09,7.009954394732176e-09
2003,0.0,7.083769126836614e-09
2004,0.0,8.80958239690699e-09
2005,1.8014998381943315e-09,7.656374201303606e-09
2006,8.235779835885637e-10,1.235366953178385e-08
2007,7.988958938831558e-10,1.0785094428644726e-08
2008,1.7029758436759579e-09,1.4049550856043425e-08
2009,2.860915504498962e-09,7.1522885392028e-09
2010,4.723793023408973e-10,1.369900015646408e-08
2011,0.0,2.2943831667898706e-08
2012,1.3617010852229328e-09,1.702126400937587e-08
2013,1.3945625210176615e-09,2.036061236276865e-08
2014,8.661780875884872e-10,1.3858849179371191e-08
2015,8.866301581811342e-10,1.8175917659846164e-08
2016,1.2428039986023265e-09,1.49136482330281e-08
2017,1.0062445598979508e-09,1.2326495657521974e-08
2018,2.5814667070633845e-10,1.8844706517473497e-08
2019,2.55098775436835e-10,1.3010037547278586e-08
