year,avez_VERB uni_VERB,avez_VERB puni_VERB
2006,0.0,2.0589450144825605e-09
2007,7.988958938831558e-10,4.393927444112933e-09
2008,0.0,2.1287198670449925e-09
2009,9.53638501499654e-10,1.430457752249481e-09
2010,0.0,4.723793023408973e-10
2011,3.82397197240536e-10,4.971163480860241e-09
2012,0.0,5.1063788752969685e-09
2013,0.0,5.857162754807632e-09
2014,0.0,8.445236510112863e-09
2015,0.0,1.10828768384863e-08
2016,4.1426800878596737e-10,1.1806638333666797e-08
2017,0.0,6.5405894034142875e-09
2018,0.0,1.1100306451794495e-08
2019,0.0,9.438654302584837e-09
