year,des_DET artisans_NOUN,des_DET partisans_NOUN
1957,1.2174681849330682e-06,1.0266314163231982e-06
1958,1.184585293856344e-06,9.140828822751246e-07
1959,1.225393184256518e-06,1.0207734426614934e-06
1960,1.16754462808899e-06,1.07688162387376e-06
1961,1.1256017771188453e-06,9.685733903808114e-07
1962,1.180238133002831e-06,1.061009252012468e-06
1963,1.2628201879749668e-06,1.1884606259116026e-06
1964,1.1042402210392765e-06,1.1961082293510117e-06
1965,1.1622620519347038e-06,1.0845590274755068e-06
1966,1.0607328420064732e-06,1.093967316734279e-06
1967,1.080729553848414e-06,1.0624872750497616e-06
1968,1.0927614404465658e-06,1.25220669211501e-06
1969,1.1159099386759408e-06,1.1822195773447675e-06
1970,1.092197184249244e-06,1.0659844509319782e-06
1971,1.1612777832681331e-06,9.670464251598787e-07
1972,1.1722385409029812e-06,9.896053345670452e-07
1973,1.1820308571941496e-06,1.0116728716980106e-06
1974,1.2168111496180245e-06,9.383453694056243e-07
1975,1.2982194448341033e-06,8.818525305542835e-07
1976,1.3083976000416442e-06,8.775977500263821e-07
1977,1.4033754851539015e-06,9.64379912815616e-07
1978,1.4019795742115093e-06,8.999995984027009e-07
1979,1.3044048117194507e-06,9.889835386189816e-07
1980,1.331462282649909e-06,9.238370104469595e-07
1981,1.3631559809823557e-06,9.013908268684645e-07
1982,1.4662120051411875e-06,9.907174014500697e-07
1983,1.3476884141994105e-06,8.721451543181047e-07
1984,1.3378312999634545e-06,8.802894750914447e-07
1985,1.4966708690167252e-06,9.510597358541872e-07
1986,1.3643449285893894e-06,8.979739103409656e-07
1987,1.4067099982639775e-06,8.909570770043729e-07
1988,1.3180425462167022e-06,8.89288923389131e-07
1989,1.34568759335707e-06,9.126747286813952e-07
1990,1.3327400694151947e-06,1.0276155215649396e-06
1991,1.2906946871282798e-06,9.595218415370255e-07
1992,1.2942858376163713e-06,9.846270252467093e-07
1993,1.3692920646235507e-06,9.544054506704924e-07
1994,1.2380253160415577e-06,9.83246334129717e-07
1995,1.2580085702040833e-06,9.874282511646015e-07
1996,1.4754487018819873e-06,9.373690090797027e-07
1997,1.3823680511393377e-06,9.891867112088448e-07
1998,1.4094589744217956e-06,8.930705810428208e-07
1999,1.3308425863556295e-06,9.515158634343379e-07
2000,1.3567774566070057e-06,9.914062228943976e-07
2001,1.2775613740245717e-06,9.402080323184236e-07
2002,1.3958572147032555e-06,9.314476834276775e-07
2003,1.1417368277477635e-06,9.638092972608092e-07
2004,1.3121872939336754e-06,1.0056138677327908e-06
2005,1.2371800188759607e-06,1.0529766534261853e-06
2006,1.323489790650001e-06,1.010530212397498e-06
2007,1.3185776488455758e-06,1.019391216772192e-06
2008,1.3014993065496583e-06,9.549437223199675e-07
2009,1.2053990587901353e-06,8.644732751861284e-07
2010,1.1365446468403206e-06,8.224123657640803e-07
2011,1.2366725741230766e-06,7.032284621288909e-07
2012,1.1737863374605695e-06,6.890207639997925e-07
2013,1.026398003034501e-06,7.023016870277843e-07
2014,1.0197081010687725e-06,7.901709686564118e-07
2015,1.065507845510183e-06,7.480941892623605e-07
2016,9.534378442310754e-07,7.500322158904282e-07
2017,9.395808504564229e-07,6.138091794838374e-07
2018,9.264884184290167e-07,6.474318432481141e-07
2019,1.0461601327449443e-06,6.418285387610467e-07
