year,des_DET airs_NOUN,des_DET pairs_NOUN
2000,1.5511708930660006e-06,3.6006955883571834e-07
2001,1.461572207261952e-06,2.987986377211982e-07
2002,1.4852341188031914e-06,3.023042752792193e-07
2003,1.6688526542907312e-06,3.329371329741093e-07
2004,1.5126053316549815e-06,3.3256173517792753e-07
2005,1.5173132119628008e-06,3.7020820398137033e-07
2006,1.7262194660361274e-06,3.8419913162002217e-07
2007,1.7240173413313187e-06,3.902606380279394e-07
2008,1.8873230338556368e-06,3.8061510521103514e-07
2009,1.874853296612855e-06,3.785944822087828e-07
2010,2.043512857596852e-06,3.8357199527716546e-07
2011,2.4079550904332336e-06,3.8622115750008845e-07
2012,2.680848986358342e-06,4.010209804228282e-07
2013,2.5431241930107262e-06,3.5561344224888103e-07
2014,3.0353045374909016e-06,2.743619131884145e-07
2015,2.8527324644755936e-06,3.1541866984952094e-07
2016,2.913132703952215e-06,2.7963089799243335e-07
2017,2.350335766010403e-06,3.227529452587419e-07
2018,2.7027957258951574e-06,3.244903559185275e-07
2019,2.7494544951878197e-06,3.002512520833278e-07
